t_sec,event,value
1763542421.084,UPRIGHT_HOLD_START,type=normal_slouch
1763542426.813,SLOUCH_START,type=normal_slouch
1763542427.763,SLOUCHED_HOLD_START,type=normal_slouch
1763542431.313,RECOVERY_START,type=normal_slouch
1763542432.263,UPRIGHT_HOLD_START,type=normal_slouch
1763542440.584,SLOUCH_START,type=fast_slouch
1763542441.534,SLOUCHED_HOLD_START,type=fast_slouch
1763542445.084,RECOVERY_START,type=fast_slouch
1763542446.034,UPRIGHT_HOLD_START,type=fast_slouch
1763542456.084,SLOUCH_START,type=micro_slouch
1763542457.034,SLOUCHED_HOLD_START,type=micro_slouch
1763542460.584,RECOVERY_START,type=micro_slouch
1763542461.534,UPRIGHT_HOLD_START,type=micro_slouch
1763542470.980,NOSLOUCH_START,type=lateral_left
1763542471.930,NOSLOUCHED_HOLD_START,type=lateral_left
1763542475.480,RECOVERY_START,type=lateral_left
1763542476.430,UPRIGHT_HOLD_START,type=lateral_left
1763542487.007,NOSLOUCH_START,type=lateral_right
1763542487.957,NOSLOUCHED_HOLD_START,type=lateral_right
1763542491.507,RECOVERY_START,type=lateral_right
1763542492.457,UPRIGHT_HOLD_START,type=lateral_right
1763542501.887,SLOUCH_START,type=neck_only
1763542502.837,SLOUCHED_HOLD_START,type=neck_only
1763542506.387,RECOVERY_START,type=neck_only
1763542507.337,UPRIGHT_HOLD_START,type=neck_only
1763542517.318,NOSLOUCH_START,type=reach_left
1763542518.268,NOSLOUCHED_HOLD_START,type=reach_left
1763542521.818,RECOVERY_START,type=reach_left
1763542522.768,UPRIGHT_HOLD_START,type=reach_left
1763542530.708,NOSLOUCH_START,type=reach_right
1763542531.658,NOSLOUCHED_HOLD_START,type=reach_right
1763542535.208,RECOVERY_START,type=reach_right
1763542536.158,UPRIGHT_HOLD_START,type=reach_right
1763542546.378,SLOUCH_START,type=normal_slouch
1763542547.328,SLOUCHED_HOLD_START,type=normal_slouch
1763542550.878,RECOVERY_START,type=normal_slouch
1763542551.828,UPRIGHT_HOLD_START,type=normal_slouch
1763542560.594,SLOUCH_START,type=fast_slouch
1763542561.544,SLOUCHED_HOLD_START,type=fast_slouch
1763542565.094,RECOVERY_START,type=fast_slouch
1763542566.044,UPRIGHT_HOLD_START,type=fast_slouch
1763542575.971,SLOUCH_START,type=micro_slouch
1763542576.921,SLOUCHED_HOLD_START,type=micro_slouch
1763542580.471,RECOVERY_START,type=micro_slouch
1763542581.421,UPRIGHT_HOLD_START,type=micro_slouch
1763542591.545,NOSLOUCH_START,type=lateral_left
1763542592.495,NOSLOUCHED_HOLD_START,type=lateral_left
1763542596.045,RECOVERY_START,type=lateral_left
1763542596.995,UPRIGHT_HOLD_START,type=lateral_left
1763542605.587,NOSLOUCH_START,type=lateral_right
1763542606.537,NOSLOUCHED_HOLD_START,type=lateral_right
1763542610.087,RECOVERY_START,type=lateral_right
1763542611.037,UPRIGHT_HOLD_START,type=lateral_right
1763542620.932,SLOUCH_START,type=neck_only
1763542621.882,SLOUCHED_HOLD_START,type=neck_only
1763542625.432,RECOVERY_START,type=neck_only
1763542626.382,UPRIGHT_HOLD_START,type=neck_only
1763542636.834,NOSLOUCH_START,type=reach_left
1763542637.784,NOSLOUCHED_HOLD_START,type=reach_left
1763542641.334,RECOVERY_START,type=reach_left
1763542642.284,UPRIGHT_HOLD_START,type=reach_left
1763542651.624,NOSLOUCH_START,type=reach_right
1763542652.574,NOSLOUCHED_HOLD_START,type=reach_right
1763542656.124,RECOVERY_START,type=reach_right
1763542657.074,UPRIGHT_HOLD_START,type=reach_right
1763542665.975,SLOUCH_START,type=normal_slouch
1763542666.925,SLOUCHED_HOLD_START,type=normal_slouch
1763542670.475,RECOVERY_START,type=normal_slouch
1763542671.425,UPRIGHT_HOLD_START,type=normal_slouch
1763542681.713,SLOUCH_START,type=fast_slouch
1763542682.663,SLOUCHED_HOLD_START,type=fast_slouch
1763542686.213,RECOVERY_START,type=fast_slouch
1763542687.163,UPRIGHT_HOLD_START,type=fast_slouch
1763542697.153,SLOUCH_START,type=micro_slouch
1763542698.103,SLOUCHED_HOLD_START,type=micro_slouch
1763542701.653,RECOVERY_START,type=micro_slouch
1763542702.603,UPRIGHT_HOLD_START,type=micro_slouch
1763542710.547,NOSLOUCH_START,type=lateral_left
1763542711.497,NOSLOUCHED_HOLD_START,type=lateral_left
1763542715.047,RECOVERY_START,type=lateral_left
1763542715.997,UPRIGHT_HOLD_START,type=lateral_left
1763542727.146,NOSLOUCH_START,type=lateral_right
1763542728.096,NOSLOUCHED_HOLD_START,type=lateral_right
1763542731.646,RECOVERY_START,type=lateral_right
1763542732.596,UPRIGHT_HOLD_START,type=lateral_right
1763542741.930,SLOUCH_START,type=neck_only
1763542742.880,SLOUCHED_HOLD_START,type=neck_only
1763542746.430,RECOVERY_START,type=neck_only
1763542747.380,UPRIGHT_HOLD_START,type=neck_only
1763542756.215,NOSLOUCH_START,type=reach_left
1763542757.165,NOSLOUCHED_HOLD_START,type=reach_left
1763542760.715,RECOVERY_START,type=reach_left
1763542761.665,UPRIGHT_HOLD_START,type=reach_left
1763542770.845,NOSLOUCH_START,type=reach_right
1763542771.795,NOSLOUCHED_HOLD_START,type=reach_right
1763542775.345,RECOVERY_START,type=reach_right
1763542776.295,UPRIGHT_HOLD_START,type=reach_right
