timestamp,quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z
1762622944.929710,-0.056566,-0.059253,0.000000,0.996639,-0.007114,0.013065,-0.020134,-0.002304,-0.001005,0.001082,-0.118107,0.112752,-0.986579
1762622944.963886,-0.056599,-0.059216,-0.000158,0.996639,-0.007258,0.005932,-0.021875,-0.003742,-0.002382,0.002025,-0.118051,0.112799,-0.986580
1762622944.964202,-0.056632,-0.059178,-0.000316,0.996640,-0.007401,-0.001200,-0.023615,-0.005180,-0.003760,0.002967,-0.117995,0.112845,-0.986582
1762622944.991872,-0.056823,-0.058790,-0.000617,0.996652,0.006659,0.008539,-0.014526,-0.005092,-0.004988,0.004186,-0.117256,0.113194,-0.986630
1762622945.022494,-0.056638,-0.059116,-0.000705,0.996643,0.005442,0.008593,-0.011467,-0.006017,-0.003054,0.002079,-0.117916,0.112813,-0.986595
1762622945.022815,-0.056453,-0.059443,-0.000794,0.996634,0.004225,0.008646,-0.008408,-0.006941,-0.001119,-0.000028,-0.118576,0.112432,-0.986559
1762622945.052744,-0.055747,-0.060371,-0.001081,0.996617,-0.012619,0.005994,-0.009693,-0.004644,0.002020,-0.002185,-0.120454,0.110986,-0.986495
1762622945.060642,-0.055512,-0.060711,-0.001324,0.996610,-0.025716,0.003040,-0.012825,-0.002855,0.001276,-0.001745,-0.121158,0.110487,-0.986465
1762622945.090871,-0.055698,-0.060901,-0.001437,0.996587,-0.027025,0.001686,-0.013575,-0.002013,0.001055,-0.001394,-0.121547,0.110841,-0.986378
1762622945.121395,-0.055973,-0.061069,-0.001536,0.996562,-0.028090,-0.001737,-0.012148,-0.002681,0.000701,-0.001152,-0.121889,0.111373,-0.986275
1762622945.121789,-0.056248,-0.061236,-0.001634,0.996536,-0.029155,-0.005160,-0.010721,-0.003349,0.000348,-0.000909,-0.122231,0.111906,-0.986173
1762622945.152845,-0.056665,-0.061675,-0.001780,0.996485,-0.014712,-0.013641,-0.001748,-0.000854,-0.000284,-0.000441,-0.123119,0.112712,-0.985970
1762622945.198613,-0.056701,-0.061877,-0.001758,0.996470,-0.007095,-0.015577,0.001167,-0.000348,-0.000118,0.001106,-0.123517,0.112783,-0.985912
1762622945.198924,-0.056736,-0.062080,-0.001735,0.996456,0.000522,-0.017512,0.004081,0.000158,0.000049,0.002653,-0.123916,0.112855,-0.985854
1762622945.200538,-0.056606,-0.062501,-0.001657,0.996437,0.019570,-0.017978,0.010145,0.000922,-0.000400,0.004694,-0.124745,0.112601,-0.985779
1762622945.229480,-0.056461,-0.062596,-0.001601,0.996439,0.020297,-0.016910,0.005431,0.001414,0.003232,0.002102,-0.124927,0.112319,-0.985788
1762622945.259880,-0.056376,-0.062708,-0.001562,0.996437,0.021019,-0.018670,0.003646,0.000541,0.001920,0.000704,-0.125145,0.112155,-0.985779
1762622945.261466,-0.056240,-0.063005,-0.001477,0.996426,0.011202,-0.033325,-0.004909,-0.002030,0.002162,-0.002357,-0.125725,0.111892,-0.985735
1762622945.294203,-0.056258,-0.063204,-0.001525,0.996413,-0.002226,-0.031378,-0.011650,-0.000041,0.003301,-0.002446,-0.126125,0.111919,-0.985681
1762622945.327339,-0.056603,-0.063534,-0.001742,0.996372,-0.024470,-0.027419,-0.027821,0.003642,0.001652,0.000128,-0.126805,0.112573,-0.985519
1762622945.327692,-0.056785,-0.063650,-0.001914,0.996354,-0.023902,-0.012029,-0.019907,0.005005,-0.001951,0.001073,-0.127053,0.112911,-0.985448
1762622945.359908,-0.056951,-0.063689,-0.002032,0.996341,-0.024392,-0.010147,-0.017620,0.002664,-0.002009,-0.000494,-0.127144,0.113227,-0.985400
1762622945.372023,-0.057252,-0.063775,-0.002178,0.996318,-0.021860,-0.014426,-0.010224,0.001482,-0.002867,-0.001469,-0.127330,0.113805,-0.985310
1762622945.405228,-0.057426,-0.063837,-0.002214,0.996304,-0.020277,-0.019150,-0.004487,0.001211,-0.002757,-0.000816,-0.127456,0.114145,-0.985254
