t_sec,event,value
1759869563.588,UPRIGHT_HOLD_START,type=normal_slouch
1759869568.317,SLOUCH_START,type=normal_slouch
1759869569.267,SLOUCHED_HOLD_START,type=normal_slouch
1759869572.817,RECOVERY_START,type=normal_slouch
1759869573.767,UPRIGHT_HOLD_START,type=normal_slouch
1759869582.088,SLOUCH_START,type=fast_slouch
1759869583.038,SLOUCHED_HOLD_START,type=fast_slouch
1759869586.588,RECOVERY_START,type=fast_slouch
1759869587.538,UPRIGHT_HOLD_START,type=fast_slouch
1759869597.588,SLOUCH_START,type=micro_slouch
1759869598.538,SLOUCHED_HOLD_START,type=micro_slouch
1759869602.088,RECOVERY_START,type=micro_slouch
1759869603.038,UPRIGHT_HOLD_START,type=micro_slouch
1759869612.484,NOSLOUCH_START,type=lateral_left
1759869613.434,NOSLOUCHED_HOLD_START,type=lateral_left
1759869616.984,RECOVERY_START,type=lateral_left
1759869617.934,UPRIGHT_HOLD_START,type=lateral_left
1759869628.511,NOSLOUCH_START,type=lateral_right
1759869629.461,NOSLOUCHED_HOLD_START,type=lateral_right
1759869633.011,RECOVERY_START,type=lateral_right
1759869633.961,UPRIGHT_HOLD_START,type=lateral_right
1759869643.391,SLOUCH_START,type=neck_only
1759869644.341,SLOUCHED_HOLD_START,type=neck_only
1759869647.891,RECOVERY_START,type=neck_only
1759869648.841,UPRIGHT_HOLD_START,type=neck_only
1759869658.822,NOSLOUCH_START,type=reach_left
1759869659.772,NOSLOUCHED_HOLD_START,type=reach_left
1759869663.322,RECOVERY_START,type=reach_left
1759869664.272,UPRIGHT_HOLD_START,type=reach_left
1759869672.212,NOSLOUCH_START,type=reach_right
1759869673.162,NOSLOUCHED_HOLD_START,type=reach_right
1759869676.712,RECOVERY_START,type=reach_right
1759869677.662,UPRIGHT_HOLD_START,type=reach_right
1759869687.882,SLOUCH_START,type=normal_slouch
1759869688.832,SLOUCHED_HOLD_START,type=normal_slouch
1759869692.382,RECOVERY_START,type=normal_slouch
1759869693.332,UPRIGHT_HOLD_START,type=normal_slouch
1759869702.098,SLOUCH_START,type=fast_slouch
1759869703.048,SLOUCHED_HOLD_START,type=fast_slouch
1759869706.598,RECOVERY_START,type=fast_slouch
1759869707.548,UPRIGHT_HOLD_START,type=fast_slouch
1759869717.475,SLOUCH_START,type=micro_slouch
1759869718.425,SLOUCHED_HOLD_START,type=micro_slouch
1759869721.975,RECOVERY_START,type=micro_slouch
1759869722.925,UPRIGHT_HOLD_START,type=micro_slouch
1759869733.049,NOSLOUCH_START,type=lateral_left
1759869733.999,NOSLOUCHED_HOLD_START,type=lateral_left
1759869737.549,RECOVERY_START,type=lateral_left
1759869738.499,UPRIGHT_HOLD_START,type=lateral_left
1759869747.091,NOSLOUCH_START,type=lateral_right
1759869748.041,NOSLOUCHED_HOLD_START,type=lateral_right
1759869751.591,RECOVERY_START,type=lateral_right
1759869752.541,UPRIGHT_HOLD_START,type=lateral_right
1759869762.436,SLOUCH_START,type=neck_only
1759869763.386,SLOUCHED_HOLD_START,type=neck_only
1759869766.936,RECOVERY_START,type=neck_only
1759869767.886,UPRIGHT_HOLD_START,type=neck_only
1759869778.338,NOSLOUCH_START,type=reach_left
1759869779.288,NOSLOUCHED_HOLD_START,type=reach_left
1759869782.838,RECOVERY_START,type=reach_left
1759869783.788,UPRIGHT_HOLD_START,type=reach_left
1759869793.128,NOSLOUCH_START,type=reach_right
1759869794.078,NOSLOUCHED_HOLD_START,type=reach_right
1759869797.628,RECOVERY_START,type=reach_right
1759869798.578,UPRIGHT_HOLD_START,type=reach_right
1759869807.479,SLOUCH_START,type=normal_slouch
1759869808.429,SLOUCHED_HOLD_START,type=normal_slouch
1759869811.979,RECOVERY_START,type=normal_slouch
1759869812.929,UPRIGHT_HOLD_START,type=normal_slouch
1759869823.217,SLOUCH_START,type=fast_slouch
1759869824.167,SLOUCHED_HOLD_START,type=fast_slouch
1759869827.717,RECOVERY_START,type=fast_slouch
1759869828.667,UPRIGHT_HOLD_START,type=fast_slouch
1759869838.657,SLOUCH_START,type=micro_slouch
1759869839.607,SLOUCHED_HOLD_START,type=micro_slouch
1759869843.157,RECOVERY_START,type=micro_slouch
1759869844.107,UPRIGHT_HOLD_START,type=micro_slouch
1759869852.051,NOSLOUCH_START,type=lateral_left
1759869853.001,NOSLOUCHED_HOLD_START,type=lateral_left
1759869856.551,RECOVERY_START,type=lateral_left
1759869857.501,UPRIGHT_HOLD_START,type=lateral_left
1759869868.650,NOSLOUCH_START,type=lateral_right
1759869869.600,NOSLOUCHED_HOLD_START,type=lateral_right
1759869873.150,RECOVERY_START,type=lateral_right
1759869874.100,UPRIGHT_HOLD_START,type=lateral_right
1759869883.434,SLOUCH_START,type=neck_only
1759869884.384,SLOUCHED_HOLD_START,type=neck_only
1759869887.934,RECOVERY_START,type=neck_only
1759869888.884,UPRIGHT_HOLD_START,type=neck_only
1759869897.719,NOSLOUCH_START,type=reach_left
1759869898.669,NOSLOUCHED_HOLD_START,type=reach_left
1759869902.219,RECOVERY_START,type=reach_left
1759869903.169,UPRIGHT_HOLD_START,type=reach_left
1759869912.349,NOSLOUCH_START,type=reach_right
1759869913.299,NOSLOUCHED_HOLD_START,type=reach_right
1759869916.849,RECOVERY_START,type=reach_right
1759869917.799,UPRIGHT_HOLD_START,type=reach_right
