t_beep,event,type,axis_chosen,onset_time,hold_time,onset_score,dtheta,max_pitch,max_roll
1759869566.58838,BEEP_SLOUCH,normal_slouch,roll,1759869568.408628,1759869569.134891,1.6598354637489803,5.809424123121431,1.1487828959635218,12.824320813951317
1759869571.08838,BEEP_RECOVER,normal_slouch,roll,1759869572.781244,1759869574.285465,1.673772608238502,5.858204128834757,1.7105526156904878,341.7683777687462
1759869580.35938,BEEP_SLOUCH,fast_slouch,roll,1759869581.851678,1759869583.073513,1.0550657264971457,3.69273004274001,0.9930730356192101,14.634789130986064
1759869584.85938,BEEP_RECOVER,fast_slouch,roll,1759869586.483947,1759869587.345369,2.008119675296199,3.4439252431329805,1.819195693894765,342.29686191063695
1759869595.85938,BEEP_SLOUCH,micro_slouch,fallback,nan,nan,0.0,0.0,1.0113882715622975,7.946534349648118
1759869600.35938,BEEP_RECOVER,micro_slouch,roll,1759869602.07734,1759869602.763109,1.7461499985673348,6.111524994985672,0.860058252442162,350.0423896442179
1759869610.7553802,BEEP_SLOUCH,lateral_left,fallback,nan,nan,0.0,0.0,40.98223468300802,355.5372435553862
1759869615.2553802,BEEP_RECOVER,lateral_left,pitch,1759869616.874767,1759869618.004237,2.488322403950603,14.929934423703617,48.66602836757578,350.3031316126586
1759869626.78238,BEEP_SLOUCH,lateral_right,pitch,1759869628.166689,1759869630.911279,1.7330976453578018,5.095307077351936,49.98820401920404,2.2732785738034806
1759869631.28238,BEEP_RECOVER,lateral_right,pitch,1759869633.009399,1759869634.009753,2.906364705789444,17.438188234736664,52.197154598593386,2.0201304471503647
1759869686.1533802,BEEP_SLOUCH,normal_slouch,fallback,nan,nan,0.0,0.0,1.7336682374866796,8.154639751014997
1759869690.6533802,BEEP_RECOVER,normal_slouch,roll,1759869692.433517,1759869693.411116,1.8683284366063562,3.2041832687799,1.420521472047144,7.485626178967891
1759869700.36938,BEEP_SLOUCH,fast_slouch,roll,1759869701.810301,1759869703.06127,1.2677800948337863,2.174242862639943,1.0271528882190777,14.966522366845169
1759869704.86938,BEEP_RECOVER,fast_slouch,roll,1759869706.489737,1759869707.822064,1.6572894560040043,5.800513096014015,2.2546384827017807,19.378104953890386
1759869715.74638,BEEP_SLOUCH,micro_slouch,fallback,nan,nan,0.0,0.0,0.8378746097176415,11.052818852629343
1759869720.24638,BEEP_RECOVER,micro_slouch,roll,1759869722.03502,1759869723.470379,1.404995820857591,4.917485373001568,1.1261993781475046,12.319916396823743
1759869731.32038,BEEP_SLOUCH,lateral_left,pitch,1759869732.737377,1759869735.522186,1.5650701319507445,4.601306187935188,42.58558890154309,354.31884431517864
1759869735.82038,BEEP_RECOVER,lateral_left,roll,1759869737.580039,1759869738.652087,100.88677534228191,353.1037136979867,47.28507934811708,356.02069547682106
1759869745.36238,BEEP_SLOUCH,lateral_right,fallback,nan,nan,0.0,0.0,53.55628433669532,4.866441182116517
1759869749.86238,BEEP_RECOVER,lateral_right,pitch,1759869751.539622,1759869752.634635,2.808792543314606,16.852755259887637,61.26545289646771,4.062613454854812
1759869805.75038,BEEP_SLOUCH,normal_slouch,roll,1759869807.196356,1759869807.722741,1.5148750663824577,2.5980107388459146,1.0272424009668173,11.45415381331648
1759869810.25038,BEEP_RECOVER,normal_slouch,roll,1759869812.19127,1759869812.553729,1.5893633557217461,5.562771745026112,1.1032532900506118,13.138171128835523
1759869821.48838,BEEP_SLOUCH,fast_slouch,fallback,nan,nan,0.0,0.0,1.0581822768134577,14.529597755279127
1759869825.98838,BEEP_RECOVER,fast_slouch,roll,1759869827.665618,1759869830.078473,1.7971754989985942,6.290114246495079,1.566668305917566,340.7695060797515
1759869836.92838,BEEP_SLOUCH,micro_slouch,fallback,nan,nan,0.0,0.0,0.4669909921903379,8.889918220593586
1759869841.42838,BEEP_RECOVER,micro_slouch,roll,1759869843.136508,1759869843.995915,1.365918954900865,4.780716342153028,0.9236762443075992,11.247886772734091
1759869850.32238,BEEP_SLOUCH,lateral_left,fallback,nan,nan,0.0,0.0,38.81210953226296,355.2360295779547
1759869854.82238,BEEP_RECOVER,lateral_left,roll,1759869856.455155,1759869857.699047,102.3331852408392,358.1661483429372,44.936496650076535,355.73544430435084
1759869866.92138,BEEP_SLOUCH,lateral_right,fallback,nan,nan,0.0,0.0,46.477861431889075,4.1959827504065
1759869871.42138,BEEP_RECOVER,lateral_right,pitch,1759869873.066382,1759869874.089875,2.94082709391029,17.64496256346174,53.28624331040183,2.8580180228058225
