t_sec,event,value
1760630301.922,UPRIGHT_HOLD_START,type=normal_slouch
1760630306.651,SLOUCH_START,type=normal_slouch
1760630307.601,SLOUCHED_HOLD_START,type=normal_slouch
1760630311.151,RECOVERY_START,type=normal_slouch
1760630312.101,UPRIGHT_HOLD_START,type=normal_slouch
1760630320.422,SLOUCH_START,type=fast_slouch
1760630321.372,SLOUCHED_HOLD_START,type=fast_slouch
1760630324.922,RECOVERY_START,type=fast_slouch
1760630325.872,UPRIGHT_HOLD_START,type=fast_slouch
1760630335.922,SLOUCH_START,type=micro_slouch
1760630336.872,SLOUCHED_HOLD_START,type=micro_slouch
1760630340.422,RECOVERY_START,type=micro_slouch
1760630341.372,UPRIGHT_HOLD_START,type=micro_slouch
1760630350.818,NOSLOUCH_START,type=lateral_left
1760630351.768,NOSLOUCHED_HOLD_START,type=lateral_left
1760630355.318,RECOVERY_START,type=lateral_left
1760630356.268,UPRIGHT_HOLD_START,type=lateral_left
1760630366.845,NOSLOUCH_START,type=lateral_right
1760630367.795,NOSLOUCHED_HOLD_START,type=lateral_right
1760630371.345,RECOVERY_START,type=lateral_right
1760630372.295,UPRIGHT_HOLD_START,type=lateral_right
1760630381.725,SLOUCH_START,type=neck_only
1760630382.675,SLOUCHED_HOLD_START,type=neck_only
1760630386.225,RECOVERY_START,type=neck_only
1760630387.175,UPRIGHT_HOLD_START,type=neck_only
1760630397.156,NOSLOUCH_START,type=reach_left
1760630398.106,NOSLOUCHED_HOLD_START,type=reach_left
1760630401.656,RECOVERY_START,type=reach_left
1760630402.606,UPRIGHT_HOLD_START,type=reach_left
1760630410.546,NOSLOUCH_START,type=reach_right
1760630411.496,NOSLOUCHED_HOLD_START,type=reach_right
1760630415.046,RECOVERY_START,type=reach_right
1760630415.996,UPRIGHT_HOLD_START,type=reach_right
1760630426.216,SLOUCH_START,type=normal_slouch
1760630427.166,SLOUCHED_HOLD_START,type=normal_slouch
1760630430.716,RECOVERY_START,type=normal_slouch
1760630431.666,UPRIGHT_HOLD_START,type=normal_slouch
1760630440.432,SLOUCH_START,type=fast_slouch
1760630441.382,SLOUCHED_HOLD_START,type=fast_slouch
1760630444.932,RECOVERY_START,type=fast_slouch
1760630445.882,UPRIGHT_HOLD_START,type=fast_slouch
1760630455.809,SLOUCH_START,type=micro_slouch
1760630456.759,SLOUCHED_HOLD_START,type=micro_slouch
1760630460.309,RECOVERY_START,type=micro_slouch
1760630461.259,UPRIGHT_HOLD_START,type=micro_slouch
1760630471.383,NOSLOUCH_START,type=lateral_left
1760630472.333,NOSLOUCHED_HOLD_START,type=lateral_left
1760630475.883,RECOVERY_START,type=lateral_left
1760630476.833,UPRIGHT_HOLD_START,type=lateral_left
1760630485.425,NOSLOUCH_START,type=lateral_right
1760630486.375,NOSLOUCHED_HOLD_START,type=lateral_right
1760630489.925,RECOVERY_START,type=lateral_right
1760630490.875,UPRIGHT_HOLD_START,type=lateral_right
1760630500.770,SLOUCH_START,type=neck_only
1760630501.720,SLOUCHED_HOLD_START,type=neck_only
1760630505.270,RECOVERY_START,type=neck_only
1760630506.220,UPRIGHT_HOLD_START,type=neck_only
1760630516.672,NOSLOUCH_START,type=reach_left
1760630517.622,NOSLOUCHED_HOLD_START,type=reach_left
1760630521.172,RECOVERY_START,type=reach_left
1760630522.122,UPRIGHT_HOLD_START,type=reach_left
1760630531.462,NOSLOUCH_START,type=reach_right
1760630532.412,NOSLOUCHED_HOLD_START,type=reach_right
1760630535.962,RECOVERY_START,type=reach_right
1760630536.912,UPRIGHT_HOLD_START,type=reach_right
1760630545.813,SLOUCH_START,type=normal_slouch
1760630546.763,SLOUCHED_HOLD_START,type=normal_slouch
1760630550.313,RECOVERY_START,type=normal_slouch
1760630551.263,UPRIGHT_HOLD_START,type=normal_slouch
1760630561.551,SLOUCH_START,type=fast_slouch
1760630562.501,SLOUCHED_HOLD_START,type=fast_slouch
1760630566.051,RECOVERY_START,type=fast_slouch
1760630567.001,UPRIGHT_HOLD_START,type=fast_slouch
1760630576.991,SLOUCH_START,type=micro_slouch
1760630577.941,SLOUCHED_HOLD_START,type=micro_slouch
1760630581.491,RECOVERY_START,type=micro_slouch
1760630582.441,UPRIGHT_HOLD_START,type=micro_slouch
1760630590.385,NOSLOUCH_START,type=lateral_left
1760630591.335,NOSLOUCHED_HOLD_START,type=lateral_left
1760630594.885,RECOVERY_START,type=lateral_left
1760630595.835,UPRIGHT_HOLD_START,type=lateral_left
1760630606.984,NOSLOUCH_START,type=lateral_right
1760630607.934,NOSLOUCHED_HOLD_START,type=lateral_right
1760630611.484,RECOVERY_START,type=lateral_right
1760630612.434,UPRIGHT_HOLD_START,type=lateral_right
1760630621.768,SLOUCH_START,type=neck_only
1760630622.718,SLOUCHED_HOLD_START,type=neck_only
1760630626.268,RECOVERY_START,type=neck_only
1760630627.218,UPRIGHT_HOLD_START,type=neck_only
1760630636.053,NOSLOUCH_START,type=reach_left
1760630637.003,NOSLOUCHED_HOLD_START,type=reach_left
1760630640.553,RECOVERY_START,type=reach_left
1760630641.503,UPRIGHT_HOLD_START,type=reach_left
1760630650.683,NOSLOUCH_START,type=reach_right
1760630651.633,NOSLOUCHED_HOLD_START,type=reach_right
1760630655.183,RECOVERY_START,type=reach_right
1760630656.133,UPRIGHT_HOLD_START,type=reach_right
