quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,pitch_rad
-0.008206,0.514691,0.0,0.857337,-0.016224,-0.010546,-0.014608,-0.75026,0.213892,-0.491397,0.882526,0.014071,-0.470052,1.0812095902375773
-0.07923,0.198751,-0.152907,0.9648,-0.009047,-0.012959,-0.021811,-0.229097,0.015379,-0.051167,0.359281,0.213663,-0.908441,0.3674965714728625
-0.100383,0.088414,-0.19875,0.970878,-0.011941,-0.014029,-0.008857,-0.002217,0.007283,-0.000845,0.131776,0.230065,-0.964212,0.1321605651783531
-0.1005,0.088193,-0.198686,0.970899,-0.013464,-0.010014,0.004256,-0.001962,0.006097,-0.000959,0.131316,0.230195,-0.964244,0.1316974734287263
-0.100616,0.087971,-0.198623,0.97092,-0.014986,-0.005998,0.017368,-0.001708,0.004911,-0.001072,0.130857,0.230326,-0.964275,0.13123266060142738
-0.102087,0.088022,-0.198403,0.970807,-0.013804,0.004823,0.018466,-0.005045,-0.003147,-0.000672,0.130396,0.233142,-0.963661,0.13076839289196
-0.102856,0.087873,-0.198376,0.970745,0.002016,-0.001534,0.00689,-0.00032,-0.003486,-0.001697,0.129796,0.234558,-0.963398,0.13016346551035254
-0.103188,0.087873,-0.19837,0.970711,0.006949,0.001674,0.004197,0.001115,-0.002883,-0.001293,0.129659,0.235193,-0.963261,0.13002584378218024
-0.10339,0.087961,-0.198356,0.970684,0.009104,0.015613,0.00346,0.001875,-0.004144,-0.001552,0.129748,0.235614,-0.963147,0.13011544938667302
-0.103019,0.087778,-0.198416,0.970728,0.019624,0.002983,-0.005947,0.000263,-0.002289,0.000311,0.129535,0.234839,-0.963364,0.12990091085179686
-0.102749,0.087713,-0.198471,0.970751,0.020142,0.003065,-0.006245,0.000453,-0.000682,-6.6e-05,0.12951,0.234305,-0.963498,0.1298743696890674
-0.102479,0.087649,-0.198526,0.970774,0.020661,0.003148,-0.006544,0.000642,0.000925,-0.000443,0.129485,0.23377,-0.963631,0.1298498405236109
-0.101876,0.087889,-0.198566,0.970808,0.01679,0.014268,0.001374,0.001782,0.001337,-0.002799,0.130188,0.232708,-0.963793,0.1305590641022454
-0.101642,0.088005,-0.198546,0.970826,0.022505,0.010447,0.000602,0.000618,0.000766,-0.001109,0.130513,0.2323,-0.963848,0.13088725446453037
-0.101384,0.088012,-0.198656,0.97083,0.023073,0.010576,-0.003348,0.004115,0.00213,-0.002205,0.130608,0.231821,-0.96395,0.13098251074885867
-0.101311,0.088273,-0.198765,0.970792,0.009529,0.019691,-0.007738,0.006305,0.002194,-0.003212,0.131115,0.231795,-0.963888,0.13149389079544238
-0.10129,0.088387,-0.198811,0.970774,0.006042,0.020347,-0.009091,0.006437,0.001459,-0.001823,0.131334,0.231803,-0.963856,0.13171297334938545
-0.101268,0.088502,-0.198857,0.970756,0.002554,0.021003,-0.010444,0.006569,0.000725,-0.000434,0.131552,0.231812,-0.963824,0.13193441761352867
-0.101281,0.088836,-0.199062,0.970683,0.003601,0.010952,-0.013983,0.003768,0.000197,0.001733,0.13214,0.231992,-0.963701,0.13252840247592224
-0.101276,0.088951,-0.199118,0.970661,0.00449,0.007943,-0.013697,0.004424,-2.4e-05,0.003148,0.132351,0.232033,-0.963662,0.1327402541330253
-0.101124,0.089169,-0.199273,0.970625,0.013971,-0.005414,-0.007599,0.002666,0.00148,0.004016,0.132797,0.231846,-0.963645,0.13319019718080335
-0.100872,0.08905,-0.199334,0.97065,0.020698,-0.018554,0.001306,0.003081,0.004799,-0.002564,0.132659,0.231324,-0.96379,0.13305053246366716
-0.100773,0.089026,-0.199267,0.970676,0.020953,-0.01818,0.004445,0.002167,0.003249,-0.002182,0.13267,0.231115,-0.963838,0.13306164051270453
-0.100674,0.089002,-0.199201,0.970702,0.021208,-0.017805,0.007583,0.001252,0.001699,-0.001799,0.132681,0.230907,-0.963887,0.13307251614731158
-0.100574,0.088978,-0.199134,0.970728,0.021463,-0.017431,0.010722,0.000338,0.00015,-0.001417,0.132692,0.230698,-0.963935,0.1330839676759958
-0.100373,0.088853,-0.198971,0.970794,0.024309,-0.013256,0.007853,-0.000458,-0.002069,-0.001366,0.132573,0.230241,-0.964061,0.1329647343472851
-0.100282,0.08881,-0.198939,0.970814,0.021981,-0.008835,0.00571,-0.000414,-0.002723,-0.002909,0.132535,0.230046,-0.964113,0.13292709711103465
-0.100191,0.088767,-0.198907,0.970834,0.019653,-0.004415,0.003567,-0.000369,-0.003376,-0.004452,0.132498,0.229851,-0.964164,0.13288944484198822
-0.09996,0.088707,-0.198924,0.970859,0.010375,0.003824,-0.004179,-0.000419,-0.004225,-0.002666,0.132476,0.229387,-0.964278,0.13286566689769044
-0.0998,0.088696,-0.199052,0.970851,0.003231,0.003476,-0.009218,-0.000436,-0.001484,-0.000161,0.132489,0.229093,-0.964346,0.1328811320643377
-0.099765,0.088684,-0.199084,0.970849,-0.000933,-0.000781,-0.002723,-0.000739,-0.000352,-0.000158,0.132474,0.229025,-0.964364,0.1328648823489814
-0.099755,0.08868,-0.199092,0.970848,-0.00454,0.003837,0.000552,0.000907,-0.0024,-0.002883,0.13247,0.229006,-0.964369,0.13285927437282177
-0.099745,0.088677,-0.199101,0.970848,-0.008148,0.008456,0.003826,0.002554,-0.004449,-0.005608,0.132465,0.228987,-0.964374,0.1328556033637776
-0.099564,0.088689,-0.199071,0.970872,0.015898,-0.004854,-0.002053,-0.002744,-0.006899,0.002587,0.13257,0.228638,-0.964443,0.13296214885612967
-0.099473,0.08863,-0.199112,0.970878,0.02438,-0.01039,-0.005685,-0.002877,-0.005842,0.005445,0.132485,0.228447,-0.9645,0.13287596343696523
-0.099153,0.088266,-0.199193,0.970927,0.022344,-0.008592,0.000677,0.00312,0.002511,-0.006541,0.131899,0.227705,-0.964756,0.13228398811448655
-0.09875,0.088489,-0.19907,0.970973,0.005378,0.034528,0.014001,0.002733,0.001768,-0.006459,0.132524,0.226998,-0.964836,0.13291554875250208
