t_beep,event,type,onset_event,onset_time,hold_event,hold_time
1760733875.930177,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1760733875.880177,SLOUCHED_HOLD_START,1760733876.830177
1760733880.430177,BEEP_RECOVER,normal_slouch,RECOVERY_START,1760733880.380177,UPRIGHT_HOLD_START,1760733881.330177
1760733889.701177,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1760733889.651177,SLOUCHED_HOLD_START,1760733890.601177
1760733894.201177,BEEP_RECOVER,fast_slouch,RECOVERY_START,1760733894.151177,UPRIGHT_HOLD_START,1760733895.101177
1760733905.201177,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1760733905.151177,SLOUCHED_HOLD_START,1760733906.101177
1760733909.701177,BEEP_RECOVER,micro_slouch,RECOVERY_START,1760733909.651177,UPRIGHT_HOLD_START,1760733910.601177
1760733920.097177,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1760733920.047177,NOSLOUCHED_HOLD_START,1760733920.997177
1760733924.597177,BEEP_RECOVER,lateral_left,RECOVERY_START,1760733924.547177,UPRIGHT_HOLD_START,1760733925.497177
1760733936.124177,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1760733936.074177,NOSLOUCHED_HOLD_START,1760733937.024177
1760733940.624177,BEEP_RECOVER,lateral_right,RECOVERY_START,1760733940.574177,UPRIGHT_HOLD_START,1760733941.524177
1760733951.004177,BEEP_SLOUCH,neck_only,SLOUCH_START,1760733950.954177,SLOUCHED_HOLD_START,1760733951.904177
1760733955.504177,BEEP_RECOVER,neck_only,RECOVERY_START,1760733955.454177,UPRIGHT_HOLD_START,1760733956.404177
1760733966.435177,BEEP_SLOUCH,reach_left,NOSLOUCH_START,1760733966.385177,NOSLOUCHED_HOLD_START,1760733967.335177
1760733970.935177,BEEP_RECOVER,reach_left,RECOVERY_START,1760733970.885177,UPRIGHT_HOLD_START,1760733971.835177
1760733979.825177,BEEP_SLOUCH,reach_right,NOSLOUCH_START,1760733979.775177,NOSLOUCHED_HOLD_START,1760733980.725177
1760733984.325177,BEEP_RECOVER,reach_right,RECOVERY_START,1760733984.275177,UPRIGHT_HOLD_START,1760733985.225177
1760733995.495177,BEEP_SLOUCH,normal_slouch,SLOUCH_START,1760733995.445177,SLOUCHED_HOLD_START,1760733996.395177
1760733999.995177,BEEP_RECOVER,normal_slouch,RECOVERY_START,1760733999.945177,UPRIGHT_HOLD_START,1760734000.895177
1760734009.711177,BEEP_SLOUCH,fast_slouch,SLOUCH_START,1760734009.661177,SLOUCHED_HOLD_START,1760734010.611177
1760734014.211177,BEEP_RECOVER,fast_slouch,RECOVERY_START,1760734014.161177,UPRIGHT_HOLD_START,1760734015.111177
1760734025.088177,BEEP_SLOUCH,micro_slouch,SLOUCH_START,1760734025.038177,SLOUCHED_HOLD_START,1760734025.988177
1760734029.588177,BEEP_RECOVER,micro_slouch,RECOVERY_START,1760734029.538177,UPRIGHT_HOLD_START,1760734030.488177
1760734040.662177,BEEP_SLOUCH,lateral_left,NOSLOUCH_START,1760734040.612177,NOSLOUCHED_HOLD_START,1760734041.562177
1760734045.162177,BEEP_RECOVER,lateral_left,RECOVERY_START,1760734045.112177,UPRIGHT_HOLD_START,1760734046.062177
1760734054.704177,BEEP_SLOUCH,lateral_right,NOSLOUCH_START,1760734054.654177,NOSLOUCHED_HOLD_START,1760734055.604177
