t_sec,event,value
1763249269.727,UPRIGHT_HOLD_START,type=normal_slouch
1763249274.456,SLOUCH_START,type=normal_slouch
1763249275.406,SLOUCHED_HOLD_START,type=normal_slouch
1763249278.956,RECOVERY_START,type=normal_slouch
1763249279.906,UPRIGHT_HOLD_START,type=normal_slouch
1763249288.227,SLOUCH_START,type=fast_slouch
1763249289.177,SLOUCHED_HOLD_START,type=fast_slouch
1763249292.727,RECOVERY_START,type=fast_slouch
1763249293.677,UPRIGHT_HOLD_START,type=fast_slouch
1763249303.727,SLOUCH_START,type=micro_slouch
1763249304.677,SLOUCHED_HOLD_START,type=micro_slouch
1763249308.227,RECOVERY_START,type=micro_slouch
1763249309.177,UPRIGHT_HOLD_START,type=micro_slouch
1763249318.623,NOSLOUCH_START,type=lateral_left
1763249319.573,NOSLOUCHED_HOLD_START,type=lateral_left
1763249323.123,RECOVERY_START,type=lateral_left
1763249324.073,UPRIGHT_HOLD_START,type=lateral_left
1763249334.650,NOSLOUCH_START,type=lateral_right
1763249335.600,NOSLOUCHED_HOLD_START,type=lateral_right
1763249339.150,RECOVERY_START,type=lateral_right
1763249340.100,UPRIGHT_HOLD_START,type=lateral_right
1763249349.530,SLOUCH_START,type=neck_only
1763249350.480,SLOUCHED_HOLD_START,type=neck_only
1763249354.030,RECOVERY_START,type=neck_only
1763249354.980,UPRIGHT_HOLD_START,type=neck_only
1763249364.961,NOSLOUCH_START,type=reach_left
1763249365.911,NOSLOUCHED_HOLD_START,type=reach_left
1763249369.461,RECOVERY_START,type=reach_left
1763249370.411,UPRIGHT_HOLD_START,type=reach_left
1763249378.351,NOSLOUCH_START,type=reach_right
1763249379.301,NOSLOUCHED_HOLD_START,type=reach_right
1763249382.851,RECOVERY_START,type=reach_right
1763249383.801,UPRIGHT_HOLD_START,type=reach_right
1763249394.021,SLOUCH_START,type=normal_slouch
1763249394.971,SLOUCHED_HOLD_START,type=normal_slouch
1763249398.521,RECOVERY_START,type=normal_slouch
1763249399.471,UPRIGHT_HOLD_START,type=normal_slouch
1763249408.237,SLOUCH_START,type=fast_slouch
1763249409.187,SLOUCHED_HOLD_START,type=fast_slouch
1763249412.737,RECOVERY_START,type=fast_slouch
1763249413.687,UPRIGHT_HOLD_START,type=fast_slouch
1763249423.614,SLOUCH_START,type=micro_slouch
1763249424.564,SLOUCHED_HOLD_START,type=micro_slouch
1763249428.114,RECOVERY_START,type=micro_slouch
1763249429.064,UPRIGHT_HOLD_START,type=micro_slouch
1763249439.188,NOSLOUCH_START,type=lateral_left
1763249440.138,NOSLOUCHED_HOLD_START,type=lateral_left
1763249443.688,RECOVERY_START,type=lateral_left
1763249444.638,UPRIGHT_HOLD_START,type=lateral_left
1763249453.230,NOSLOUCH_START,type=lateral_right
1763249454.180,NOSLOUCHED_HOLD_START,type=lateral_right
1763249457.730,RECOVERY_START,type=lateral_right
1763249458.680,UPRIGHT_HOLD_START,type=lateral_right
1763249468.575,SLOUCH_START,type=neck_only
1763249469.525,SLOUCHED_HOLD_START,type=neck_only
1763249473.075,RECOVERY_START,type=neck_only
1763249474.025,UPRIGHT_HOLD_START,type=neck_only
1763249484.477,NOSLOUCH_START,type=reach_left
1763249485.427,NOSLOUCHED_HOLD_START,type=reach_left
1763249488.977,RECOVERY_START,type=reach_left
1763249489.927,UPRIGHT_HOLD_START,type=reach_left
1763249499.267,NOSLOUCH_START,type=reach_right
1763249500.217,NOSLOUCHED_HOLD_START,type=reach_right
1763249503.767,RECOVERY_START,type=reach_right
1763249504.717,UPRIGHT_HOLD_START,type=reach_right
1763249513.618,SLOUCH_START,type=normal_slouch
1763249514.568,SLOUCHED_HOLD_START,type=normal_slouch
1763249518.118,RECOVERY_START,type=normal_slouch
1763249519.068,UPRIGHT_HOLD_START,type=normal_slouch
1763249529.356,SLOUCH_START,type=fast_slouch
1763249530.306,SLOUCHED_HOLD_START,type=fast_slouch
1763249533.856,RECOVERY_START,type=fast_slouch
1763249534.806,UPRIGHT_HOLD_START,type=fast_slouch
1763249544.796,SLOUCH_START,type=micro_slouch
1763249545.746,SLOUCHED_HOLD_START,type=micro_slouch
1763249549.296,RECOVERY_START,type=micro_slouch
1763249550.246,UPRIGHT_HOLD_START,type=micro_slouch
1763249558.190,NOSLOUCH_START,type=lateral_left
1763249559.140,NOSLOUCHED_HOLD_START,type=lateral_left
1763249562.690,RECOVERY_START,type=lateral_left
1763249563.640,UPRIGHT_HOLD_START,type=lateral_left
1763249574.789,NOSLOUCH_START,type=lateral_right
1763249575.739,NOSLOUCHED_HOLD_START,type=lateral_right
1763249579.289,RECOVERY_START,type=lateral_right
1763249580.239,UPRIGHT_HOLD_START,type=lateral_right
1763249589.573,SLOUCH_START,type=neck_only
1763249590.523,SLOUCHED_HOLD_START,type=neck_only
1763249594.073,RECOVERY_START,type=neck_only
1763249595.023,UPRIGHT_HOLD_START,type=neck_only
1763249603.858,NOSLOUCH_START,type=reach_left
1763249604.808,NOSLOUCHED_HOLD_START,type=reach_left
1763249608.358,RECOVERY_START,type=reach_left
1763249609.308,UPRIGHT_HOLD_START,type=reach_left
1763249618.488,NOSLOUCH_START,type=reach_right
1763249619.438,NOSLOUCHED_HOLD_START,type=reach_right
1763249622.988,RECOVERY_START,type=reach_right
1763249623.938,UPRIGHT_HOLD_START,type=reach_right
