timestamp,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,pitch_rad,quat_rel_x,quat_rel_y,quat_rel_z,quat_rel_w
1763249269.727327,0.000158,0.004826,-0.004909,-0.537058,0.097779,-0.242506,0.5569500000000001,-0.11546800000000003,0.26707800000000004,-0.6364426581951541,-0.15453829797601815,-0.28528285708960827,-0.015058349339987682,0.9457826663798722
1763249269.755336,-0.003684,-0.000883,-0.011196,-0.145339,0.008391,-0.0288,0.152014,-0.014678000000000024,0.033586000000000005,-0.15640767888305634,-0.041759314324740573,-0.0699321519886877,-0.0025557906907109594,0.9966740298208357
1763249269.810647,-0.003621,-0.003081,-0.004814,-0.060159,0.004026,-0.008928,0.06445699999999999,-0.007360000000000033,0.01079399999999997,-0.06562416069742624,-0.02000947732192837,-0.028577814228796086,-0.00015718438312104129,0.999391267044233
1763249269.841154,0.001713,-0.003924,0.000968,-0.018187,0.001241,-0.00374,0.022399000000000002,-0.005230000000000012,0.0025690000000000435,-0.02271352591622744,-0.00968926161829576,-0.009013510688223536,0.0009616831176084817,0.9999119711254321
1763249269.898371,-0.001122,-0.001208,0.000128,-0.008959,0.001451,-0.001083,0.012045,-0.0040220000000000256,0.0010040000000000049,-0.012203398433524776,-0.007110453090136153,-0.004229924042226377,0.0008159161855684144,0.9999654411429567
1763249269.927743,-0.003306,-0.005763,-0.000986,-0.003519,0.00102,0.000847,0.006435999999999997,-0.0033210000000000184,0.00021599999999999397,-0.006517698411417833,-0.0057201678068269065,-0.0016417067792435863,0.000699931378493321,0.9999820471264362
1763249269.978231,-0.004315,-0.005642,-0.00296,-0.002566,0.001167,0.000598,0.0043179999999999885,-0.002975000000000033,-5.3999999999998494e-05,-0.004371964554995528,-0.005206349879415728,-0.0006616844614720855,0.0006104547466691414,0.9999860416223864
1763249270.008205,-0.005462,-0.009812,-0.001358,-0.000762,0.003035,0.000143,0.0028439999999999854,-0.0025620000000000087,-0.00019599999999997397,-0.0028792915875942016,-0.004887345741154713,2.9723813518055604e-05,0.00045087131561268387,0.9999879547690352
1763249270.047125,-0.006225,-0.012285,0.007087,0.000112,0.001922,-0.00079,0.0019779999999999798,-0.0021990000000000343,-0.00024999999999997247,-0.002002336979486874,-0.00482947436113913,0.0004677252791295913,0.0002725785304171033,0.9999881914859812
1763249270.079422,-0.005407,-0.007584,0.006672,-0.000623,-0.000232,-0.002263,0.001354999999999995,-0.0016420000000000323,-0.00021499999999996522,-0.0013717156141490605,-0.004936081657597004,0.0008191878995454439,-3.267448888028337e-05,0.9999874814023586
1763249270.140261,8.4e-05,-0.005332,0.003015,-0.000752,-0.001461,-0.001099,0.0011059999999999959,-0.0013020000000000254,-0.00017299999999997873,-0.0011195599927927846,-0.004969660991873947,0.0009579649581985417,-0.0002153331169810098,0.9999871691198909
1763249270.199992,0.000519,-0.005091,0.000228,-0.00124,-0.000895,-0.001056,0.0006539999999999879,-0.0013530000000000209,-0.0002590000000000092,-0.0006619471675958222,-0.004880095661956705,0.0011718621869213355,-0.00017239950747553748,0.9999873907623811
1763249270.200265,0.000954,-0.004851,-0.002559,-0.001728,-0.000328,-0.001013,0.00020099999999997897,-0.0014060000000000183,-0.0003450000000000397,-0.00020341937102325014,-0.004789298988234969,0.0013854674323129004,-0.00012958826595328363,0.9999875630736998
1763249270.253603,0.003442,-0.005592,0.001879,-0.002299,0.000372,-0.000706,-2.6999999999999247e-05,-0.00161200000000003,-0.00043199999999998795,2.7361872558140377e-05,-0.004777874395881631,0.0015011456733891072,-1.951994878662995e-05,0.9999874589698093
1763249270.285082,0.001749,-0.005931,0.013538,-0.00092,0.001571,-0.000789,-0.00035100000000001796,-0.0018670000000000353,-0.0005459999999999354,0.00035526036805133554,-0.00496195877055138,0.001714369939700977,8.474787982084252e-05,0.9999862162643375
