quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,pitch_rad
-0.07301,-0.370442,0.0,0.925982,0.007085,0.005092,-0.002741,0.753154,0.064892,-0.261706,-0.686045,0.135212,-0.714885,-0.7560393784229708
-0.105644,0.015616,0.169649,0.979701,0.00584,0.000395,0.000761,-0.00025,-0.001445,0.001417,0.066443,0.201702,-0.977191,0.06649180386475745
-0.105602,0.015596,0.169666,0.979703,0.002703,-0.001689,0.004324,-6e-05,-0.000347,0.00034,0.066393,0.201625,-0.97721,0.06644190798524333
-0.105597,0.015611,0.169699,0.979698,-0.00145,-0.001762,0.002605,0.000134,-0.000486,0.000513,0.066428,0.201608,-0.977211,0.06647649205503424
-0.104825,0.016277,0.169835,0.979746,-0.005419,-0.000544,0.00232,-0.000203,0.001249,0.001306,0.067501,0.199875,-0.977494,0.06755192350487098
-0.104774,0.016136,0.169855,0.979751,-0.001117,-0.000917,0.003493,0.000602,0.001125,0.001694,0.067211,0.199823,-0.977524,0.06726200588202168
-0.104851,0.015966,0.169897,0.979738,0.00084,-0.002591,5.7e-05,0.001678,0.002718,0.003075,0.066912,0.200028,-0.977503,0.06696276693486695
-0.104932,0.015956,0.169866,0.979735,0.002714,-5.6e-05,-0.000395,0.001246,0.000655,0.000473,0.066914,0.200191,-0.977469,0.06696409694971343
-0.104997,0.015913,0.169865,0.979729,0.005076,-0.007431,0.000984,0.001006,-0.000623,0.000575,0.066852,0.200331,-0.977445,0.06690138093854263
-0.105062,0.015871,0.169864,0.979722,0.007439,-0.014807,0.002363,0.000766,-0.001902,0.000677,0.06679,0.200471,-0.97742,0.06684059798270882
-0.105121,0.015894,0.169919,0.979706,0.008373,-0.010351,0.004727,0.00056,-0.001982,-0.000645,0.066867,0.200573,-0.977394,0.06691693450292989
-0.10518,0.015917,0.169974,0.97969,0.009308,-0.005895,0.007091,0.000354,-0.002062,-0.001966,0.066944,0.200676,-0.977368,0.06699328294755162
-0.10489,0.015871,0.170122,0.979696,0.013438,-0.012142,0.006116,4.7e-05,0.000266,0.0008,0.066785,0.200121,-0.977492,0.0668354512228724
-0.104632,0.015792,0.170186,0.979714,-0.001586,-0.010342,-0.002818,-0.002837,0.002694,-0.000268,0.066557,0.199643,-0.977606,0.06660632790803
-0.104562,0.015721,0.170163,0.979727,-0.002567,-0.018725,-0.008059,-0.001426,0.003163,0.00046,0.06639,0.199534,-0.977639,0.06643861041567636
-0.104516,0.015599,0.170138,0.979738,-0.003575,-0.018029,-0.009708,-0.001521,0.003531,0.002554,0.06613,0.199488,-0.977666,0.06617844767396881
-0.104616,0.015366,0.170001,0.979755,-0.011622,-0.009559,-0.011361,-0.001412,0.00231,0.002899,0.06568,0.199772,-0.977639,0.06572679308629661
-0.10477,0.01523,0.169924,0.979754,-0.013923,-0.009364,-0.008232,-0.001729,0.001238,0.003002,0.065448,0.200121,-0.977583,0.06549599840311779
-0.104903,0.01513,0.169882,0.979748,-0.011648,-0.006142,-0.004548,-0.001373,0.001547,0.003297,0.065289,0.200416,-0.977533,0.06533591157151544
-0.105212,0.014955,0.169831,0.979727,-0.007316,-0.002442,0.001245,-0.002494,0.002078,0.001678,0.065041,0.201078,-0.977413,0.06508609613411773
-0.105283,0.014893,0.169837,0.979719,-0.002972,-0.002618,-0.000977,-0.001896,0.003498,0.001125,0.064944,0.201237,-0.977387,0.06498954697051468
-0.10529,0.014838,0.169813,0.979723,0.002021,-0.00351,-0.005431,-0.000706,0.004002,0.001094,0.064833,0.201271,-0.977388,0.06487898737935187
-0.105297,0.014782,0.169789,0.979727,0.007014,-0.004402,-0.009886,0.000483,0.004506,0.001064,0.064721,0.201306,-0.977388,0.06476646345610443
-0.105243,0.014703,0.169709,0.979748,0.01255,-0.004531,-0.00956,0.00014,0.002312,0.000845,0.064531,0.201233,-0.977416,0.06457671135115262
-0.105082,0.014561,0.169593,0.979788,0.019536,-0.005416,-0.002081,-0.000204,0.000371,0.000342,0.064175,0.200978,-0.977491,0.06421986278057157
-0.10505,0.014543,0.16957,0.979795,0.016886,-0.008123,0.002535,-0.000767,-0.001632,-0.001799,0.064124,0.200923,-0.977506,0.06416900300388066
-0.105017,0.014525,0.169547,0.979803,0.014237,-0.01083,0.00715,-0.001331,-0.003634,-0.003941,0.064073,0.200867,-0.977521,0.06411783515602158
-0.104884,0.014426,0.169645,0.979802,0.022172,-0.018654,0.013441,-2.2e-05,-0.003464,0.001236,0.063854,0.200636,-0.977583,0.06389881455385701
-0.10452,0.014367,0.169861,0.979804,0.019444,0.006418,0.013795,0.001056,-0.001741,0.002789,0.063662,0.199938,-0.977738,0.06370451112885538
-0.104431,0.014367,0.169921,0.979803,0.013452,-0.003567,0.009454,0.000403,-0.001455,-0.000485,0.063645,0.199761,-0.977776,0.06368674282485448
-0.104267,0.014348,0.169996,0.979808,0.017179,-0.005189,0.008085,0.000304,-0.001411,-0.000984,0.063566,0.199446,-0.977845,0.06360940315121899
-0.103923,0.014284,0.170084,0.97983,0.009475,-0.010876,-0.003876,-0.000615,0.000993,-0.00094,0.063342,0.198795,-0.977992,0.06338549819025026
-0.103865,0.014247,0.170075,0.979839,0.009681,-0.007897,-0.004987,-0.000439,-0.000405,0.001432,0.06325,0.198695,-0.978018,0.06329145933447308
-0.103748,0.014209,0.169977,0.979868,-1.1e-05,0.00075,-0.007715,-0.002165,-0.002553,0.002216,0.063116,0.198489,-0.978069,0.06315741571534765
