t_sec,event,value
1760734868.691,UPRIGHT_HOLD_START,type=normal_slouch
1760734873.670,SLOUCH_START,type=normal_slouch
1760734874.620,SLOUCHED_HOLD_START,type=normal_slouch
1760734878.170,RECOVERY_START,type=normal_slouch
1760734879.120,UPRIGHT_HOLD_START,type=normal_slouch
1760734887.441,SLOUCH_START,type=fast_slouch
1760734888.391,SLOUCHED_HOLD_START,type=fast_slouch
1760734891.941,RECOVERY_START,type=fast_slouch
1760734892.891,UPRIGHT_HOLD_START,type=fast_slouch
1760734902.941,SLOUCH_START,type=micro_slouch
1760734903.891,SLOUCHED_HOLD_START,type=micro_slouch
1760734907.441,RECOVERY_START,type=micro_slouch
1760734908.391,UPRIGHT_HOLD_START,type=micro_slouch
1760734917.837,NOSLOUCH_START,type=lateral_left
1760734918.787,NOSLOUCHED_HOLD_START,type=lateral_left
1760734922.337,RECOVERY_START,type=lateral_left
1760734923.287,UPRIGHT_HOLD_START,type=lateral_left
1760734933.864,NOSLOUCH_START,type=lateral_right
1760734934.814,NOSLOUCHED_HOLD_START,type=lateral_right
1760734938.364,RECOVERY_START,type=lateral_right
1760734939.314,UPRIGHT_HOLD_START,type=lateral_right
1760734948.744,SLOUCH_START,type=neck_only
1760734949.694,SLOUCHED_HOLD_START,type=neck_only
1760734953.244,RECOVERY_START,type=neck_only
1760734954.194,UPRIGHT_HOLD_START,type=neck_only
1760734964.175,NOSLOUCH_START,type=reach_left
1760734965.125,NOSLOUCHED_HOLD_START,type=reach_left
1760734968.675,RECOVERY_START,type=reach_left
1760734969.625,UPRIGHT_HOLD_START,type=reach_left
1760734977.565,NOSLOUCH_START,type=reach_right
1760734978.515,NOSLOUCHED_HOLD_START,type=reach_right
1760734982.065,RECOVERY_START,type=reach_right
1760734983.015,UPRIGHT_HOLD_START,type=reach_right
1760734993.235,SLOUCH_START,type=normal_slouch
1760734994.185,SLOUCHED_HOLD_START,type=normal_slouch
1760734997.735,RECOVERY_START,type=normal_slouch
1760734998.685,UPRIGHT_HOLD_START,type=normal_slouch
1760735007.451,SLOUCH_START,type=fast_slouch
1760735008.401,SLOUCHED_HOLD_START,type=fast_slouch
1760735011.951,RECOVERY_START,type=fast_slouch
1760735012.901,UPRIGHT_HOLD_START,type=fast_slouch
1760735022.828,SLOUCH_START,type=micro_slouch
1760735023.778,SLOUCHED_HOLD_START,type=micro_slouch
1760735027.328,RECOVERY_START,type=micro_slouch
1760735028.278,UPRIGHT_HOLD_START,type=micro_slouch
1760735038.402,NOSLOUCH_START,type=lateral_left
1760735039.352,NOSLOUCHED_HOLD_START,type=lateral_left
1760735042.902,RECOVERY_START,type=lateral_left
1760735043.852,UPRIGHT_HOLD_START,type=lateral_left
1760735052.444,NOSLOUCH_START,type=lateral_right
1760735053.394,NOSLOUCHED_HOLD_START,type=lateral_right
1760735056.944,RECOVERY_START,type=lateral_right
1760735057.894,UPRIGHT_HOLD_START,type=lateral_right
1760735067.789,SLOUCH_START,type=neck_only
1760735068.739,SLOUCHED_HOLD_START,type=neck_only
1760735072.289,RECOVERY_START,type=neck_only
1760735073.239,UPRIGHT_HOLD_START,type=neck_only
1760735083.691,NOSLOUCH_START,type=reach_left
1760735084.641,NOSLOUCHED_HOLD_START,type=reach_left
1760735088.191,RECOVERY_START,type=reach_left
1760735089.141,UPRIGHT_HOLD_START,type=reach_left
1760735098.481,NOSLOUCH_START,type=reach_right
1760735099.431,NOSLOUCHED_HOLD_START,type=reach_right
1760735102.981,RECOVERY_START,type=reach_right
1760735103.931,UPRIGHT_HOLD_START,type=reach_right
1760735112.832,SLOUCH_START,type=normal_slouch
1760735113.782,SLOUCHED_HOLD_START,type=normal_slouch
1760735117.332,RECOVERY_START,type=normal_slouch
1760735118.282,UPRIGHT_HOLD_START,type=normal_slouch
1760735128.570,SLOUCH_START,type=fast_slouch
1760735129.520,SLOUCHED_HOLD_START,type=fast_slouch
1760735133.070,RECOVERY_START,type=fast_slouch
1760735134.020,UPRIGHT_HOLD_START,type=fast_slouch
1760735144.010,SLOUCH_START,type=micro_slouch
1760735144.960,SLOUCHED_HOLD_START,type=micro_slouch
1760735148.510,RECOVERY_START,type=micro_slouch
1760735149.460,UPRIGHT_HOLD_START,type=micro_slouch
1760735157.404,NOSLOUCH_START,type=lateral_left
1760735158.354,NOSLOUCHED_HOLD_START,type=lateral_left
1760735161.904,RECOVERY_START,type=lateral_left
1760735162.854,UPRIGHT_HOLD_START,type=lateral_left
1760735174.003,NOSLOUCH_START,type=lateral_right
1760735174.953,NOSLOUCHED_HOLD_START,type=lateral_right
1760735178.503,RECOVERY_START,type=lateral_right
1760735179.453,UPRIGHT_HOLD_START,type=lateral_right
1760735188.787,SLOUCH_START,type=neck_only
1760735189.737,SLOUCHED_HOLD_START,type=neck_only
1760735193.287,RECOVERY_START,type=neck_only
1760735194.237,UPRIGHT_HOLD_START,type=neck_only
1760735203.072,NOSLOUCH_START,type=reach_left
1760735204.022,NOSLOUCHED_HOLD_START,type=reach_left
1760735207.572,RECOVERY_START,type=reach_left
1760735208.522,UPRIGHT_HOLD_START,type=reach_left
1760735217.702,NOSLOUCH_START,type=reach_right
1760735218.652,NOSLOUCHED_HOLD_START,type=reach_right
1760735222.202,RECOVERY_START,type=reach_right
1760735223.152,UPRIGHT_HOLD_START,type=reach_right
