t_sec,event,value,confidence
1760109583.289,SLOUCH_START,type=normal_slouch,0.000
1760109583.739,SLOUCHED_HOLD_START,type=normal_slouch,0.000
1760109589.143,RECOVERY_START,type=normal_slouch,2.430
1760109590.352,UPRIGHT_HOLD_START,type=normal_slouch,6.000
1760109596.860,SLOUCH_START,type=fast_slouch,0.000
1760109597.310,SLOUCHED_HOLD_START,type=fast_slouch,0.000
1760109602.974,RECOVERY_START,type=fast_slouch,1.538
1760109603.330,UPRIGHT_HOLD_START,type=fast_slouch,6.000
1760109612.710,SLOUCH_START,type=micro_slouch,0.000
1760109613.110,SLOUCHED_HOLD_START,type=micro_slouch,0.000
1760109617.210,RECOVERY_START,type=micro_slouch,0.000
1760109617.610,UPRIGHT_HOLD_START,type=micro_slouch,0.000
1760109627.456,SLOUCH_START,type=lateral_left,0.000
1760109627.906,SLOUCHED_HOLD_START,type=lateral_left,0.000
1760109633.266,RECOVERY_START,type=lateral_left,2.330
1760109634.436,UPRIGHT_HOLD_START,type=lateral_left,6.000
1760109643.483,SLOUCH_START,type=lateral_right,0.000
1760109643.933,SLOUCHED_HOLD_START,type=lateral_right,0.000
1760109649.221,RECOVERY_START,type=lateral_right,2.006
1760109650.511,UPRIGHT_HOLD_START,type=lateral_right,6.000
1760109702.854,SLOUCH_START,type=normal_slouch,0.000
1760109703.304,SLOUCHED_HOLD_START,type=normal_slouch,0.000
1760109708.911,RECOVERY_START,type=normal_slouch,1.677
1760109710.031,UPRIGHT_HOLD_START,type=normal_slouch,6.000
1760109716.870,SLOUCH_START,type=fast_slouch,0.000
1760109717.320,SLOUCHED_HOLD_START,type=fast_slouch,0.000
1760109722.800,RECOVERY_START,type=fast_slouch,2.309
1760109724.531,UPRIGHT_HOLD_START,type=fast_slouch,6.000
1760109732.597,SLOUCH_START,type=micro_slouch,0.000
1760109732.997,SLOUCHED_HOLD_START,type=micro_slouch,0.000
1760109737.097,RECOVERY_START,type=micro_slouch,0.000
1760109737.497,UPRIGHT_HOLD_START,type=micro_slouch,0.000
1760109748.021,SLOUCH_START,type=lateral_left,0.000
1760109748.471,SLOUCHED_HOLD_START,type=lateral_left,0.000
1760109753.831,RECOVERY_START,type=lateral_left,2.487
1760109754.908,UPRIGHT_HOLD_START,type=lateral_left,6.000
1760109762.063,SLOUCH_START,type=lateral_right,0.000
1760109762.513,SLOUCHED_HOLD_START,type=lateral_right,0.000
1760109767.962,RECOVERY_START,type=lateral_right,2.040
1760109768.733,UPRIGHT_HOLD_START,type=lateral_right,6.000
1760109822.451,SLOUCH_START,type=normal_slouch,0.000
1760109822.901,SLOUCHED_HOLD_START,type=normal_slouch,0.000
1760109828.504,RECOVERY_START,type=normal_slouch,2.095
1760109829.249,UPRIGHT_HOLD_START,type=normal_slouch,6.000
1760109837.989,SLOUCH_START,type=fast_slouch,0.000
1760109838.439,SLOUCHED_HOLD_START,type=fast_slouch,0.000
1760109842.489,RECOVERY_START,type=fast_slouch,0.000
1760109842.939,UPRIGHT_HOLD_START,type=fast_slouch,0.000
1760109853.779,SLOUCH_START,type=micro_slouch,0.000
1760109854.179,SLOUCHED_HOLD_START,type=micro_slouch,0.000
1760109859.539,RECOVERY_START,type=micro_slouch,2.349
1760109860.603,UPRIGHT_HOLD_START,type=micro_slouch,6.000
1760109867.023,SLOUCH_START,type=lateral_left,0.000
1760109867.473,SLOUCHED_HOLD_START,type=lateral_left,0.000
1760109872.812,RECOVERY_START,type=lateral_left,2.355
1760109873.965,UPRIGHT_HOLD_START,type=lateral_left,6.000
1760109884.663,SLOUCH_START,type=lateral_right,1.760
1760109886.859,SLOUCHED_HOLD_START,type=lateral_right,3.882
1760109889.499,RECOVERY_START,type=lateral_right,2.035
1760109890.360,UPRIGHT_HOLD_START,type=lateral_right,6.000
