quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,pitch_rad
0.01696,0.472688,0.0,0.881067,-0.032948,0.018412,0.000518,-0.790534,0.09027,-0.446778,0.83294,-0.029885,-0.552556,0.984398868020758
-0.016537,0.102324,-0.166554,0.980569,-0.030565,0.01751,-0.008043,-0.1544,-0.0069,-0.019926,0.195162,0.066515,-0.978513,0.19642351854379017
-0.023338,0.027547,-0.196207,0.979898,-0.043855,0.027321,-0.019484,0.001165,0.007101,-0.00517,0.044828,0.056547,-0.997393,0.04484337043282524
-0.023631,0.027829,-0.196322,0.97986,-0.052934,0.033934,-0.015913,-2.7e-05,0.009094,-0.002804,0.045259,0.057237,-0.997334,0.04527394248966205
-0.023924,0.028112,-0.196437,0.979821,-0.062013,0.040547,-0.012343,-0.001219,0.011086,-0.00044,0.04569,0.057927,-0.997275,0.04570625052597112
-0.026096,0.026928,-0.196549,0.979777,-0.080274,0.026096,0.002398,0.001885,0.007383,0.00341,0.042508,0.061722,-0.997188,0.04252139715052123
-0.027332,0.028254,-0.196305,0.979754,-0.092199,0.020718,0.019433,-0.000376,0.00027,0.00274,0.044634,0.064649,-0.996909,0.0446479548691403
-0.028237,0.028561,-0.1961,0.979761,-0.092182,0.003178,0.027442,-0.002856,0.000479,0.004799,0.044891,0.066534,-0.996774,0.0449064478955343
-0.029007,0.02873,-0.195856,0.979782,-0.091181,-0.002445,0.032285,-0.002192,-0.000246,0.00296,0.044935,0.068095,-0.996666,0.04495102016856879
-0.030517,0.028947,-0.195256,0.97985,-0.09232,-0.012257,0.039164,-0.000456,-0.001954,-0.001737,0.04481,0.071108,-0.996462,0.044825190880410634
-0.030902,0.028926,-0.194986,0.979892,-0.093525,-0.013057,0.038473,-0.000939,-0.003071,-0.000758,0.044638,0.071841,-0.996417,0.04465263426089729
-0.031832,0.028725,-0.194357,0.979993,-0.09395,-0.019615,0.035539,-0.001422,-0.004609,-0.000688,0.043927,0.073556,-0.996323,0.043941192921049324
-0.032317,0.028666,-0.194134,0.980023,-0.091832,-0.016237,0.029759,-0.001424,-0.004616,-0.000688,0.043639,0.074472,-0.996268,0.04365288432827561
-0.032718,0.028603,-0.193942,0.98005,-0.090424,-0.020294,0.026054,-0.001638,-0.004548,0.000705,0.043373,0.075226,-0.996223,0.043387563014559885
-0.033503,0.028371,-0.193557,0.980106,-0.077557,-0.027735,0.014481,-0.00519,-0.003366,0.001359,0.042643,0.076656,-0.996145,0.04265662938182427
-0.033811,0.028192,-0.193461,0.98012,-0.070661,-0.032093,0.009535,-0.006062,0.002578,0.001,0.042181,0.077187,-0.996124,0.042193384575398916
-0.034075,0.027985,-0.193353,0.980138,-0.067264,-0.034499,0.014687,-0.005763,0.00542,0.000237,0.04168,0.077619,-0.996111,0.04169339540420284
-0.034339,0.027777,-0.193245,0.980156,-0.063867,-0.036906,0.01984,-0.005465,0.008261,-0.000526,0.04118,0.078052,-0.996098,0.04119155391357991
-0.034932,0.027403,-0.19292,0.98021,-0.050848,-0.03096,0.013745,-0.008212,0.004828,-0.000895,0.040243,0.079054,-0.996058,0.040254096737344335
-0.035639,0.026911,-0.192723,0.980236,-0.037915,-0.029021,0.007319,-0.009016,0.00383,-0.000786,0.039021,0.080242,-0.996011,0.03903126153660153
-0.036045,0.026729,-0.192713,0.980228,-0.033519,-0.024608,-0.001622,-0.008863,0.004756,0.000131,0.038509,0.080967,-0.995973,0.03851787190312602
-0.036422,0.026545,-0.192769,0.980209,-0.033842,-0.022457,-0.013569,-0.008975,0.005786,-0.000492,0.037998,0.081636,-0.995938,0.0380063800536807
-0.03728,0.026095,-0.193095,0.980124,-0.044262,-0.013698,-0.028051,-0.008498,0.012305,-0.005268,0.036756,0.083155,-0.995859,0.036763789310833295
-0.037673,0.026018,-0.193261,0.980079,-0.049941,-0.004235,-0.023937,-0.008175,0.012195,-0.003394,0.036438,0.083901,-0.995808,0.036446015615780515
-0.038139,0.025871,-0.193498,0.980018,-0.0433,-0.009406,-0.027827,-0.00768,0.01045,-0.002424,0.035948,0.084766,-0.995752,0.035956198062053774
-0.038606,0.025724,-0.193735,0.979956,-0.03666,-0.014576,-0.031717,-0.007185,0.008704,-0.001455,0.035458,0.085631,-0.995696,0.03546554378895157
-0.039498,0.02544,-0.194283,0.97982,-0.015371,-0.002063,-0.030855,-0.004384,0.004539,-0.002557,0.034506,0.087286,-0.995586,0.03451251271080073
-0.039683,0.025389,-0.194518,0.979767,-0.002805,0.00771,-0.035162,-0.004203,0.005977,-0.004996,0.034313,0.087638,-0.995561,0.034319229660531976
-0.039775,0.025376,-0.194772,0.979713,0.001411,0.016615,-0.033069,-0.00527,0.008154,-0.004974,0.034229,0.087821,-0.995548,0.034234968603372794
-0.039931,0.025522,-0.195262,0.979606,-0.000403,0.024914,-0.02229,-0.006959,0.009603,-0.001548,0.03441,0.0882,-0.995508,0.0344157883609371
-0.039953,0.025569,-0.195466,0.979563,0.001782,0.024672,-0.023342,-0.004608,0.009305,-0.001639,0.034474,0.088269,-0.9955,0.03448081862036965
-0.039975,0.025616,-0.19567,0.97952,0.003968,0.02443,-0.024394,-0.002257,0.009006,-0.001729,0.034539,0.088338,-0.995492,0.034545822974133854
-0.040068,0.025848,-0.196058,0.979432,0.003323,0.023764,-0.021928,-0.001926,0.008013,0.001745,0.034921,0.088623,-0.995453,0.03492851448860662
-0.040146,0.02593,-0.196212,0.979396,0.003843,0.021825,-0.021594,-0.001492,0.007812,0.002853,0.035037,0.088814,-0.995432,0.0350443952754933
-0.040261,0.026019,-0.196499,0.979332,0.010144,0.012869,-0.011944,0.001201,0.008286,0.00259,0.035139,0.089083,-0.995404,0.035147222077736594
-0.040282,0.026074,-0.196567,0.979316,0.010206,0.009855,-0.008876,0.001804,0.008119,-0.000967,0.035233,0.089147,-0.995395,0.03524044064433884
-0.04029,0.02618,-0.196622,0.979301,0.008305,0.013258,-0.006529,0.001581,0.007486,0.002171,0.035431,0.089208,-0.995383,0.0354398177552138
-0.040299,0.026285,-0.196677,0.979287,0.006403,0.01666,-0.004183,0.001359,0.006854,0.005309,0.03563,0.089268,-0.99537,0.03563688733336139
-0.04044,0.026362,-0.196713,0.979272,-0.001241,-0.001558,-0.00386,0.002236,0.005319,-0.000628,0.035721,0.089575,-0.995339,0.03572859045205738
-0.040629,0.026429,-0.196778,0.979249,-0.00858,0.00136,-0.003013,0.003447,0.004697,0.000226,0.035772,0.089973,-0.995302,0.03577899009240599
-0.040808,0.026481,-0.19679,0.979238,-0.013391,-0.003158,-0.001184,0.002131,0.003709,0.002364,0.035802,0.090344,-0.995267,0.03580884261195583
-0.040987,0.026534,-0.196803,0.979227,-0.018201,-0.007676,0.000645,0.000816,0.002721,0.004501,0.035832,0.090715,-0.995232,0.0358405619622348
-0.041166,0.026586,-0.196815,0.979215,-0.023012,-0.012194,0.002474,-0.000499,0.001733,0.006639,0.035863,0.091085,-0.995197,0.03587033918718406
-0.041698,0.026449,-0.196706,0.979218,-0.027164,-0.019281,0.007087,0.00292,0.000184,-0.000924,0.035394,0.092069,-0.995123,0.03540157435514318
-0.042154,0.026425,-0.196543,0.979232,-0.034918,-0.006206,0.011515,-0.000121,-0.001325,-0.00135,0.035183,0.092945,-0.995049,0.035189526054129935
-0.042414,0.026367,-0.196455,0.97924,-0.032385,-0.015346,0.017056,-0.000463,-0.001271,0.000415,0.034974,0.093426,-0.995012,0.03498149148634903
-0.042692,0.026294,-0.19627,0.979267,-0.029867,-0.018872,0.022508,-0.000321,-0.001336,-0.000657,0.034739,0.093935,-0.994972,0.03474636649982964
-0.042888,0.026242,-0.196071,0.9793,-0.025965,-0.018311,0.025852,0.000239,-0.001527,-0.001539,0.03458,0.094291,-0.994944,0.034586290111045394
-0.043083,0.026191,-0.195871,0.979333,-0.022062,-0.01775,0.029197,0.0008,-0.001718,-0.002421,0.034422,0.094646,-0.994916,0.03442880186999296
-0.043426,0.026173,-0.195309,0.97943,-0.02412,-0.003642,0.03144,-0.000672,0.000104,-0.001972,0.034307,0.095289,-0.994858,0.03431299836591918
