t_beep,event,type,axis_chosen,onset_time,hold_time,onset_score,dtheta,max_pitch,max_roll
1760109104.700366,BEEP_SLOUCH,normal_slouch,fallback,nan,nan,0.0,0.0,1.4688497308303523,4.608986908521388
1760109109.200366,BEEP_RECOVER,normal_slouch,roll,1760109110.883518,1760109111.656043,1.1154951638886206,1.913074206068984,1.0411813403871601,7.065362190930614
1760109118.471366,BEEP_SLOUCH,fast_slouch,fallback,nan,nan,0.0,0.0,1.4223578847590899,7.9451299597072875
1760109122.971366,BEEP_RECOVER,fast_slouch,roll,1760109124.633351,1760109125.7657,1.1186519522502587,3.9152818328759054,2.9080066378258067,10.243092421974438
1760109133.971366,BEEP_SLOUCH,micro_slouch,fallback,nan,nan,0.0,0.0,0.8206584275430799,5.525797079515456
1760109138.471366,BEEP_RECOVER,micro_slouch,roll,1760109140.233215,1760109140.661096,1.2420478079172022,2.1301119905780013,1.6114425585974912,7.256961327563658
1760109148.867366,BEEP_SLOUCH,lateral_left,pitch,1760109150.349576,1760109152.07069,1.0967535639099968,3.22445547789539,31.64901454466738,353.06471555337754
1760109153.367366,BEEP_RECOVER,lateral_left,pitch,1760109155.155567,1760109156.231059,1.5647804579728473,9.388682747837084,33.54106828427184,60.93216516104228
1760109164.894366,BEEP_SLOUCH,lateral_right,fallback,nan,nan,0.0,0.0,38.10656916401346,4.073504619543883
1760109169.394366,BEEP_RECOVER,lateral_right,pitch,1760109171.204472,1760109172.107483,1.770702088457013,10.624212530742078,36.836238716380365,3.2492995900619803
1760109224.265366,BEEP_SLOUCH,normal_slouch,fallback,nan,nan,0.0,0.0,1.4554686915457955,5.512626454711551
1760109228.765366,BEEP_RECOVER,normal_slouch,roll,1760109230.736567,1760109231.64449,1.6660028185030211,5.831009864760574,1.6667990661596477,8.829652031190477
1760109238.481366,BEEP_SLOUCH,fast_slouch,roll,1760109240.04633,1760109240.988054,1.17457896326003,4.111026371410105,1.9291284205919768,13.401978977017677
1760109242.981366,BEEP_RECOVER,fast_slouch,roll,1760109244.607461,1760109245.80421,1.7958841137533823,3.07994125508705,2.8625977725530554,11.8739212655384
1760109253.858366,BEEP_SLOUCH,micro_slouch,fallback,nan,nan,0.0,0.0,1.2889883570311795,3.62679206131682
1760109258.358366,BEEP_RECOVER,micro_slouch,fallback,nan,nan,0.0,0.0,0.8993941132295475,1.8374081626705276
1760109269.432366,BEEP_SLOUCH,lateral_left,fallback,nan,nan,0.0,0.0,36.84813202307351,349.1473036152238
1760109273.932366,BEEP_RECOVER,lateral_left,roll,1760109275.641516,1760109276.926609,20.313143771713868,71.09600320099854,40.2333481220002,355.50523451163167
1760109283.474366,BEEP_SLOUCH,lateral_right,pitch,1760109284.870039,1760109287.087096,1.6965102131492746,4.987740026658867,40.8018247010786,8.857166355661093
1760109287.974366,BEEP_RECOVER,lateral_right,pitch,1760109289.625736,1760109290.686776,2.121593472286379,12.729560833718274,44.468755838406814,7.206099212925523
1760109343.862366,BEEP_SLOUCH,normal_slouch,fallback,nan,nan,0.0,0.0,1.553194363833339,12.261642540820532
1760109348.362366,BEEP_RECOVER,normal_slouch,roll,1760109350.774757,1760109351.253533,1.8572478870195985,6.500367604568595,1.7021903622742087,9.430622969734003
1760109359.6003659,BEEP_SLOUCH,fast_slouch,roll,1760109361.226347,1760109362.263571,1.1630637991532775,1.9946544155478705,2.4229076317366243,10.372832057390383
1760109364.1003659,BEEP_RECOVER,fast_slouch,roll,1760109365.985105,1760109366.893347,1.02391263826617,3.5836942339315954,2.0253697306215166,12.247133503388625
1760109375.040366,BEEP_SLOUCH,micro_slouch,fallback,nan,nan,0.0,0.0,0.9638655663937978,4.682471002568491
1760109379.540366,BEEP_RECOVER,micro_slouch,fallback,nan,nan,0.0,0.0,1.4475387081156947,5.036998350050254
1760109388.434366,BEEP_SLOUCH,lateral_left,fallback,nan,nan,0.0,0.0,31.99761769534806,355.06540212949943
1760109392.934366,BEEP_RECOVER,lateral_left,pitch,1760109394.55211,1760109396.72698,1.3293886093223197,3.908402511407619,38.12004249774745,359.02832554247266
1760109405.033366,BEEP_SLOUCH,lateral_right,fallback,nan,nan,0.0,0.0,38.97242784810891,2.3116677398802494
1760109409.533366,BEEP_RECOVER,lateral_right,pitch,1760109411.254968,1760109412.28669,2.020519191523393,12.123115149140357,40.21349029366822,4.00760931617026
