quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z
0.044673,-0.500475,-0.0,0.864598,0.007962,-0.009066,0.005594,0.801841,0.075271,-0.502119,-0.865419,-0.077249,-0.495059
0.017177,-0.169928,0.151465,0.973595,0.005272,-0.012011,0.009621,0.272715,-0.019023,-0.055442,-0.336086,0.01803,-0.941659
0.005521,-0.030782,0.206239,0.978002,-0.002331,-0.010987,0.014033,-0.000943,-0.000455,0.000867,-0.062488,0.001897,-0.998044
0.005497,-0.030861,0.206325,0.977981,-0.004309,-0.009848,0.014635,-0.000695,0.000584,0.001354,-0.062632,0.001982,-0.998035
0.005473,-0.03094,0.206411,0.977961,-0.006288,-0.008709,0.015238,-0.000447,0.001624,0.00184,-0.062776,0.002067,-0.998025
0.006354,-0.030965,0.206514,0.977933,-0.009634,-0.004085,0.008355,-0.000553,0.003208,0.003208,-0.063187,0.000363,-0.998002
0.006261,-0.031254,0.206651,0.977895,-0.015202,-0.000368,0.006549,-0.000869,0.0023,0.000658,-0.063713,0.000672,-0.997968
0.005981,-0.031388,0.20671,0.97788,-0.018183,-0.008424,0.005597,-0.001562,0.00158,-7.9e-05,-0.06386,0.001279,-0.997958
0.005701,-0.031522,0.206768,0.977865,-0.021165,-0.01648,0.004645,-0.002256,0.000859,-0.000817,-0.064006,0.001886,-0.997948
0.005193,-0.031888,0.206855,0.977838,-0.007608,-0.009037,0.007613,-0.002079,-0.001426,0.003369,-0.064511,0.003037,-0.997912
0.005154,-0.031941,0.20693,0.977821,-0.00768,-0.004907,0.006006,-0.001891,0.001853,0.002788,-0.064598,0.003141,-0.997906
0.005114,-0.031994,0.207004,0.977803,-0.007752,-0.000776,0.004399,-0.001702,0.005132,0.002206,-0.064685,0.003244,-0.9979
0.004976,-0.032251,0.207023,0.977792,-0.028421,-0.002766,-0.008571,-0.001998,0.009104,-0.001141,-0.065131,0.003623,-0.99787
0.004858,-0.032366,0.206914,0.977812,-0.03138,-0.004105,-0.010671,-0.001009,0.006672,0.000355,-0.065306,0.003893,-0.997858
0.00474,-0.03248,0.206805,0.977831,-0.034338,-0.005444,-0.012772,-2e-05,0.00424,0.00185,-0.065481,0.004164,-0.997845
0.004176,-0.032689,0.206601,0.97787,-0.017944,0.0096,-0.008205,0.002181,0.001884,0.007954,-0.065656,0.00534,-0.997828
0.0039,-0.032732,0.206562,0.977878,-0.014891,0.009749,-0.004528,0.000215,0.002098,0.004092,-0.065628,0.005895,-0.997827
0.003333,-0.032738,0.206622,0.977867,-0.010879,0.0044,0.006492,-0.000625,0.001623,0.002449,-0.065403,0.00701,-0.997834
0.003211,-0.032705,0.206694,0.977853,-0.015721,0.003743,0.009392,-0.00025,0.002558,-0.000306,-0.065288,0.007241,-0.99784
0.003088,-0.032672,0.206767,0.97784,-0.020563,0.003086,0.012292,0.000124,0.003494,-0.003061,-0.065173,0.007471,-0.997846
0.002658,-0.032729,0.206979,0.977794,-0.028238,0.003972,0.014457,-0.001254,0.004799,-0.001273,-0.065104,0.00835,-0.997844
0.002466,-0.03282,0.20706,0.977775,-0.029534,-0.004951,0.010543,-0.000707,0.004929,-0.001749,-0.065202,0.008769,-0.997834
0.002274,-0.032911,0.207141,0.977755,-0.03083,-0.013874,0.00663,-0.000159,0.005059,-0.002225,-0.065301,0.009188,-0.997823
0.001813,-0.033093,0.207205,0.977736,-0.014932,0.002154,0.00345,0.000814,0.003107,0.00475,-0.065463,0.01017,-0.997803
0.001493,-0.033092,0.207236,0.97773,-0.013012,-0.006108,-0.002514,-0.001744,0.005549,-5.8e-05,-0.065329,0.010797,-0.997805
0.001343,-0.033218,0.207214,0.97773,-0.015651,-0.010501,-0.003279,-0.000922,0.003768,0.00172,-0.065512,0.01114,-0.99779
0.001244,-0.03327,0.207177,0.977737,-0.010933,-0.005313,-0.002759,0.000467,0.003073,0.00323,-0.065574,0.011353,-0.997783
0.001145,-0.033322,0.20714,0.977743,-0.006214,-0.000126,-0.00224,0.001857,0.002379,0.00474,-0.065635,0.011567,-0.997777
0.001014,-0.033264,0.207102,0.977753,0.00685,0.006714,-0.001358,-0.000388,0.001696,0.001045,-0.065467,0.011795,-0.997785
0.001008,-0.033248,0.207011,0.977773,0.01173,0.009662,-0.007537,0.000532,0.000973,-0.000722,-0.065436,0.011794,-0.997787
0.001039,-0.033183,0.206959,0.977786,0.010244,0.006327,-0.008297,0.000179,0.000328,-0.000243,-0.065323,0.011703,-0.997796
0.001085,-0.033113,0.206927,0.977795,0.009637,0.00562,-0.006427,0.000117,0.000214,-0.000159,-0.065204,0.011581,-0.997805
0.001131,-0.033042,0.206896,0.977804,0.00903,0.004914,-0.004556,5.5e-05,0.0001,-7.4e-05,-0.065085,0.01146,-0.997814
0.001191,-0.032938,0.206836,0.97782,0.006337,-0.00188,-0.005002,0.001725,0.000581,-0.000297,-0.064908,0.011295,-0.997827
0.001239,-0.032938,0.206776,0.977833,0.011242,0.003255,-0.004264,0.001375,-0.000943,0.002078,-0.064927,0.011198,-0.997827
0.001298,-0.03294,0.206748,0.977839,0.011204,-0.001103,-0.006113,0.000605,0.000408,0.002064,-0.064956,0.011083,-0.997827
0.001356,-0.032942,0.206721,0.977844,0.011166,-0.005461,-0.007963,-0.000165,0.001758,0.002051,-0.064985,0.010968,-0.997826
0.001558,-0.032966,0.206636,0.977861,0.011279,-0.004304,-0.002396,0.000323,-0.000621,0.000681,-0.065115,0.010577,-0.997822
0.001641,-0.032976,0.2066,0.977868,0.011399,-0.003901,-0.001386,7e-06,-0.001396,0.000124,-0.06517,0.010417,-0.99782
0.001724,-0.032986,0.206565,0.977875,0.011519,-0.003499,-0.000375,-0.000309,-0.002171,-0.000433,-0.065225,0.010257,-0.997818
0.001948,-0.033001,0.206628,0.977861,0.012318,-0.003177,0.005262,-0.00126,-0.00041,0.000936,-0.065345,0.009828,-0.997814
0.002123,-0.032976,0.206706,0.977845,0.00576,-0.002685,0.001105,-0.000312,0.001232,0.00133,-0.065367,0.009481,-0.997816
