quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z
-0.003111,0.52503,-0.0,0.851078,-0.020386,0.001921,0.003118,-0.7849,0.225608,-0.518595,0.893683,0.005296,-0.448668
-0.073132,0.22314,-0.150122,0.960377,-0.022754,-0.000967,0.001412,-0.297617,0.021982,-0.077332,0.40664,0.207465,-0.88972
-0.101962,0.07714,-0.211707,0.968934,-0.020005,0.002495,-0.012372,0.00423,-0.001847,-0.002252,0.106316,0.230251,-0.967306
-0.102087,0.077186,-0.21181,0.968895,-0.018611,0.005778,-0.014121,0.005588,4.2e-05,-0.002587,0.106325,0.230521,-0.967241
-0.101799,0.07768,-0.211997,0.968845,-0.021452,0.014101,-0.019386,0.004667,0.003133,-0.00289,0.107357,0.230191,-0.967206
-0.101233,0.078003,-0.212059,0.968864,-0.020008,0.013145,-0.018513,0.003457,0.00434,-0.001345,0.108214,0.229245,-0.967335
-0.100667,0.078327,-0.212122,0.968883,-0.018564,0.01219,-0.01764,0.002246,0.005546,0.0002,0.109071,0.228299,-0.967462
-0.100806,0.079025,-0.212297,0.968774,-0.012292,-0.004378,-0.011924,0.000532,0.006064,0.005199,0.110312,0.228869,-0.967187
-0.101103,0.079167,-0.212327,0.968725,-0.009056,-0.008626,-0.007491,0.000282,0.006582,0.004032,0.110449,0.2295,-0.967022
-0.101399,0.07931,-0.212356,0.968676,-0.005821,-0.012874,-0.003057,3.2e-05,0.007101,0.002865,0.110586,0.23013,-0.966856
-0.102078,0.079291,-0.212248,0.96863,-0.007605,-0.025644,0.01039,-0.001559,0.005833,0.004094,0.110275,0.23141,-0.966586
-0.102327,0.079233,-0.21216,0.968628,-0.010226,-0.025656,0.01084,-0.002684,0.005324,0.002243,0.110075,0.231854,-0.966502
-0.10294,0.079145,-0.211962,0.968613,-0.010415,-0.025221,0.00643,-0.001878,0.000313,-0.000606,0.109684,0.23297,-0.966279
-0.103224,0.079084,-0.211939,0.968593,-0.011634,-0.021857,0.00135,-0.002349,-2.1e-05,-0.001134,0.109447,0.233486,-0.966181
-0.103508,0.079023,-0.211916,0.968573,-0.012853,-0.018493,-0.003731,-0.00282,-0.000355,-0.001662,0.109209,0.234002,-0.966083
-0.104017,0.078751,-0.211996,0.968523,-0.00936,-0.016645,-0.007256,-0.004512,0.003748,-0.00187,0.108441,0.234876,-0.965958
-0.104088,0.078619,-0.212012,0.968522,-0.011295,-0.015033,-0.006017,-0.004466,0.004015,-0.002048,0.108152,0.23496,-0.965969
-0.10416,0.078487,-0.212028,0.968522,-0.01323,-0.013421,-0.004778,-0.004421,0.004282,-0.002226,0.107864,0.235045,-0.965981
-0.104364,0.078222,-0.212078,0.96851,-0.009648,-0.012672,-0.004933,-0.003255,0.004726,-3.6e-05,0.10725,0.235334,-0.965979
-0.104474,0.078089,-0.212105,0.968503,-0.009214,-0.010044,-0.00233,-0.002674,0.004532,6.3e-05,0.106939,0.235494,-0.965975
-0.104648,0.077963,-0.212143,0.968486,-0.002867,-0.014083,-0.006733,-0.003178,0.003245,0.000516,0.106611,0.235779,-0.965941
-0.104915,0.077613,-0.212267,0.968458,0.000381,-0.014673,-0.009677,-0.004994,0.005306,3e-05,0.105789,0.236161,-0.965938
-0.105034,0.077479,-0.212313,0.968446,-0.000937,-0.014236,-0.008261,-0.004045,0.004988,0.001011,0.105468,0.236339,-0.96593
-0.105312,0.077244,-0.212418,0.968412,-0.002746,-0.012723,-0.008822,-0.00361,0.001992,0.000104,0.104867,0.236786,-0.965886
-0.105431,0.077087,-0.212484,0.968397,-0.004993,-0.011736,-0.009543,-0.003656,0.002298,-0.001452,0.104497,0.236958,-0.965884
-0.10555,0.076931,-0.21255,0.968382,-0.00724,-0.010749,-0.010264,-0.003702,0.002603,-0.003008,0.104127,0.237129,-0.965882
-0.105867,0.076669,-0.212563,0.968365,-0.002444,-0.019575,0.004564,-0.00563,0.00048,0.001852,0.10348,0.237629,-0.965828
-0.105931,0.076462,-0.212527,0.968382,-9.6e-05,-0.021583,0.005711,-0.004105,0.000867,-0.000555,0.103063,0.237664,-0.965864
-0.105995,0.076255,-0.21249,0.9684,0.002252,-0.023591,0.006858,-0.00258,0.001254,-0.002961,0.102646,0.237699,-0.9659
-0.106233,0.076187,-0.212174,0.968448,-0.023957,0.012329,0.023547,0.001527,0.007185,-0.011577,0.102486,0.238092,-0.96582
-0.106438,0.076314,-0.212003,0.968453,-0.027366,0.011078,0.023716,-0.001788,0.006032,-0.007618,0.102683,0.238518,-0.965694
-0.106643,0.076442,-0.211833,0.968458,-0.030774,0.009826,0.023886,-0.005103,0.004879,-0.003659,0.10288,0.238945,-0.965568
-0.106954,0.076382,-0.211569,0.968486,-0.00951,-0.010649,0.007465,-0.003938,0.001495,0.001591,0.102693,0.239486,-0.965454
-0.107008,0.076368,-0.211521,0.968492,-0.003916,-0.004253,0.008005,-0.00156,0.001115,0.000784,0.102654,0.239579,-0.965435
-0.106917,0.076236,-0.211455,0.968527,0.022283,-0.005496,0.002297,-0.002908,-0.001218,0.003462,0.102457,0.239344,-0.965514
-0.106774,0.076083,-0.211463,0.968552,0.028303,-0.008324,0.003951,-0.003873,2.3e-05,0.003399,0.102222,0.23901,-0.965621
-0.106632,0.07593,-0.211472,0.968578,0.034322,-0.011151,0.005605,-0.004838,0.001265,0.003336,0.101988,0.238676,-0.965729
-0.10613,0.075586,-0.211448,0.968666,0.036857,-0.010133,0.007208,-0.003769,0.001076,-0.002542,0.101553,0.237574,-0.966047
-0.105943,0.075536,-0.211391,0.968702,0.033758,-0.000672,0.010311,-0.002486,0.001304,-0.003828,0.101554,0.23719,-0.966141
-0.105756,0.075487,-0.211333,0.968739,0.030659,0.00879,0.013414,-0.001203,0.001533,-0.005114,0.101555,0.236806,-0.966235
-0.105272,0.075349,-0.211235,0.968824,0.036369,-0.000948,0.004315,-0.005305,-0.00241,-0.002271,0.101525,0.235813,-0.966481
-0.105068,0.075211,-0.211248,0.968854,0.040011,-0.003094,0.00229,-0.003889,-0.001012,-0.003918,0.101347,0.235369,-0.966608
-0.104616,0.075341,-0.211219,0.968899,0.023778,0.029849,0.0105,0.000149,0.002697,-0.007106,0.101802,0.234551,-0.966759
-0.104456,0.075496,-0.211172,0.968915,0.02218,0.029238,0.011428,-0.002475,0.002473,-0.004696,0.102182,0.234303,-0.966779
-0.104297,0.075651,-0.211125,0.96893,0.020582,0.028626,0.012356,-0.005099,0.002248,-0.002286,0.102561,0.234056,-0.966798
-0.10383,0.07592,-0.211068,0.968971,0.028992,0.032487,0.005939,-0.001342,9.8e-05,-0.000548,0.103299,0.233265,-0.966911
-0.103582,0.076088,-0.211074,0.968984,0.037594,0.039299,0.001341,-0.000505,-0.002598,-0.002609,0.103728,0.232859,-0.966963
-0.102798,0.076432,-0.21123,0.969006,0.055123,0.03917,-0.001105,-0.001509,-0.001308,0.000175,0.104697,0.231513,-0.967182
-0.102367,0.076596,-0.211313,0.969021,0.057357,0.043681,-0.002321,-0.000752,-0.001464,-0.001291,0.105184,0.230763,-0.967308
-0.101936,0.076761,-0.211396,0.969035,0.05959,0.048192,-0.003538,5e-06,-0.001619,-0.002758,0.10567,0.230013,-0.967434
-0.101505,0.076926,-0.21148,0.969049,0.061824,0.052704,-0.004754,0.000762,-0.001774,-0.004226,0.106157,0.229262,-0.967559
-0.100433,0.07745,-0.21172,0.969066,0.055816,0.05488,-0.003527,0.000951,0.001142,-0.002709,0.107582,0.227447,-0.96783
-0.100069,0.077675,-0.211784,0.969072,0.050689,0.052091,-0.001582,0.001515,0.000954,-0.002613,0.108159,0.226849,-0.967906
-0.099263,0.07828,-0.211971,0.969065,0.037306,0.052246,-0.005713,0.004171,-0.00212,4.7e-05,0.109635,0.22557,-0.968038
-0.098968,0.078527,-0.212057,0.969057,0.032404,0.049102,-0.007227,0.003571,-0.001919,-5.5e-05,0.110221,0.225115,-0.968078
-0.098431,0.079074,-0.212224,0.96903,0.029042,0.039731,-0.004255,0.002684,-0.001785,0.002752,0.111471,0.224328,-0.968117
-0.098192,0.079223,-0.212257,0.969035,0.029624,0.034022,0.000744,0.003579,-0.001093,0.002495,0.111856,0.223934,-0.968164
-0.097953,0.079373,-0.212291,0.96904,0.030206,0.028313,0.005742,0.004475,-0.0004,0.002237,0.112242,0.223541,-0.96821
-0.09742,0.079639,-0.212161,0.9691,0.023843,0.011547,0.017361,0.003738,6.5e-05,0.002678,0.113019,0.222612,-0.968334
-0.09722,0.079674,-0.212091,0.969132,0.024345,0.007292,0.013386,0.004397,-0.001416,0.001388,0.11319,0.222235,-0.968401
-0.097021,0.079708,-0.212021,0.969165,0.024848,0.003036,0.00941,0.005057,-0.002897,9.8e-05,0.11336,0.221859,-0.968467
-0.096822,0.079743,-0.211951,0.969197,0.02535,-0.001219,0.005435,0.005717,-0.004379,-0.001192,0.11353,0.221482,-0.968533
-0.09643,0.079716,-0.211908,0.969248,0.023686,-0.003404,0.001212,0.005284,-0.001657,0.000131,0.113661,0.220715,-0.968693
-0.096281,0.079667,-0.21188,0.969273,0.02292,-0.006825,0.004079,0.004034,-0.000681,0.000206,0.113638,0.220405,-0.968766
-0.096132,0.079618,-0.211851,0.969298,0.022154,-0.010247,0.006945,0.002784,0.000295,0.000282,0.113615,0.220095,-0.968839
-0.095714,0.079439,-0.211716,0.969384,0.027408,-0.015471,0.009159,0.001971,-0.00236,0.000184,0.113485,0.219204,-0.969057
-0.095504,0.079308,-0.211674,0.969424,0.032288,-0.016313,0.006585,0.001777,-0.002487,-0.000587,0.113335,0.218744,-0.969178
-0.095295,0.079178,-0.211631,0.969465,0.037169,-0.017155,0.004011,0.001582,-0.002615,-0.001359,0.113185,0.218283,-0.969299
-0.09479,0.078817,-0.211562,0.969559,0.034959,-0.013733,0.004069,0.001601,-0.001989,-0.001054,0.112727,0.217158,-0.969606
-0.094585,0.078704,-0.211535,0.969594,0.036575,-0.012215,0.006221,0.001601,-0.001989,-0.001054,0.112606,0.216716,-0.969719
-0.094076,0.078394,-0.211483,0.96968,0.035771,-0.014462,0.002482,0.001828,-0.001772,-0.001962,0.112244,0.215606,-0.970008
-0.093874,0.078294,-0.211446,0.969716,0.034561,-0.014816,0.005555,0.000264,-0.001966,-0.000668,0.112148,0.215173,-0.970115
-0.093673,0.078195,-0.211408,0.969751,0.033351,-0.015169,0.008627,-0.001299,-0.00216,0.000626,0.112052,0.214741,-0.970222
-0.093159,0.077706,-0.211301,0.969863,0.040708,-0.03217,0.005882,-0.002973,-0.003677,0.001248,0.111359,0.213542,-0.970566
-0.09295,0.07749,-0.211265,0.969909,0.036159,-0.015659,0.009764,0.000531,-0.002021,-0.008205,0.111043,0.213047,-0.970711
-0.092605,0.077603,-0.210992,0.969992,0.011222,0.023382,0.02942,0.002599,0.00183,-0.011601,0.111471,0.2124,-0.970804
-0.092519,0.077734,-0.210848,0.970021,0.002675,0.02767,0.033435,0.000497,0.001087,-0.009809,0.111793,0.212272,-0.970795
-0.092369,0.078053,-0.210508,0.970083,0.003811,0.008448,0.010486,-0.003511,-0.004171,0.000143,0.112547,0.212074,-0.970751
-0.092312,0.078027,-0.21049,0.970095,0.005172,0.002052,-0.002892,-0.001406,-0.00402,-0.001177,0.112526,0.21195,-0.970781
