quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z
-0.182214,0.057577,-0.0,0.981572,-0.035216,-0.009036,-0.051951,-0.001228,-0.003804,-0.007584,0.113032,0.357712,-0.926966
-0.182479,0.057473,-0.000383,0.981528,-0.039571,-0.00084,-0.066872,-0.004145,-0.000434,-0.004047,0.112683,0.358261,-0.926797
-0.1828,0.057411,-0.000869,0.981472,-0.042429,0.0016,-0.07946,-0.004997,0.001356,-0.00099,0.112378,0.358926,-0.926576
-0.183167,0.0572,-0.002075,0.981414,-0.05246,0.00451,-0.077782,-0.013196,0.016113,0.005016,0.111513,0.359763,-0.926356
-0.181634,0.056977,-0.002305,0.981711,-0.058171,0.000156,-0.064446,-0.015687,0.023528,0.007932,0.111032,0.356888,-0.927525
-0.181102,0.055974,-0.002948,0.981866,-0.05994,-0.022471,-0.02642,-0.016812,0.030342,0.013319,0.108849,0.355966,-0.928138
-0.182335,0.055601,-0.003098,0.981658,-0.06603,-0.001522,-0.008285,-0.00994,0.028063,0.002036,0.108033,0.358326,-0.927325
-0.185837,0.054523,-0.003423,0.981061,-0.065546,0.027295,0.006477,-0.002371,0.013676,-0.003143,0.105708,0.365008,-0.924984
-0.187613,0.053936,-0.003639,0.980754,-0.057835,0.028615,-0.003587,0.0011,0.003789,-0.002117,0.104431,0.368397,-0.923785
-0.189159,0.053396,-0.00398,0.980485,-0.05484,0.039318,-0.017532,0.008249,0.001102,-0.004184,0.103202,0.37136,-0.922736
-0.191833,0.053372,-0.00481,0.979963,-0.065149,0.080597,-0.030249,0.023091,0.000307,-0.006394,0.102761,0.376492,-0.920703
-0.192392,0.053842,-0.005132,0.979827,-0.068529,0.083679,-0.029043,0.021724,-0.001687,-0.002275,0.103536,0.377574,-0.920173
-0.192568,0.054329,-0.005407,0.979764,-0.064577,0.06506,-0.031692,0.021103,-0.003384,0.000142,0.104377,0.37793,-0.919932
-0.192745,0.054816,-0.005682,0.9797,-0.060625,0.04644,-0.034341,0.020482,-0.005081,0.002558,0.105216,0.378287,-0.919689
-0.193232,0.05622,-0.00612,0.979522,-0.066634,0.00094,-0.038044,0.016192,-0.006867,0.006884,0.107772,0.379238,-0.919001
-0.193597,0.056628,-0.006233,0.979426,-0.076299,-0.009262,-0.036042,0.014543,-0.006314,0.004619,0.108513,0.379934,-0.918627
-0.193955,0.056854,-0.006302,0.979341,-0.079364,-0.021571,-0.03536,0.012341,-0.007916,0.005498,0.108915,0.380612,-0.918298
-0.194758,0.057122,-0.006549,0.979165,-0.070869,-0.045006,-0.04937,0.004621,-0.009465,0.001854,0.109312,0.382148,-0.917613
-0.195049,0.057089,-0.006679,0.979108,-0.065793,-0.051568,-0.051071,0.001459,-0.006948,0.000775,0.109187,0.38271,-0.917394
-0.195715,0.056824,-0.007112,0.978987,-0.066476,-0.062512,-0.064001,-0.004769,0.000239,-0.001603,0.108477,0.384013,-0.916933
-0.195987,0.056556,-0.007382,0.978946,-0.061135,-0.065327,-0.066027,-0.00652,0.003414,-0.002528,0.107837,0.384556,-0.916781
-0.196212,0.05628,-0.007665,0.978915,-0.064646,-0.053435,-0.06559,-0.00557,0.007725,-0.004349,0.107178,0.385013,-0.916667
-0.196931,0.055753,-0.008361,0.978795,-0.071572,-0.016441,-0.050047,-0.000202,0.018552,-0.005316,0.105848,0.386443,-0.916219
-0.197327,0.055591,-0.008645,0.978722,-0.073398,0.001485,-0.038486,-0.000189,0.019565,-0.003406,0.105405,0.387219,-0.915943
-0.197728,0.055564,-0.00887,0.978641,-0.065871,0.004881,-0.035503,-0.001602,0.020122,0.002347,0.105247,0.387994,-0.915633
-0.198735,0.055429,-0.009399,0.978439,-0.047714,0.006645,-0.027039,0.001283,0.021311,0.007205,0.104733,0.389942,-0.914864
-0.199207,0.055459,-0.00961,0.97834,-0.045758,0.017299,-0.026282,0.00553,0.022983,0.002835,0.104686,0.39085,-0.914482
-0.199662,0.055544,-0.00976,0.978241,-0.028324,0.013931,-0.019791,0.004115,0.01891,0.004485,0.104773,0.391718,-0.9141
-0.200116,0.055629,-0.009909,0.978141,-0.01089,0.010563,-0.0133,0.002699,0.014838,0.006134,0.10486,0.392587,-0.913718
-0.200699,0.055681,-0.010088,0.978017,0.030026,-0.00164,0.007688,0.001161,0.01205,0.00514,0.104864,0.393698,-0.913239
-0.200729,0.055768,-0.010016,0.978007,0.034167,0.004418,0.018765,0.002623,0.012034,0.000441,0.105062,0.393746,-0.913196
-0.200784,0.056197,-0.009646,0.977975,0.016591,0.025642,0.038213,0.004762,0.0139,-0.000712,0.106045,0.393808,-0.913055
-0.200883,0.056487,-0.009405,0.97794,-0.000688,0.029322,0.051265,0.004397,0.014534,0.002676,0.106703,0.393965,-0.912911
-0.201091,0.056687,-0.009156,0.977888,-0.005342,0.023377,0.042069,0.002891,0.009427,0.005442,0.107185,0.394327,-0.912698
-0.20136,0.056907,-0.008888,0.977822,0.010905,-0.003219,-0.002695,-0.000568,0.004443,0.007385,0.107711,0.394801,-0.912431
-0.201394,0.056889,-0.008902,0.977816,0.007556,-0.005173,-0.004096,0.001921,0.009761,0.007502,0.107669,0.394866,-0.912408
-0.201505,0.056879,-0.008927,0.977794,0.002888,-0.001978,-0.001566,0.002822,0.013374,0.005732,0.107635,0.395076,-0.912321
-0.201754,0.056931,-0.008819,0.97774,-0.00107,0.001442,0.018714,0.00105,0.015531,0.004585,0.10777,0.39553,-0.912108
-0.201772,0.05698,-0.008669,0.977735,0.004396,0.008001,0.030881,0.003091,0.012055,0.001486,0.107924,0.395548,-0.912082
-0.201782,0.057099,-0.008455,0.977728,0.013468,0.009621,0.035563,0.002939,0.009564,-0.000173,0.108243,0.395541,-0.912048
-0.201696,0.057432,-0.007966,0.97773,0.030973,0.018576,0.031647,0.004521,0.007542,-0.003535,0.109093,0.395324,-0.91204
-0.201656,0.05761,-0.007822,0.977729,0.035154,0.016323,0.031576,0.004692,0.005331,0.001965,0.1095,0.395232,-0.912031
-0.201357,0.057956,-0.007529,0.977773,0.049809,0.011444,0.021234,0.002393,-0.000443,0.000321,0.110305,0.394635,-0.912193
-0.201149,0.058013,-0.007468,0.977813,0.057911,0.010732,0.016792,0.005015,0.000336,0.000367,0.110447,0.394238,-0.912347
-0.200415,0.058288,-0.007318,0.977948,0.052974,0.021603,0.025242,0.008205,0.005272,-0.001102,0.111073,0.392843,-0.912873
-0.19993,0.058613,-0.007028,0.97803,0.051139,0.001766,0.020589,0.002151,0.001242,0.003084,0.111839,0.391899,-0.913185
-0.199568,0.058687,-0.006875,0.978101,0.050365,-0.006771,0.015116,0.003838,-0.000313,0.001997,0.112059,0.391202,-0.913457
-0.199213,0.058721,-0.006816,0.978172,0.055871,-0.004438,0.011144,0.004706,-0.00254,0.00026,0.112162,0.390529,-0.913732
-0.198857,0.058755,-0.006758,0.978242,0.061377,-0.002106,0.007172,0.005574,-0.004766,-0.001477,0.112265,0.389855,-0.914007
-0.198502,0.058789,-0.006699,0.978313,0.066883,0.000226,0.0032,0.006442,-0.006992,-0.003214,0.112368,0.389182,-0.914282
-0.197471,0.058816,-0.006747,0.978519,0.090544,0.000373,-0.004303,0.003533,-0.012822,-0.003015,0.11244,0.387252,-0.915092
-0.196203,0.058843,-0.006849,0.978772,0.10115,-0.001345,-0.000834,0.002517,-0.012482,-0.004063,0.1125,0.384882,-0.916084
-0.195325,0.058932,-0.006817,0.978943,0.09708,0.001719,0.003544,0.003195,-0.014079,-0.004918,0.11272,0.383228,-0.91675
-0.194447,0.059022,-0.006785,0.979112,0.09301,0.004782,0.007923,0.003873,-0.015675,-0.005776,0.11294,0.381572,-0.917413
-0.193569,0.059112,-0.006753,0.979281,0.088939,0.007846,0.012301,0.004552,-0.017269,-0.006638,0.11316,0.379915,-0.918074
