quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z
-0.0005,0.585926,0.0,0.810364,0.065939,0.02208,0.031901,-0.83662,0.397393,-0.60235,0.949627,0.00081,-0.313381
-0.181574,0.106566,-0.250924,0.944834,0.063787,0.029637,0.026504,0.003533,9.8e-05,-0.006412,0.110251,0.396594,-0.911349
-0.180452,0.106542,-0.250878,0.945064,0.074335,0.021217,0.024521,0.000258,0.003727,0.005798,0.110835,0.394535,-0.912172
-0.179864,0.106528,-0.25079,0.945201,0.085295,0.012857,0.025853,0.000399,0.005719,0.005892,0.111165,0.393447,-0.912602
-0.179276,0.106514,-0.250702,0.945338,0.096255,0.004497,0.027185,0.00054,0.007712,0.005984,0.111494,0.392359,-0.91303
-0.179475,0.107179,-0.250466,0.945287,0.112272,-0.000703,0.023896,0.001145,0.012635,0.004846,0.112724,0.393001,-0.912603
-0.179624,0.10706,-0.250424,0.945284,0.118127,-0.004016,0.02396,0.002382,0.010755,0.004386,0.112439,0.393212,-0.912547
-0.179772,0.10694,-0.250381,0.94528,0.123982,-0.007329,0.024025,0.003619,0.008876,0.003927,0.112154,0.393422,-0.912491
-0.179391,0.106871,-0.250337,0.945372,0.160664,-0.009533,0.008839,0.005924,0.004559,0.002769,0.112249,0.39269,-0.912795
-0.178615,0.106876,-0.250482,0.94548,0.186427,0.011661,0.011282,0.006253,0.01339,-0.008811,0.112619,0.391295,-0.913348
-0.177967,0.106993,-0.250474,0.945591,0.198229,0.017491,0.030209,0.00728,0.011022,-0.008528,0.113192,0.390165,-0.913761
-0.17705,0.107169,-0.250387,0.945767,0.211226,0.02625,0.038248,0.00796,0.00639,-0.009888,0.114052,0.388563,-0.914336
-0.176133,0.107345,-0.250299,0.945941,0.224223,0.035009,0.046286,0.008642,0.00176,-0.011251,0.114912,0.38696,-0.914908
-0.17287,0.10817,-0.250187,0.946479,0.26575,0.088226,0.041023,0.010487,-0.01372,-0.010467,0.118261,0.381361,-0.91683
-0.171177,0.108572,-0.250273,0.946718,0.284984,0.09105,0.026703,0.009316,-0.016718,-0.004296,0.119892,0.378458,-0.917821
-0.169439,0.108841,-0.25046,0.94695,0.284129,0.087,0.016047,0.008932,-0.01411,-0.001851,0.121259,0.375421,-0.918888
-0.165243,0.10941,-0.25104,0.947472,0.25394,0.087653,-0.00894,0.011923,-0.010095,-0.004486,0.12436,0.368059,-0.921449
