quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z
-0.087034,0.063199,-0.0,0.994199,0.037222,0.002171,0.033801,0.002017,0.002676,-0.005975,0.125665,0.173058,-0.976862
-0.086791,0.063235,0.000208,0.994218,0.042351,0.00129,0.037036,0.001824,-0.000598,-0.004239,0.125775,0.172551,-0.976937
-0.086079,0.063321,0.000691,0.994274,0.053911,-0.001797,0.026354,0.003051,-0.005587,-0.005248,0.126036,0.171085,-0.977162
-0.085716,0.063364,0.000808,0.994302,0.054269,0.012268,0.012095,0.006598,-0.007713,-0.006412,0.126144,0.170354,-0.977275
-0.086456,0.063454,0.000755,0.994233,0.060372,0.018212,0.014154,0.006569,-0.011813,-0.003497,0.126307,0.17182,-0.976998
-0.085699,0.064047,0.000843,0.99426,0.124803,0.035513,0.010395,-0.001378,-0.01701,-0.000762,0.127504,0.170307,-0.977107
-0.084133,0.06434,0.000969,0.994375,0.160074,0.031119,0.026925,-0.001753,-0.008261,-6.2e-05,0.128119,0.167194,-0.977564
-0.082566,0.064633,0.001094,0.994487,0.195345,0.026725,0.043455,-0.002127,0.000491,0.000628,0.128733,0.164079,-0.978011
-0.078826,0.065477,0.001794,0.994734,0.225855,0.027675,0.095325,-0.004608,0.012951,0.004154,0.130548,0.156588,-0.978998
-0.077158,0.065631,0.002399,0.994854,0.215413,0.025561,0.107271,-0.002179,0.008,-0.000209,0.130958,0.153206,-0.979478
-0.076229,0.065588,0.003065,0.994926,0.199031,0.018719,0.099701,0.000359,0.003565,-0.000765,0.130977,0.151283,-0.979775
-0.075301,0.065544,0.003731,0.994997,0.18265,0.011878,0.092132,0.002899,-0.000869,-0.001324,0.130993,0.149359,-0.980068
-0.07437,0.065335,0.004823,0.995077,0.134946,-0.000231,0.054923,0.008043,-0.011273,-0.007865,0.130744,0.147377,-0.980401
-0.074118,0.065339,0.004991,0.995094,0.111252,0.003091,0.037844,0.008982,-0.009286,-0.005607,0.130777,0.146857,-0.980475
-0.073713,0.065411,0.005165,0.995119,0.089138,-0.003698,0.033362,0.007617,-0.008968,-0.002309,0.130944,0.14603,-0.980576
-0.072657,0.065511,0.00561,0.995187,0.04836,-0.021994,0.028108,0.002842,-0.005321,0.0035,0.131207,0.143879,-0.980859
-0.072063,0.065389,0.006049,0.995236,0.022695,-0.034237,0.044748,0.002426,-0.002102,0.002536,0.131027,0.142648,-0.981062
-0.071781,0.06526,0.00654,0.995262,0.011018,-0.042231,0.057077,0.001339,-0.005118,0.001958,0.130841,0.142029,-0.981177
-0.0715,0.065131,0.007032,0.995287,-0.000659,-0.050225,0.069406,0.000252,-0.008135,0.00138,0.130654,0.141411,-0.981291
-0.071335,0.064859,0.007638,0.995312,0.006763,-0.05131,0.062435,0.000333,-0.013223,-0.000238,0.130199,0.14101,-0.981409
-0.071169,0.064586,0.008244,0.995337,0.014184,-0.052394,0.055464,0.000414,-0.018312,-0.001856,0.129743,0.140609,-0.981527
-0.070831,0.063921,0.00915,0.995396,0.022919,-0.049287,0.029564,0.001912,-0.01861,-0.01447,0.128549,0.139841,-0.981794
-0.070616,0.063742,0.00931,0.995421,0.012433,-0.036175,0.01992,-0.001454,-0.016537,-0.006788,0.128216,0.139399,-0.981901
-0.070349,0.063573,0.009437,0.99545,0.008638,-0.031113,0.011356,-0.00335,-0.020315,-0.005589,0.127896,0.138857,-0.982019
