quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,pitch_rad
-0.727466,-0.0,0.663828,-0.173566,-0.010442,-0.003576,0.025561,-1.221499,0.373037,-1.015103,0.965825,-0.252526,0.058414,1.3086061144873904
-0.446674,-0.042792,0.893651,0.006242,-0.014421,-0.000628,0.027402,-1.053241,0.036705,-0.359279,0.797807,0.082059,-0.597303,0.9236492689107495
-0.091811,-0.078489,0.975285,0.185014,-0.018401,0.00232,0.029243,-0.405236,-0.070052,0.014346,0.150041,0.187071,-0.97082,0.1506093927126033
0.108157,-0.092693,0.952392,0.269555,-0.005911,-0.006294,0.012852,0.000579,0.001847,0.001415,-0.255987,0.118251,-0.95942,-0.2588690472563645
0.108176,-0.092766,0.952409,0.269463,-0.007087,0.006537,0.010039,0.001447,0.001043,-0.000901,-0.256049,0.118403,-0.959385,-0.25893334515058136
0.107487,-0.093103,0.952488,0.269343,-0.002125,0.001503,0.00502,-0.002356,-0.001228,0.002629,-0.254913,0.119456,-0.959557,-0.2577581827465791
0.107889,-0.092689,0.952462,0.269414,0.009868,-0.010621,-0.007243,-0.000133,-0.00019,0.001388,-0.255464,0.118431,-0.959537,-0.25832736355326086
0.108178,-0.092773,0.952408,0.269463,0.011012,-0.004868,-0.011282,0.000202,-0.001324,0.001496,-0.256057,0.118415,-0.959381,-0.2589409649358862
0.108089,-0.092712,0.952415,0.269492,0.015646,-0.009071,-0.012419,-0.000418,-0.002071,0.000632,-0.255862,0.118342,-0.959443,-0.25873871493090544
0.108369,-0.092654,0.952346,0.269646,0.01311,0.011364,-0.012703,0.000977,-0.002503,-0.005223,-0.256378,0.118034,-0.959343,-0.2592721824894414
0.108296,-0.092581,0.952336,0.269734,0.008967,0.019933,-0.014753,-0.000405,-0.002048,-0.000527,-0.256212,0.117915,-0.959402,-0.25910222311442627
0.108232,-0.092565,0.952358,0.269688,-0.003941,0.019572,0.00261,-0.000292,-0.001023,0.000413,-0.256078,0.117933,-0.959435,-0.2589633042610499
0.108168,-0.092549,0.95238,0.269643,-0.01685,0.019211,0.019973,-0.000179,1e-06,0.001353,-0.255944,0.117951,-0.959469,-0.2588245792150219
0.107871,-0.092525,0.952462,0.26948,-0.011951,0.002658,0.004135,-0.001739,-0.000483,0.003699,-0.255352,0.118115,-0.959606,-0.25821313172710986
0.10792,-0.092519,0.952448,0.269511,-0.008119,0.002391,-0.002012,8.4e-05,0.001922,0.001931,-0.255446,0.118068,-0.959587,-0.25830913764505736
0.107913,-0.092594,0.952424,0.269572,-0.006656,0.004504,-0.004917,9.3e-05,0.001568,0.001573,-0.25548,0.118197,-0.959562,-0.25834348639651833
0.107906,-0.09267,0.9524,0.269634,-0.005194,0.006617,-0.007822,0.000101,0.001215,0.001215,-0.255513,0.118327,-0.959537,-0.25837860456780576
0.107899,-0.092745,0.952376,0.269696,-0.003731,0.008729,-0.010727,0.00011,0.000861,0.000857,-0.255547,0.118457,-0.959512,-0.25841318533871127
0.107792,-0.092873,0.952362,0.269745,-0.005842,0.00998,0.013004,0.000409,0.002807,0.000489,-0.255418,0.118744,-0.959511,-0.2582800853325435
0.107654,-0.093057,0.952398,0.269609,-0.014277,0.021094,0.023136,0.001662,-0.000208,0.000332,-0.255237,0.119206,-0.959502,-0.2580927291747348
0.107529,-0.093163,0.952425,0.269526,-0.004476,0.010656,0.013555,0.000838,-0.000144,0.002675,-0.255045,0.119498,-0.959517,-0.257895604181417
0.107392,-0.093221,0.952479,0.269371,0.000445,0.013932,0.014392,0.000496,0.001176,-0.000608,-0.2548,0.119725,-0.959553,-0.2576401652282807
