t_sec,event,value
1760109579.839,UPRIGHT_HOLD_START,type=normal_slouch
1760109584.568,SLOUCH_START,type=normal_slouch
1760109585.518,SLOUCHED_HOLD_START,type=normal_slouch
1760109589.068,RECOVERY_START,type=normal_slouch
1760109590.018,UPRIGHT_HOLD_START,type=normal_slouch
1760109598.339,SLOUCH_START,type=fast_slouch
1760109599.289,SLOUCHED_HOLD_START,type=fast_slouch
1760109602.839,RECOVERY_START,type=fast_slouch
1760109603.789,UPRIGHT_HOLD_START,type=fast_slouch
1760109613.839,SLOUCH_START,type=micro_slouch
1760109614.789,SLOUCHED_HOLD_START,type=micro_slouch
1760109618.339,RECOVERY_START,type=micro_slouch
1760109619.289,UPRIGHT_HOLD_START,type=micro_slouch
1760109628.735,NOSLOUCH_START,type=lateral_left
1760109629.685,NOSLOUCHED_HOLD_START,type=lateral_left
1760109633.235,RECOVERY_START,type=lateral_left
1760109634.185,UPRIGHT_HOLD_START,type=lateral_left
1760109644.762,NOSLOUCH_START,type=lateral_right
1760109645.712,NOSLOUCHED_HOLD_START,type=lateral_right
1760109649.262,RECOVERY_START,type=lateral_right
1760109650.212,UPRIGHT_HOLD_START,type=lateral_right
1760109659.642,SLOUCH_START,type=neck_only
1760109660.592,SLOUCHED_HOLD_START,type=neck_only
1760109664.142,RECOVERY_START,type=neck_only
1760109665.092,UPRIGHT_HOLD_START,type=neck_only
1760109675.073,NOSLOUCH_START,type=reach_left
1760109676.023,NOSLOUCHED_HOLD_START,type=reach_left
1760109679.573,RECOVERY_START,type=reach_left
1760109680.523,UPRIGHT_HOLD_START,type=reach_left
1760109688.463,NOSLOUCH_START,type=reach_right
1760109689.413,NOSLOUCHED_HOLD_START,type=reach_right
1760109692.963,RECOVERY_START,type=reach_right
1760109693.913,UPRIGHT_HOLD_START,type=reach_right
1760109704.133,SLOUCH_START,type=normal_slouch
1760109705.083,SLOUCHED_HOLD_START,type=normal_slouch
1760109708.633,RECOVERY_START,type=normal_slouch
1760109709.583,UPRIGHT_HOLD_START,type=normal_slouch
1760109718.349,SLOUCH_START,type=fast_slouch
1760109719.299,SLOUCHED_HOLD_START,type=fast_slouch
1760109722.849,RECOVERY_START,type=fast_slouch
1760109723.799,UPRIGHT_HOLD_START,type=fast_slouch
1760109733.726,SLOUCH_START,type=micro_slouch
1760109734.676,SLOUCHED_HOLD_START,type=micro_slouch
1760109738.226,RECOVERY_START,type=micro_slouch
1760109739.176,UPRIGHT_HOLD_START,type=micro_slouch
1760109749.300,NOSLOUCH_START,type=lateral_left
1760109750.250,NOSLOUCHED_HOLD_START,type=lateral_left
1760109753.800,RECOVERY_START,type=lateral_left
1760109754.750,UPRIGHT_HOLD_START,type=lateral_left
1760109763.342,NOSLOUCH_START,type=lateral_right
1760109764.292,NOSLOUCHED_HOLD_START,type=lateral_right
1760109767.842,RECOVERY_START,type=lateral_right
1760109768.792,UPRIGHT_HOLD_START,type=lateral_right
1760109778.687,SLOUCH_START,type=neck_only
1760109779.637,SLOUCHED_HOLD_START,type=neck_only
1760109783.187,RECOVERY_START,type=neck_only
1760109784.137,UPRIGHT_HOLD_START,type=neck_only
1760109794.589,NOSLOUCH_START,type=reach_left
1760109795.539,NOSLOUCHED_HOLD_START,type=reach_left
1760109799.089,RECOVERY_START,type=reach_left
1760109800.039,UPRIGHT_HOLD_START,type=reach_left
1760109809.379,NOSLOUCH_START,type=reach_right
1760109810.329,NOSLOUCHED_HOLD_START,type=reach_right
1760109813.879,RECOVERY_START,type=reach_right
1760109814.829,UPRIGHT_HOLD_START,type=reach_right
1760109823.730,SLOUCH_START,type=normal_slouch
1760109824.680,SLOUCHED_HOLD_START,type=normal_slouch
1760109828.230,RECOVERY_START,type=normal_slouch
1760109829.180,UPRIGHT_HOLD_START,type=normal_slouch
1760109839.468,SLOUCH_START,type=fast_slouch
1760109840.418,SLOUCHED_HOLD_START,type=fast_slouch
1760109843.968,RECOVERY_START,type=fast_slouch
1760109844.918,UPRIGHT_HOLD_START,type=fast_slouch
1760109854.908,SLOUCH_START,type=micro_slouch
1760109855.858,SLOUCHED_HOLD_START,type=micro_slouch
1760109859.408,RECOVERY_START,type=micro_slouch
1760109860.358,UPRIGHT_HOLD_START,type=micro_slouch
1760109868.302,NOSLOUCH_START,type=lateral_left
1760109869.252,NOSLOUCHED_HOLD_START,type=lateral_left
1760109872.802,RECOVERY_START,type=lateral_left
1760109873.752,UPRIGHT_HOLD_START,type=lateral_left
1760109884.901,NOSLOUCH_START,type=lateral_right
1760109885.851,NOSLOUCHED_HOLD_START,type=lateral_right
1760109889.401,RECOVERY_START,type=lateral_right
1760109890.351,UPRIGHT_HOLD_START,type=lateral_right
1760109899.685,SLOUCH_START,type=neck_only
1760109900.635,SLOUCHED_HOLD_START,type=neck_only
1760109904.185,RECOVERY_START,type=neck_only
1760109905.135,UPRIGHT_HOLD_START,type=neck_only
1760109913.970,NOSLOUCH_START,type=reach_left
1760109914.920,NOSLOUCHED_HOLD_START,type=reach_left
1760109918.470,RECOVERY_START,type=reach_left
1760109919.420,UPRIGHT_HOLD_START,type=reach_left
1760109928.600,NOSLOUCH_START,type=reach_right
1760109929.550,NOSLOUCHED_HOLD_START,type=reach_right
1760109933.100,RECOVERY_START,type=reach_right
1760109934.050,UPRIGHT_HOLD_START,type=reach_right
