timestamp,quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,pitch_rad
1762016262.058058,0.13343,-1.8e-05,-0.0,0.991058,-0.001106,-0.001797,0.003352,0.000279,0.002417,0.003102,-3.6e-05,-0.264473,-0.964393,3.6000003113244404e-05
1762016262.094005,0.133436,-4.5e-05,2e-06,0.991057,0.002774,-0.003983,0.000963,0.000166,0.001437,0.001844,-9e-05,-0.264486,-0.964389,9.000004531876922e-05
1762016262.094309,0.133443,-7.3e-05,3e-06,0.991056,0.006654,-0.006169,-0.001426,5.3e-05,0.000457,0.000586,-0.000145,-0.264499,-0.964386,0.0001449999933290096
1762016262.125531,0.133135,-2.7e-05,-6.7e-05,0.991098,0.014662,-0.00841,-0.007928,0.000358,-0.001992,-0.001647,-3.7e-05,-0.263899,-0.96455,3.70000113661524e-05
1762016262.125929,0.132215,0.00032,-0.000213,0.991221,0.022975,-0.009209,-0.008508,-0.000416,-0.00272,-0.002678,0.00069,-0.262108,-0.965038,-0.0006900002544348859
1762016262.159167,0.132789,7.9e-05,-0.000306,0.991144,0.019468,0.000924,-0.002848,-0.000395,-0.0017,-0.003937,0.000237,-0.263226,-0.964734,-0.00023700004084956759
1762016262.190008,0.133113,8.5e-05,-0.000278,0.991101,0.021023,0.002898,0.002912,-0.000463,-0.001831,-0.002507,0.000243,-0.263856,-0.964562,-0.00024300001458656234
1762016262.190335,0.133436,9.2e-05,-0.000251,0.991057,0.022577,0.004872,0.008672,-0.000532,-0.001963,-0.001077,0.000249,-0.264486,-0.96439,-0.00024899988077515064
1762016262.228964,0.133887,9.8e-05,-4.5e-05,0.990997,0.027639,0.011637,0.011615,0.00037,-0.005224,-0.00223,0.000206,-0.265363,-0.964149,-0.00020599991304120642
1762016262.229204,0.133936,0.000214,2.5e-05,0.99099,0.028305,0.012204,0.015505,-0.000886,-0.006,0.000287,0.000417,-0.265459,-0.964122,-0.0004170000359681316
1762016262.2591,0.134246,0.000121,0.000264,0.990948,0.027784,0.001853,0.011958,3.3e-05,-0.008405,0.004896,0.000168,-0.266061,-0.963956,-0.00016800002986427595
1762016262.289881,0.134494,0.000112,0.000336,0.990914,0.023893,-0.004313,0.011936,-0.001261,-0.007166,0.005438,0.000132,-0.266545,-0.963822,-0.00013200005964259044
1762016262.290235,0.134743,0.000104,0.000409,0.99088,0.020003,-0.010479,0.011915,-0.002556,-0.005927,0.00598,9.5e-05,-0.267029,-0.963689,-9.499995337504767e-05
1762016262.325512,0.135301,-0.000122,0.000618,0.990804,0.005604,-0.013337,0.015709,-0.005413,-0.006404,0.000863,-0.00041,-0.268114,-0.963387,0.00041000005312951906
1762016262.325845,0.135534,-0.000187,0.000706,0.990772,0.000597,-0.009084,0.017211,-0.005694,-0.00889,-0.002367,-0.000562,-0.268566,-0.963261,0.0005620000952478797
1762016262.361959,0.135954,-0.000282,0.000952,0.990715,0.001899,0.003461,0.015082,-0.004293,-0.011112,-0.003769,-0.000818,-0.269383,-0.963033,0.0008179999158030126
1762016262.391701,0.136088,-0.000327,0.001025,0.990696,0.002949,0.007557,0.008681,-0.004188,-0.011693,-0.002464,-0.000927,-0.269643,-0.96296,0.0009270000547231551
1762016262.392015,0.136222,-0.000372,0.001097,0.990678,0.003999,0.011653,0.00228,-0.004084,-0.012274,-0.001159,-0.001037,-0.269903,-0.962887,0.0010370001446145594
1762016262.427798,0.136543,-0.000416,0.001013,0.990634,-0.001815,0.010727,-0.01448,-0.003048,-0.006857,0.000122,-0.001101,-0.270527,-0.962712,0.001100999966525802
1762016262.428298,0.136661,-0.000443,0.000946,0.990617,-0.00701,0.010055,-0.019106,-0.003029,-0.003246,0.00033,-0.001137,-0.270758,-0.962647,0.0011369999982837617
1762016262.459407,0.136827,-0.000496,0.000663,0.990595,-0.023743,0.007204,-0.018653,-0.001464,0.001232,-0.000999,-0.001164,-0.271079,-0.962556,0.0011640007096676583
1762016262.489576,0.136814,-0.0005,0.000556,0.990597,-0.02762,0.009477,-0.018443,-0.000615,0.001267,-0.000553,-0.001143,-0.271054,-0.962564,0.0011429996593987904
1762016262.489914,0.136801,-0.000504,0.00045,0.990598,-0.031496,0.011751,-0.018234,0.000233,0.001302,-0.000106,-0.001122,-0.271029,-0.962571,0.0011219997261547414
1762016262.520483,0.136559,-0.000446,0.000205,0.990632,-0.02222,0.007435,-0.01646,0.003038,0.004034,0.00232,-0.000939,-0.27056,-0.962703,0.0009389998274010735
1762016262.555333,0.136441,-0.000455,0.000129,0.990648,-0.019059,0.002947,-0.014069,0.003241,0.005985,0.002546,-0.000937,-0.27033,-0.962767,0.0009370003792502235
1762016262.555893,0.136322,-0.000464,5.3e-05,0.990664,-0.015897,-0.001541,-0.011677,0.003444,0.007935,0.002771,-0.000935,-0.270099,-0.962832,0.0009350002277466278
1762016262.586643,0.136036,-0.000596,-1.5e-05,0.990704,-0.015395,-0.008735,0.003003,0.003532,0.009515,-0.000483,-0.001176,-0.269543,-0.962988,0.0011759998594816242
1762016262.58714,0.135897,-0.000651,-9e-06,0.990723,-0.015038,-0.010793,0.005021,0.003622,0.007066,-0.001742,-0.001288,-0.269273,-0.963063,0.0012880003886796248
1762016262.633154,0.135645,-0.000707,0.000104,0.990757,-0.006012,-0.007906,0.012062,0.002281,0.003077,-0.003487,-0.001428,-0.268782,-0.9632,0.0014280004548326954
1762016262.633373,0.135576,-0.00072,0.000163,0.990767,-0.004044,-0.004701,0.012204,0.001591,0.002663,-0.002953,-0.001471,-0.268648,-0.963237,0.0014710009498010877
1762016262.664416,0.135327,-0.000703,0.000393,0.990801,-0.000803,-0.003062,0.015418,0.001728,0.00148,-0.002797,-0.0015,-0.268163,-0.963372,0.0015000011212867605
1762016262.670028,0.135233,-0.000658,0.000546,0.990813,0.003058,0.000549,0.005942,-0.000616,-0.001066,-0.002331,-0.001451,-0.267981,-0.963423,0.0014510006552064796
1762016262.698106,0.135205,-0.000644,0.000582,0.990817,0.004568,0.001712,0.000348,-0.000136,-0.001333,-0.003378,-0.001434,-0.267927,-0.963438,0.001434000696869501
1762016262.729186,0.135202,-0.000589,0.000571,0.990818,0.004942,0.006026,-0.004089,6.2e-05,-0.001105,-0.003392,-0.001321,-0.26792,-0.96344,0.001321000711120988
1762016262.729515,0.135198,-0.000533,0.00056,0.990818,0.005315,0.010341,-0.008527,0.00026,-0.000877,-0.003406,-0.001208,-0.267912,-0.963443,0.0012079998629913665
