t_sec,event,value
1762016262.058,UPRIGHT_HOLD_START,type=normal_slouch
1762016266.787,SLOUCH_START,type=normal_slouch
1762016267.737,SLOUCHED_HOLD_START,type=normal_slouch
1762016271.287,RECOVERY_START,type=normal_slouch
1762016272.237,UPRIGHT_HOLD_START,type=normal_slouch
1762016280.558,SLOUCH_START,type=fast_slouch
1762016281.508,SLOUCHED_HOLD_START,type=fast_slouch
1762016285.058,RECOVERY_START,type=fast_slouch
1762016286.008,UPRIGHT_HOLD_START,type=fast_slouch
1762016296.058,SLOUCH_START,type=micro_slouch
1762016297.008,SLOUCHED_HOLD_START,type=micro_slouch
1762016300.558,RECOVERY_START,type=micro_slouch
1762016301.508,UPRIGHT_HOLD_START,type=micro_slouch
1762016310.954,NOSLOUCH_START,type=lateral_left
1762016311.904,NOSLOUCHED_HOLD_START,type=lateral_left
1762016315.454,RECOVERY_START,type=lateral_left
1762016316.404,UPRIGHT_HOLD_START,type=lateral_left
1762016326.981,NOSLOUCH_START,type=lateral_right
1762016327.931,NOSLOUCHED_HOLD_START,type=lateral_right
1762016331.481,RECOVERY_START,type=lateral_right
1762016332.431,UPRIGHT_HOLD_START,type=lateral_right
1762016341.861,SLOUCH_START,type=neck_only
1762016342.811,SLOUCHED_HOLD_START,type=neck_only
1762016346.361,RECOVERY_START,type=neck_only
1762016347.311,UPRIGHT_HOLD_START,type=neck_only
1762016357.292,NOSLOUCH_START,type=reach_left
1762016358.242,NOSLOUCHED_HOLD_START,type=reach_left
1762016361.792,RECOVERY_START,type=reach_left
1762016362.742,UPRIGHT_HOLD_START,type=reach_left
1762016370.682,NOSLOUCH_START,type=reach_right
1762016371.632,NOSLOUCHED_HOLD_START,type=reach_right
1762016375.182,RECOVERY_START,type=reach_right
1762016376.132,UPRIGHT_HOLD_START,type=reach_right
1762016386.352,SLOUCH_START,type=normal_slouch
1762016387.302,SLOUCHED_HOLD_START,type=normal_slouch
1762016390.852,RECOVERY_START,type=normal_slouch
1762016391.802,UPRIGHT_HOLD_START,type=normal_slouch
1762016400.568,SLOUCH_START,type=fast_slouch
1762016401.518,SLOUCHED_HOLD_START,type=fast_slouch
1762016405.068,RECOVERY_START,type=fast_slouch
1762016406.018,UPRIGHT_HOLD_START,type=fast_slouch
1762016415.945,SLOUCH_START,type=micro_slouch
1762016416.895,SLOUCHED_HOLD_START,type=micro_slouch
1762016420.445,RECOVERY_START,type=micro_slouch
1762016421.395,UPRIGHT_HOLD_START,type=micro_slouch
1762016431.519,NOSLOUCH_START,type=lateral_left
1762016432.469,NOSLOUCHED_HOLD_START,type=lateral_left
1762016436.019,RECOVERY_START,type=lateral_left
1762016436.969,UPRIGHT_HOLD_START,type=lateral_left
1762016445.561,NOSLOUCH_START,type=lateral_right
1762016446.511,NOSLOUCHED_HOLD_START,type=lateral_right
1762016450.061,RECOVERY_START,type=lateral_right
1762016451.011,UPRIGHT_HOLD_START,type=lateral_right
1762016460.906,SLOUCH_START,type=neck_only
1762016461.856,SLOUCHED_HOLD_START,type=neck_only
1762016465.406,RECOVERY_START,type=neck_only
1762016466.356,UPRIGHT_HOLD_START,type=neck_only
1762016476.808,NOSLOUCH_START,type=reach_left
1762016477.758,NOSLOUCHED_HOLD_START,type=reach_left
1762016481.308,RECOVERY_START,type=reach_left
1762016482.258,UPRIGHT_HOLD_START,type=reach_left
1762016491.598,NOSLOUCH_START,type=reach_right
1762016492.548,NOSLOUCHED_HOLD_START,type=reach_right
1762016496.098,RECOVERY_START,type=reach_right
1762016497.048,UPRIGHT_HOLD_START,type=reach_right
1762016505.949,SLOUCH_START,type=normal_slouch
1762016506.899,SLOUCHED_HOLD_START,type=normal_slouch
1762016510.449,RECOVERY_START,type=normal_slouch
1762016511.399,UPRIGHT_HOLD_START,type=normal_slouch
1762016521.687,SLOUCH_START,type=fast_slouch
1762016522.637,SLOUCHED_HOLD_START,type=fast_slouch
1762016526.187,RECOVERY_START,type=fast_slouch
1762016527.137,UPRIGHT_HOLD_START,type=fast_slouch
1762016537.127,SLOUCH_START,type=micro_slouch
1762016538.077,SLOUCHED_HOLD_START,type=micro_slouch
1762016541.627,RECOVERY_START,type=micro_slouch
1762016542.577,UPRIGHT_HOLD_START,type=micro_slouch
1762016550.521,NOSLOUCH_START,type=lateral_left
1762016551.471,NOSLOUCHED_HOLD_START,type=lateral_left
1762016555.021,RECOVERY_START,type=lateral_left
1762016555.971,UPRIGHT_HOLD_START,type=lateral_left
1762016567.120,NOSLOUCH_START,type=lateral_right
1762016568.070,NOSLOUCHED_HOLD_START,type=lateral_right
1762016571.620,RECOVERY_START,type=lateral_right
1762016572.570,UPRIGHT_HOLD_START,type=lateral_right
1762016581.904,SLOUCH_START,type=neck_only
1762016582.854,SLOUCHED_HOLD_START,type=neck_only
1762016586.404,RECOVERY_START,type=neck_only
1762016587.354,UPRIGHT_HOLD_START,type=neck_only
1762016596.189,NOSLOUCH_START,type=reach_left
1762016597.139,NOSLOUCHED_HOLD_START,type=reach_left
1762016600.689,RECOVERY_START,type=reach_left
1762016601.639,UPRIGHT_HOLD_START,type=reach_left
1762016610.819,NOSLOUCH_START,type=reach_right
1762016611.769,NOSLOUCHED_HOLD_START,type=reach_right
1762016615.319,RECOVERY_START,type=reach_right
1762016616.269,UPRIGHT_HOLD_START,type=reach_right
