t_sec,event,value
1760174062.698,UPRIGHT_HOLD_START,type=normal_slouch
1760174067.427,SLOUCH_START,type=normal_slouch
1760174068.377,SLOUCHED_HOLD_START,type=normal_slouch
1760174071.927,RECOVERY_START,type=normal_slouch
1760174072.877,UPRIGHT_HOLD_START,type=normal_slouch
1760174081.198,SLOUCH_START,type=fast_slouch
1760174082.148,SLOUCHED_HOLD_START,type=fast_slouch
1760174085.698,RECOVERY_START,type=fast_slouch
1760174086.648,UPRIGHT_HOLD_START,type=fast_slouch
1760174096.698,SLOUCH_START,type=micro_slouch
1760174097.648,SLOUCHED_HOLD_START,type=micro_slouch
1760174101.198,RECOVERY_START,type=micro_slouch
1760174102.148,UPRIGHT_HOLD_START,type=micro_slouch
1760174111.594,NOSLOUCH_START,type=lateral_left
1760174112.544,NOSLOUCHED_HOLD_START,type=lateral_left
1760174116.094,RECOVERY_START,type=lateral_left
1760174117.044,UPRIGHT_HOLD_START,type=lateral_left
1760174127.621,NOSLOUCH_START,type=lateral_right
1760174128.571,NOSLOUCHED_HOLD_START,type=lateral_right
1760174132.121,RECOVERY_START,type=lateral_right
1760174133.071,UPRIGHT_HOLD_START,type=lateral_right
1760174142.501,SLOUCH_START,type=neck_only
1760174143.451,SLOUCHED_HOLD_START,type=neck_only
1760174147.001,RECOVERY_START,type=neck_only
1760174147.951,UPRIGHT_HOLD_START,type=neck_only
1760174157.932,NOSLOUCH_START,type=reach_left
1760174158.882,NOSLOUCHED_HOLD_START,type=reach_left
1760174162.432,RECOVERY_START,type=reach_left
1760174163.382,UPRIGHT_HOLD_START,type=reach_left
1760174171.322,NOSLOUCH_START,type=reach_right
1760174172.272,NOSLOUCHED_HOLD_START,type=reach_right
1760174175.822,RECOVERY_START,type=reach_right
1760174176.772,UPRIGHT_HOLD_START,type=reach_right
1760174186.992,SLOUCH_START,type=normal_slouch
1760174187.942,SLOUCHED_HOLD_START,type=normal_slouch
1760174191.492,RECOVERY_START,type=normal_slouch
1760174192.442,UPRIGHT_HOLD_START,type=normal_slouch
1760174201.208,SLOUCH_START,type=fast_slouch
1760174202.158,SLOUCHED_HOLD_START,type=fast_slouch
1760174205.708,RECOVERY_START,type=fast_slouch
1760174206.658,UPRIGHT_HOLD_START,type=fast_slouch
1760174216.585,SLOUCH_START,type=micro_slouch
1760174217.535,SLOUCHED_HOLD_START,type=micro_slouch
1760174221.085,RECOVERY_START,type=micro_slouch
1760174222.035,UPRIGHT_HOLD_START,type=micro_slouch
1760174232.159,NOSLOUCH_START,type=lateral_left
1760174233.109,NOSLOUCHED_HOLD_START,type=lateral_left
1760174236.659,RECOVERY_START,type=lateral_left
1760174237.609,UPRIGHT_HOLD_START,type=lateral_left
1760174246.201,NOSLOUCH_START,type=lateral_right
1760174247.151,NOSLOUCHED_HOLD_START,type=lateral_right
1760174250.701,RECOVERY_START,type=lateral_right
1760174251.651,UPRIGHT_HOLD_START,type=lateral_right
1760174261.546,SLOUCH_START,type=neck_only
1760174262.496,SLOUCHED_HOLD_START,type=neck_only
1760174266.046,RECOVERY_START,type=neck_only
1760174266.996,UPRIGHT_HOLD_START,type=neck_only
1760174277.448,NOSLOUCH_START,type=reach_left
1760174278.398,NOSLOUCHED_HOLD_START,type=reach_left
1760174281.948,RECOVERY_START,type=reach_left
1760174282.898,UPRIGHT_HOLD_START,type=reach_left
1760174292.238,NOSLOUCH_START,type=reach_right
1760174293.188,NOSLOUCHED_HOLD_START,type=reach_right
1760174296.738,RECOVERY_START,type=reach_right
1760174297.688,UPRIGHT_HOLD_START,type=reach_right
1760174306.589,SLOUCH_START,type=normal_slouch
1760174307.539,SLOUCHED_HOLD_START,type=normal_slouch
1760174311.089,RECOVERY_START,type=normal_slouch
1760174312.039,UPRIGHT_HOLD_START,type=normal_slouch
1760174322.327,SLOUCH_START,type=fast_slouch
1760174323.277,SLOUCHED_HOLD_START,type=fast_slouch
1760174326.827,RECOVERY_START,type=fast_slouch
1760174327.777,UPRIGHT_HOLD_START,type=fast_slouch
1760174337.767,SLOUCH_START,type=micro_slouch
1760174338.717,SLOUCHED_HOLD_START,type=micro_slouch
1760174342.267,RECOVERY_START,type=micro_slouch
1760174343.217,UPRIGHT_HOLD_START,type=micro_slouch
1760174351.161,NOSLOUCH_START,type=lateral_left
1760174352.111,NOSLOUCHED_HOLD_START,type=lateral_left
1760174355.661,RECOVERY_START,type=lateral_left
1760174356.611,UPRIGHT_HOLD_START,type=lateral_left
1760174367.760,NOSLOUCH_START,type=lateral_right
1760174368.710,NOSLOUCHED_HOLD_START,type=lateral_right
1760174372.260,RECOVERY_START,type=lateral_right
1760174373.210,UPRIGHT_HOLD_START,type=lateral_right
1760174382.544,SLOUCH_START,type=neck_only
1760174383.494,SLOUCHED_HOLD_START,type=neck_only
1760174387.044,RECOVERY_START,type=neck_only
1760174387.994,UPRIGHT_HOLD_START,type=neck_only
1760174396.829,NOSLOUCH_START,type=reach_left
1760174397.779,NOSLOUCHED_HOLD_START,type=reach_left
1760174401.329,RECOVERY_START,type=reach_left
1760174402.279,UPRIGHT_HOLD_START,type=reach_left
1760174411.459,NOSLOUCH_START,type=reach_right
1760174412.409,NOSLOUCHED_HOLD_START,type=reach_right
1760174415.959,RECOVERY_START,type=reach_right
1760174416.909,UPRIGHT_HOLD_START,type=reach_right
