t_sec,event,value
1763483073.739,UPRIGHT_HOLD_START,type=normal_slouch
1763483079.468,SLOUCH_START,type=normal_slouch
1763483080.418,SLOUCHED_HOLD_START,type=normal_slouch
1763483083.968,RECOVERY_START,type=normal_slouch
1763483084.918,UPRIGHT_HOLD_START,type=normal_slouch
1763483093.239,SLOUCH_START,type=fast_slouch
1763483094.189,SLOUCHED_HOLD_START,type=fast_slouch
1763483097.739,RECOVERY_START,type=fast_slouch
1763483098.689,UPRIGHT_HOLD_START,type=fast_slouch
1763483108.739,SLOUCH_START,type=micro_slouch
1763483109.689,SLOUCHED_HOLD_START,type=micro_slouch
1763483113.239,RECOVERY_START,type=micro_slouch
1763483114.189,UPRIGHT_HOLD_START,type=micro_slouch
1763483123.635,NOSLOUCH_START,type=lateral_left
1763483124.585,NOSLOUCHED_HOLD_START,type=lateral_left
1763483128.135,RECOVERY_START,type=lateral_left
1763483129.085,UPRIGHT_HOLD_START,type=lateral_left
1763483139.662,NOSLOUCH_START,type=lateral_right
1763483140.612,NOSLOUCHED_HOLD_START,type=lateral_right
1763483144.162,RECOVERY_START,type=lateral_right
1763483145.112,UPRIGHT_HOLD_START,type=lateral_right
1763483154.542,SLOUCH_START,type=neck_only
1763483155.492,SLOUCHED_HOLD_START,type=neck_only
1763483159.042,RECOVERY_START,type=neck_only
1763483159.992,UPRIGHT_HOLD_START,type=neck_only
1763483169.973,NOSLOUCH_START,type=reach_left
1763483170.923,NOSLOUCHED_HOLD_START,type=reach_left
1763483174.473,RECOVERY_START,type=reach_left
1763483175.423,UPRIGHT_HOLD_START,type=reach_left
1763483183.363,NOSLOUCH_START,type=reach_right
1763483184.313,NOSLOUCHED_HOLD_START,type=reach_right
1763483187.863,RECOVERY_START,type=reach_right
1763483188.813,UPRIGHT_HOLD_START,type=reach_right
1763483199.033,SLOUCH_START,type=normal_slouch
1763483199.983,SLOUCHED_HOLD_START,type=normal_slouch
1763483203.533,RECOVERY_START,type=normal_slouch
1763483204.483,UPRIGHT_HOLD_START,type=normal_slouch
1763483213.249,SLOUCH_START,type=fast_slouch
1763483214.199,SLOUCHED_HOLD_START,type=fast_slouch
1763483217.749,RECOVERY_START,type=fast_slouch
1763483218.699,UPRIGHT_HOLD_START,type=fast_slouch
1763483228.626,SLOUCH_START,type=micro_slouch
1763483229.576,SLOUCHED_HOLD_START,type=micro_slouch
1763483233.126,RECOVERY_START,type=micro_slouch
1763483234.076,UPRIGHT_HOLD_START,type=micro_slouch
1763483244.200,NOSLOUCH_START,type=lateral_left
1763483245.150,NOSLOUCHED_HOLD_START,type=lateral_left
1763483248.700,RECOVERY_START,type=lateral_left
1763483249.650,UPRIGHT_HOLD_START,type=lateral_left
1763483258.242,NOSLOUCH_START,type=lateral_right
1763483259.192,NOSLOUCHED_HOLD_START,type=lateral_right
1763483262.742,RECOVERY_START,type=lateral_right
1763483263.692,UPRIGHT_HOLD_START,type=lateral_right
1763483273.587,SLOUCH_START,type=neck_only
1763483274.537,SLOUCHED_HOLD_START,type=neck_only
1763483278.087,RECOVERY_START,type=neck_only
1763483279.037,UPRIGHT_HOLD_START,type=neck_only
1763483289.489,NOSLOUCH_START,type=reach_left
1763483290.439,NOSLOUCHED_HOLD_START,type=reach_left
1763483293.989,RECOVERY_START,type=reach_left
1763483294.939,UPRIGHT_HOLD_START,type=reach_left
1763483304.279,NOSLOUCH_START,type=reach_right
1763483305.229,NOSLOUCHED_HOLD_START,type=reach_right
1763483308.779,RECOVERY_START,type=reach_right
1763483309.729,UPRIGHT_HOLD_START,type=reach_right
1763483318.630,SLOUCH_START,type=normal_slouch
1763483319.580,SLOUCHED_HOLD_START,type=normal_slouch
1763483323.130,RECOVERY_START,type=normal_slouch
1763483324.080,UPRIGHT_HOLD_START,type=normal_slouch
1763483334.368,SLOUCH_START,type=fast_slouch
1763483335.318,SLOUCHED_HOLD_START,type=fast_slouch
1763483338.868,RECOVERY_START,type=fast_slouch
1763483339.818,UPRIGHT_HOLD_START,type=fast_slouch
1763483349.808,SLOUCH_START,type=micro_slouch
1763483350.758,SLOUCHED_HOLD_START,type=micro_slouch
1763483354.308,RECOVERY_START,type=micro_slouch
1763483355.258,UPRIGHT_HOLD_START,type=micro_slouch
1763483363.202,NOSLOUCH_START,type=lateral_left
1763483364.152,NOSLOUCHED_HOLD_START,type=lateral_left
1763483367.702,RECOVERY_START,type=lateral_left
1763483368.652,UPRIGHT_HOLD_START,type=lateral_left
1763483379.801,NOSLOUCH_START,type=lateral_right
1763483380.751,NOSLOUCHED_HOLD_START,type=lateral_right
1763483384.301,RECOVERY_START,type=lateral_right
1763483385.251,UPRIGHT_HOLD_START,type=lateral_right
1763483394.585,SLOUCH_START,type=neck_only
1763483395.535,SLOUCHED_HOLD_START,type=neck_only
1763483399.085,RECOVERY_START,type=neck_only
1763483400.035,UPRIGHT_HOLD_START,type=neck_only
1763483408.870,NOSLOUCH_START,type=reach_left
1763483409.820,NOSLOUCHED_HOLD_START,type=reach_left
1763483413.370,RECOVERY_START,type=reach_left
1763483414.320,UPRIGHT_HOLD_START,type=reach_left
1763483423.500,NOSLOUCH_START,type=reach_right
1763483424.450,NOSLOUCHED_HOLD_START,type=reach_right
1763483428.000,RECOVERY_START,type=reach_right
1763483428.950,UPRIGHT_HOLD_START,type=reach_right
