t_sec,event,value
1762015683.464,UPRIGHT_HOLD_START,type=normal_slouch
1762015688.193,SLOUCH_START,type=normal_slouch
1762015689.143,SLOUCHED_HOLD_START,type=normal_slouch
1762015692.693,RECOVERY_START,type=normal_slouch
1762015693.643,UPRIGHT_HOLD_START,type=normal_slouch
1762015701.964,SLOUCH_START,type=fast_slouch
1762015702.914,SLOUCHED_HOLD_START,type=fast_slouch
1762015706.464,RECOVERY_START,type=fast_slouch
1762015707.414,UPRIGHT_HOLD_START,type=fast_slouch
1762015717.464,SLOUCH_START,type=micro_slouch
1762015718.414,SLOUCHED_HOLD_START,type=micro_slouch
1762015721.964,RECOVERY_START,type=micro_slouch
1762015722.914,UPRIGHT_HOLD_START,type=micro_slouch
1762015732.360,NOSLOUCH_START,type=lateral_left
1762015733.310,NOSLOUCHED_HOLD_START,type=lateral_left
1762015736.860,RECOVERY_START,type=lateral_left
1762015737.810,UPRIGHT_HOLD_START,type=lateral_left
1762015748.387,NOSLOUCH_START,type=lateral_right
1762015749.337,NOSLOUCHED_HOLD_START,type=lateral_right
1762015752.887,RECOVERY_START,type=lateral_right
1762015753.837,UPRIGHT_HOLD_START,type=lateral_right
1762015763.267,SLOUCH_START,type=neck_only
1762015764.217,SLOUCHED_HOLD_START,type=neck_only
1762015767.767,RECOVERY_START,type=neck_only
1762015768.717,UPRIGHT_HOLD_START,type=neck_only
1762015778.698,NOSLOUCH_START,type=reach_left
1762015779.648,NOSLOUCHED_HOLD_START,type=reach_left
1762015783.198,RECOVERY_START,type=reach_left
1762015784.148,UPRIGHT_HOLD_START,type=reach_left
1762015792.088,NOSLOUCH_START,type=reach_right
1762015793.038,NOSLOUCHED_HOLD_START,type=reach_right
1762015796.588,RECOVERY_START,type=reach_right
1762015797.538,UPRIGHT_HOLD_START,type=reach_right
1762015807.758,SLOUCH_START,type=normal_slouch
1762015808.708,SLOUCHED_HOLD_START,type=normal_slouch
1762015812.258,RECOVERY_START,type=normal_slouch
1762015813.208,UPRIGHT_HOLD_START,type=normal_slouch
1762015821.974,SLOUCH_START,type=fast_slouch
1762015822.924,SLOUCHED_HOLD_START,type=fast_slouch
1762015826.474,RECOVERY_START,type=fast_slouch
1762015827.424,UPRIGHT_HOLD_START,type=fast_slouch
1762015837.351,SLOUCH_START,type=micro_slouch
1762015838.301,SLOUCHED_HOLD_START,type=micro_slouch
1762015841.851,RECOVERY_START,type=micro_slouch
1762015842.801,UPRIGHT_HOLD_START,type=micro_slouch
1762015852.925,NOSLOUCH_START,type=lateral_left
1762015853.875,NOSLOUCHED_HOLD_START,type=lateral_left
1762015857.425,RECOVERY_START,type=lateral_left
1762015858.375,UPRIGHT_HOLD_START,type=lateral_left
1762015866.967,NOSLOUCH_START,type=lateral_right
1762015867.917,NOSLOUCHED_HOLD_START,type=lateral_right
1762015871.467,RECOVERY_START,type=lateral_right
1762015872.417,UPRIGHT_HOLD_START,type=lateral_right
1762015882.312,SLOUCH_START,type=neck_only
1762015883.262,SLOUCHED_HOLD_START,type=neck_only
1762015886.812,RECOVERY_START,type=neck_only
1762015887.762,UPRIGHT_HOLD_START,type=neck_only
1762015898.214,NOSLOUCH_START,type=reach_left
1762015899.164,NOSLOUCHED_HOLD_START,type=reach_left
1762015902.714,RECOVERY_START,type=reach_left
1762015903.664,UPRIGHT_HOLD_START,type=reach_left
1762015913.004,NOSLOUCH_START,type=reach_right
1762015913.954,NOSLOUCHED_HOLD_START,type=reach_right
1762015917.504,RECOVERY_START,type=reach_right
1762015918.454,UPRIGHT_HOLD_START,type=reach_right
1762015927.355,SLOUCH_START,type=normal_slouch
1762015928.305,SLOUCHED_HOLD_START,type=normal_slouch
1762015931.855,RECOVERY_START,type=normal_slouch
1762015932.805,UPRIGHT_HOLD_START,type=normal_slouch
1762015943.093,SLOUCH_START,type=fast_slouch
1762015944.043,SLOUCHED_HOLD_START,type=fast_slouch
1762015947.593,RECOVERY_START,type=fast_slouch
1762015948.543,UPRIGHT_HOLD_START,type=fast_slouch
1762015958.533,SLOUCH_START,type=micro_slouch
1762015959.483,SLOUCHED_HOLD_START,type=micro_slouch
1762015963.033,RECOVERY_START,type=micro_slouch
1762015963.983,UPRIGHT_HOLD_START,type=micro_slouch
1762015971.927,NOSLOUCH_START,type=lateral_left
1762015972.877,NOSLOUCHED_HOLD_START,type=lateral_left
1762015976.427,RECOVERY_START,type=lateral_left
1762015977.377,UPRIGHT_HOLD_START,type=lateral_left
1762015988.526,NOSLOUCH_START,type=lateral_right
1762015989.476,NOSLOUCHED_HOLD_START,type=lateral_right
1762015993.026,RECOVERY_START,type=lateral_right
1762015993.976,UPRIGHT_HOLD_START,type=lateral_right
1762016003.310,SLOUCH_START,type=neck_only
1762016004.260,SLOUCHED_HOLD_START,type=neck_only
1762016007.810,RECOVERY_START,type=neck_only
1762016008.760,UPRIGHT_HOLD_START,type=neck_only
1762016017.595,NOSLOUCH_START,type=reach_left
1762016018.545,NOSLOUCHED_HOLD_START,type=reach_left
1762016022.095,RECOVERY_START,type=reach_left
1762016023.045,UPRIGHT_HOLD_START,type=reach_left
1762016032.225,NOSLOUCH_START,type=reach_right
1762016033.175,NOSLOUCHED_HOLD_START,type=reach_right
1762016036.725,RECOVERY_START,type=reach_right
1762016037.675,UPRIGHT_HOLD_START,type=reach_right
