t_sec,event,value
1760732785.306,UPRIGHT_HOLD_START,type=normal_slouch
1760732790.085,SLOUCH_START,type=normal_slouch
1760732790.185,SLOUCHED_HOLD_START,type=normal_slouch
1760732794.585,RECOVERY_START,type=normal_slouch
1760732794.685,UPRIGHT_HOLD_START,type=normal_slouch
1760732803.856,SLOUCH_START,type=fast_slouch
1760732803.956,SLOUCHED_HOLD_START,type=fast_slouch
1760732808.356,RECOVERY_START,type=fast_slouch
1760732808.456,UPRIGHT_HOLD_START,type=fast_slouch
1760732819.356,SLOUCH_START,type=micro_slouch
1760732819.456,SLOUCHED_HOLD_START,type=micro_slouch
1760732823.856,RECOVERY_START,type=micro_slouch
1760732823.956,UPRIGHT_HOLD_START,type=micro_slouch
1760732834.252,NOSLOUCH_START,type=lateral_left
1760732834.352,NOSLOUCHED_HOLD_START,type=lateral_left
1760732838.752,RECOVERY_START,type=lateral_left
1760732838.852,UPRIGHT_HOLD_START,type=lateral_left
1760732850.279,NOSLOUCH_START,type=lateral_right
1760732850.379,NOSLOUCHED_HOLD_START,type=lateral_right
1760732854.779,RECOVERY_START,type=lateral_right
1760732854.879,UPRIGHT_HOLD_START,type=lateral_right
1760732865.159,SLOUCH_START,type=neck_only
1760732865.259,SLOUCHED_HOLD_START,type=neck_only
1760732869.659,RECOVERY_START,type=neck_only
1760732869.759,UPRIGHT_HOLD_START,type=neck_only
1760732880.590,NOSLOUCH_START,type=reach_left
1760732880.690,NOSLOUCHED_HOLD_START,type=reach_left
1760732885.090,RECOVERY_START,type=reach_left
1760732885.190,UPRIGHT_HOLD_START,type=reach_left
1760732893.980,NOSLOUCH_START,type=reach_right
1760732894.080,NOSLOUCHED_HOLD_START,type=reach_right
1760732898.480,RECOVERY_START,type=reach_right
1760732898.580,UPRIGHT_HOLD_START,type=reach_right
1760732909.650,SLOUCH_START,type=normal_slouch
1760732909.750,SLOUCHED_HOLD_START,type=normal_slouch
1760732914.150,RECOVERY_START,type=normal_slouch
1760732914.250,UPRIGHT_HOLD_START,type=normal_slouch
1760732923.866,SLOUCH_START,type=fast_slouch
1760732923.966,SLOUCHED_HOLD_START,type=fast_slouch
1760732928.366,RECOVERY_START,type=fast_slouch
1760732928.466,UPRIGHT_HOLD_START,type=fast_slouch
1760732939.243,SLOUCH_START,type=micro_slouch
1760732939.343,SLOUCHED_HOLD_START,type=micro_slouch
1760732943.743,RECOVERY_START,type=micro_slouch
1760732943.843,UPRIGHT_HOLD_START,type=micro_slouch
1760732954.817,NOSLOUCH_START,type=lateral_left
1760732954.917,NOSLOUCHED_HOLD_START,type=lateral_left
1760732959.317,RECOVERY_START,type=lateral_left
1760732959.417,UPRIGHT_HOLD_START,type=lateral_left
1760732968.859,NOSLOUCH_START,type=lateral_right
1760732968.959,NOSLOUCHED_HOLD_START,type=lateral_right
1760732973.359,RECOVERY_START,type=lateral_right
1760732973.459,UPRIGHT_HOLD_START,type=lateral_right
1760732984.204,SLOUCH_START,type=neck_only
1760732984.304,SLOUCHED_HOLD_START,type=neck_only
1760732988.704,RECOVERY_START,type=neck_only
1760732988.804,UPRIGHT_HOLD_START,type=neck_only
1760733000.106,NOSLOUCH_START,type=reach_left
1760733000.206,NOSLOUCHED_HOLD_START,type=reach_left
1760733004.606,RECOVERY_START,type=reach_left
1760733004.706,UPRIGHT_HOLD_START,type=reach_left
1760733014.896,NOSLOUCH_START,type=reach_right
1760733014.996,NOSLOUCHED_HOLD_START,type=reach_right
1760733019.396,RECOVERY_START,type=reach_right
1760733019.496,UPRIGHT_HOLD_START,type=reach_right
1760733029.247,SLOUCH_START,type=normal_slouch
1760733029.347,SLOUCHED_HOLD_START,type=normal_slouch
1760733033.747,RECOVERY_START,type=normal_slouch
1760733033.847,UPRIGHT_HOLD_START,type=normal_slouch
1760733044.985,SLOUCH_START,type=fast_slouch
1760733045.085,SLOUCHED_HOLD_START,type=fast_slouch
1760733049.485,RECOVERY_START,type=fast_slouch
1760733049.585,UPRIGHT_HOLD_START,type=fast_slouch
1760733060.425,SLOUCH_START,type=micro_slouch
1760733060.525,SLOUCHED_HOLD_START,type=micro_slouch
1760733064.925,RECOVERY_START,type=micro_slouch
1760733065.025,UPRIGHT_HOLD_START,type=micro_slouch
1760733073.819,NOSLOUCH_START,type=lateral_left
1760733073.919,NOSLOUCHED_HOLD_START,type=lateral_left
1760733078.319,RECOVERY_START,type=lateral_left
1760733078.419,UPRIGHT_HOLD_START,type=lateral_left
1760733090.418,NOSLOUCH_START,type=lateral_right
1760733090.518,NOSLOUCHED_HOLD_START,type=lateral_right
1760733094.918,RECOVERY_START,type=lateral_right
1760733095.018,UPRIGHT_HOLD_START,type=lateral_right
1760733105.202,SLOUCH_START,type=neck_only
1760733105.302,SLOUCHED_HOLD_START,type=neck_only
1760733109.702,RECOVERY_START,type=neck_only
1760733109.802,UPRIGHT_HOLD_START,type=neck_only
1760733119.487,NOSLOUCH_START,type=reach_left
1760733119.587,NOSLOUCHED_HOLD_START,type=reach_left
1760733123.987,RECOVERY_START,type=reach_left
1760733124.087,UPRIGHT_HOLD_START,type=reach_left
1760733134.117,NOSLOUCH_START,type=reach_right
1760733134.217,NOSLOUCHED_HOLD_START,type=reach_right
1760733138.617,RECOVERY_START,type=reach_right
1760733138.717,UPRIGHT_HOLD_START,type=reach_right
