t_sec,event,value
1760172672.830,UPRIGHT_HOLD_START,type=normal_slouch
1760172677.059,SLOUCH_START,type=normal_slouch
1760172678.059,SLOUCHED_HOLD_START,type=normal_slouch
1760172681.559,RECOVERY_START,type=normal_slouch
1760172682.559,UPRIGHT_HOLD_START,type=normal_slouch
1760172690.830,SLOUCH_START,type=fast_slouch
1760172691.830,SLOUCHED_HOLD_START,type=fast_slouch
1760172695.330,RECOVERY_START,type=fast_slouch
1760172696.330,UPRIGHT_HOLD_START,type=fast_slouch
1760172706.330,SLOUCH_START,type=micro_slouch
1760172707.330,SLOUCHED_HOLD_START,type=micro_slouch
1760172710.830,RECOVERY_START,type=micro_slouch
1760172711.830,UPRIGHT_HOLD_START,type=micro_slouch
1760172721.226,NOSLOUCH_START,type=lateral_left
1760172722.226,NOSLOUCHED_HOLD_START,type=lateral_left
1760172725.726,RECOVERY_START,type=lateral_left
1760172726.726,UPRIGHT_HOLD_START,type=lateral_left
1760172737.253,NOSLOUCH_START,type=lateral_right
1760172738.253,NOSLOUCHED_HOLD_START,type=lateral_right
1760172741.753,RECOVERY_START,type=lateral_right
1760172742.753,UPRIGHT_HOLD_START,type=lateral_right
1760172752.133,SLOUCH_START,type=neck_only
1760172753.133,SLOUCHED_HOLD_START,type=neck_only
1760172756.633,RECOVERY_START,type=neck_only
1760172757.633,UPRIGHT_HOLD_START,type=neck_only
1760172767.564,NOSLOUCH_START,type=reach_left
1760172768.564,NOSLOUCHED_HOLD_START,type=reach_left
1760172772.064,RECOVERY_START,type=reach_left
1760172773.064,UPRIGHT_HOLD_START,type=reach_left
1760172780.954,NOSLOUCH_START,type=reach_right
1760172781.954,NOSLOUCHED_HOLD_START,type=reach_right
1760172785.454,RECOVERY_START,type=reach_right
1760172786.454,UPRIGHT_HOLD_START,type=reach_right
1760172796.624,SLOUCH_START,type=normal_slouch
1760172797.624,SLOUCHED_HOLD_START,type=normal_slouch
1760172801.124,RECOVERY_START,type=normal_slouch
1760172802.124,UPRIGHT_HOLD_START,type=normal_slouch
1760172810.840,SLOUCH_START,type=fast_slouch
1760172811.840,SLOUCHED_HOLD_START,type=fast_slouch
1760172815.340,RECOVERY_START,type=fast_slouch
1760172816.340,UPRIGHT_HOLD_START,type=fast_slouch
1760172826.217,SLOUCH_START,type=micro_slouch
1760172827.217,SLOUCHED_HOLD_START,type=micro_slouch
1760172830.717,RECOVERY_START,type=micro_slouch
1760172831.717,UPRIGHT_HOLD_START,type=micro_slouch
1760172841.791,NOSLOUCH_START,type=lateral_left
1760172842.791,NOSLOUCHED_HOLD_START,type=lateral_left
1760172846.291,RECOVERY_START,type=lateral_left
1760172847.291,UPRIGHT_HOLD_START,type=lateral_left
1760172855.833,NOSLOUCH_START,type=lateral_right
1760172856.833,NOSLOUCHED_HOLD_START,type=lateral_right
1760172860.333,RECOVERY_START,type=lateral_right
1760172861.333,UPRIGHT_HOLD_START,type=lateral_right
1760172871.178,SLOUCH_START,type=neck_only
1760172872.178,SLOUCHED_HOLD_START,type=neck_only
1760172875.678,RECOVERY_START,type=neck_only
1760172876.678,UPRIGHT_HOLD_START,type=neck_only
1760172887.080,NOSLOUCH_START,type=reach_left
1760172888.080,NOSLOUCHED_HOLD_START,type=reach_left
1760172891.580,RECOVERY_START,type=reach_left
1760172892.580,UPRIGHT_HOLD_START,type=reach_left
1760172901.870,NOSLOUCH_START,type=reach_right
1760172902.870,NOSLOUCHED_HOLD_START,type=reach_right
1760172906.370,RECOVERY_START,type=reach_right
1760172907.370,UPRIGHT_HOLD_START,type=reach_right
1760172916.221,SLOUCH_START,type=normal_slouch
1760172917.221,SLOUCHED_HOLD_START,type=normal_slouch
1760172920.721,RECOVERY_START,type=normal_slouch
1760172921.721,UPRIGHT_HOLD_START,type=normal_slouch
1760172931.959,SLOUCH_START,type=fast_slouch
1760172932.959,SLOUCHED_HOLD_START,type=fast_slouch
1760172936.459,RECOVERY_START,type=fast_slouch
1760172937.459,UPRIGHT_HOLD_START,type=fast_slouch
1760172947.399,SLOUCH_START,type=micro_slouch
1760172948.399,SLOUCHED_HOLD_START,type=micro_slouch
1760172951.899,RECOVERY_START,type=micro_slouch
1760172952.899,UPRIGHT_HOLD_START,type=micro_slouch
1760172960.793,NOSLOUCH_START,type=lateral_left
1760172961.793,NOSLOUCHED_HOLD_START,type=lateral_left
1760172965.293,RECOVERY_START,type=lateral_left
1760172966.293,UPRIGHT_HOLD_START,type=lateral_left
1760172977.392,NOSLOUCH_START,type=lateral_right
1760172978.392,NOSLOUCHED_HOLD_START,type=lateral_right
1760172981.892,RECOVERY_START,type=lateral_right
1760172982.892,UPRIGHT_HOLD_START,type=lateral_right
1760172992.176,SLOUCH_START,type=neck_only
1760172993.176,SLOUCHED_HOLD_START,type=neck_only
1760172996.676,RECOVERY_START,type=neck_only
1760172997.676,UPRIGHT_HOLD_START,type=neck_only
1760173006.461,NOSLOUCH_START,type=reach_left
1760173007.461,NOSLOUCHED_HOLD_START,type=reach_left
1760173010.961,RECOVERY_START,type=reach_left
1760173011.961,UPRIGHT_HOLD_START,type=reach_left
1760173021.091,NOSLOUCH_START,type=reach_right
1760173022.091,NOSLOUCHED_HOLD_START,type=reach_right
1760173025.591,RECOVERY_START,type=reach_right
1760173026.591,UPRIGHT_HOLD_START,type=reach_right
