quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z
-0.070365,0.362188,0.0,0.929445,0.182905,-0.012846,-0.153291,-0.499631,0.091958,-0.230579,0.673269,0.1308,-0.727737
-0.100527,0.10002,-0.111429,0.983603,0.173798,-0.025706,-0.186952,-0.003611,0.002285,-0.001756,0.174356,0.220048,-0.959781
-0.09952,0.099582,-0.112826,0.98359,0.167047,-0.023435,-0.201495,-0.00223,0.000832,-0.004342,0.173438,0.218245,-0.960358
-0.09861,0.099193,-0.114368,0.983543,0.168038,-0.021012,-0.235975,-0.003121,-0.005692,-0.003867,0.172565,0.216664,-0.960873
-0.099781,0.099178,-0.118983,0.982879,0.178977,-0.020234,-0.329488,-0.006471,-0.017468,-0.010208,0.171216,0.219747,-0.960415
-0.099702,0.098744,-0.120821,0.982706,0.179982,-0.011189,-0.35397,-0.007975,-0.019482,-0.011374,0.169981,0.219817,-0.960618
-0.097964,0.097829,-0.126633,0.982241,0.205942,-0.00075,-0.403065,-0.014768,-0.024096,-0.012179,0.167373,0.217225,-0.961665
-0.096032,0.097317,-0.12956,0.9821,0.235018,0.001801,-0.414404,-0.017249,-0.022759,-0.012136,0.166266,0.213844,-0.962614
-0.091687,0.096183,-0.135764,0.981789,0.278512,0.035917,-0.405452,-0.017702,-0.015319,-0.019571,0.163967,0.206152,-0.964685
-0.089694,0.095709,-0.138598,0.981624,0.29526,0.048755,-0.396995,-0.018087,-0.013736,-0.018313,0.163038,0.202621,-0.96559
-0.087721,0.09512,-0.141431,0.981455,0.30586,0.06355,-0.394845,-0.017544,-0.017008,-0.016672,0.161899,0.199095,-0.966514
-0.082265,0.093713,-0.149231,0.980908,0.345016,0.100902,-0.425501,-0.016949,-0.026909,-0.022462,0.159294,0.189359,-0.968901
-0.07932,0.093234,-0.153524,0.980534,0.379826,0.119143,-0.451312,-0.016524,-0.030365,-0.021007,0.158483,0.184178,-0.970032
-0.076372,0.092753,-0.157813,0.980132,0.414637,0.137384,-0.477124,-0.016142,-0.033807,-0.019586,0.157715,0.178984,-0.971129
-0.073422,0.092269,-0.162097,0.979704,0.449447,0.155626,-0.502936,-0.015803,-0.037237,-0.018199,0.156989,0.173777,-0.972191
-0.070416,0.092012,-0.165986,0.979298,0.467558,0.15932,-0.513344,-0.017358,-0.032386,-0.014162,0.156839,0.168463,-0.97315
-0.062705,0.091567,-0.175208,0.978256,0.475097,0.169645,-0.514897,-0.01482,-0.019679,-0.008496,0.157179,0.15477,-0.975367
-0.059546,0.091522,-0.178821,0.977804,0.468014,0.175784,-0.509019,-0.012534,-0.01808,-0.006864,0.157685,0.149182,-0.976156
-0.052989,0.091571,-0.186712,0.976701,0.46134,0.1876,-0.508265,-0.011454,-0.023563,-0.003711,0.159087,0.137704,-0.977614
-0.050083,0.091642,-0.19044,0.976128,0.458908,0.182536,-0.512153,-0.010474,-0.024879,0.000266,0.159834,0.132679,-0.978187
-0.047378,0.091753,-0.19425,0.975502,0.447952,0.172565,-0.52456,-0.011092,-0.020313,-0.003267,0.160604,0.12808,-0.978674
-0.04134,0.092117,-0.203235,0.97391,0.39225,0.162395,-0.507812,-0.013485,-0.010332,0.004435,0.162623,0.117966,-0.979611
-0.039409,0.092204,-0.206165,0.973366,0.376734,0.140894,-0.492821,-0.012818,-0.012581,0.009694,0.163247,0.114737,-0.979891
-0.034362,0.092149,-0.213862,0.971901,0.334574,0.117014,-0.439006,-0.00553,-0.01819,-0.005559,0.164421,0.106206,-0.980656
-0.032558,0.092113,-0.216825,0.971309,0.318101,0.105951,-0.4287,-0.006604,-0.020959,-0.006145,0.164822,0.103193,-0.98091
-0.030754,0.092076,-0.219786,0.970706,0.301629,0.094887,-0.418393,-0.007695,-0.023728,-0.006743,0.165239,0.10018,-0.981152
-0.027168,0.091767,-0.226503,0.969297,0.223314,0.060127,-0.382927,0.000678,-0.025694,-0.007681,0.165591,0.094239,-0.981682
-0.02606,0.091517,-0.229807,0.968573,0.167299,0.046244,-0.371686,0.002368,-0.027229,-0.005486,0.165304,0.092546,-0.981891
-0.024953,0.091266,-0.233109,0.967837,0.111283,0.032362,-0.360445,0.004047,-0.028762,-0.003297,0.165028,0.09085,-0.982096
-0.023845,0.091014,-0.236408,0.967088,0.055267,0.01848,-0.349205,0.005714,-0.030293,-0.001112,0.164763,0.089152,-0.982296
-0.023536,0.090804,-0.238674,0.966559,0.038298,-0.00377,-0.335383,0.001165,-0.032763,0.00405,0.164301,0.088842,-0.982401
-0.022933,0.090235,-0.243503,0.965421,0.013945,-0.032503,-0.283072,-0.001381,-0.0355,-0.002073,0.163061,0.088225,-0.982664
-0.022714,0.089965,-0.24524,0.965012,0.016131,-0.040998,-0.26372,-0.00142,-0.034517,-0.003987,0.162493,0.087965,-0.982781
-0.022354,0.089735,-0.2467,0.964669,0.021089,-0.028147,-0.232558,-0.001056,-0.032592,-0.00455,0.1621,0.087403,-0.982896
-0.021993,0.089505,-0.24816,0.964325,0.026046,-0.015296,-0.201397,-0.000694,-0.030666,-0.005114,0.161709,0.08684,-0.98301
-0.020743,0.088963,-0.251018,0.963662,0.063527,-0.003485,-0.136525,-0.002748,-0.021387,-0.001536,0.161048,0.084641,-0.98331
-0.019971,0.088669,-0.251804,0.963501,0.086115,-0.010093,-0.101845,-0.001834,-0.017307,-0.003003,0.160809,0.083138,-0.983478
-0.017565,0.087961,-0.252898,0.963326,0.154729,0.001936,-0.021851,0.001325,-0.014502,-0.005593,0.160586,0.078332,-0.983909
-0.016052,0.087689,-0.252875,0.963383,0.198095,0.009784,0.019008,-0.000315,-0.01182,-0.000541,0.160838,0.075276,-0.984106
-0.014538,0.087417,-0.252851,0.963438,0.241461,0.017633,0.059868,-0.001954,-0.009136,0.004503,0.161089,0.07222,-0.984294
-0.009762,0.086476,-0.251585,0.963915,0.336053,0.026616,0.168215,0.003782,-0.005632,0.000867,0.161799,0.062332,-0.984853
-0.007308,0.086049,-0.250562,0.964241,0.365089,0.036284,0.214413,0.005068,-0.00606,0.001081,0.162282,0.057214,-0.985084
-0.004014,0.085768,-0.248673,0.964774,0.364305,0.052017,0.233312,0.007932,-0.01078,-0.000584,0.163497,0.050402,-0.985255
-0.00072,0.085486,-0.246781,0.965293,0.36352,0.067751,0.25221,0.010826,-0.015494,-0.002293,0.164682,0.043583,-0.985383
0.002573,0.085203,-0.244886,0.965797,0.362736,0.083484,0.271108,0.01375,-0.020201,-0.004045,0.165837,0.036759,-0.985468
0.008561,0.085212,-0.241126,0.966708,0.333476,0.095128,0.251469,0.011652,-0.028819,0.003944,0.168878,0.024541,-0.985331
0.010801,0.085353,-0.239758,0.967013,0.311909,0.08225,0.223957,0.007659,-0.027976,0.012947,0.170255,0.020038,-0.985196
0.012848,0.085332,-0.238624,0.96727,0.285228,0.066583,0.19816,0.009949,-0.02485,0.007765,0.171209,0.01587,-0.985107
0.0174,0.085496,-0.236085,0.967808,0.214728,0.064301,0.159537,0.008549,-0.025146,-0.00109,0.173703,0.00669,-0.984775
0.01909,0.085576,-0.235127,0.968002,0.197268,0.054653,0.156347,0.004948,-0.027554,-0.00202,0.174652,0.003284,-0.984625
0.02212,0.085624,-0.233156,0.96841,0.175533,0.039312,0.15525,0.004159,-0.026744,0.000251,0.176154,-0.002914,-0.984358
0.023317,0.085588,-0.232175,0.968621,0.150033,0.041751,0.164622,0.005035,-0.02328,-0.00695,0.176631,-0.005429,-0.984262
0.024515,0.085551,-0.231194,0.968829,0.124533,0.044191,0.173994,0.005917,-0.019816,-0.014158,0.177103,-0.007944,-0.98416
0.026682,0.086111,-0.228266,0.969416,0.054101,0.058989,0.189135,-0.003959,-0.0305,0.003713,0.179135,-0.01242,-0.983746
0.027218,0.086212,-0.227233,0.969635,0.047703,0.050093,0.172541,-0.000942,-0.033784,-0.000947,0.179557,-0.013603,-0.983653
0.027754,0.086312,-0.2262,0.969852,0.041305,0.041196,0.155947,0.002077,-0.037067,-0.005608,0.179976,-0.014787,-0.98356
0.028812,0.086804,-0.223944,0.970301,0.022834,0.052668,0.127197,-9.5e-05,-0.044717,-0.002346,0.181356,-0.017034,-0.98327
0.029231,0.086961,-0.223153,0.970457,0.037335,0.030952,0.117884,-0.007381,-0.050742,0.004951,0.181829,-0.017924,-0.983167
0.030286,0.086502,-0.222056,0.970717,0.065711,-0.011994,0.115085,-0.011446,-0.044621,0.00715,0.181389,-0.020382,-0.9832
0.031197,0.085978,-0.221154,0.97094,0.074714,-0.029703,0.122662,-0.01235,-0.039442,0.004051,0.180758,-0.022551,-0.983269
0.032107,0.085454,-0.220251,0.971162,0.083717,-0.047411,0.130239,-0.013249,-0.034265,0.000948,0.180123,-0.024719,-0.983333
0.033989,0.084159,-0.218063,0.971705,0.071735,-0.04678,0.152621,-0.016437,-0.032691,-0.001591,0.178378,-0.02935,-0.983524
0.034645,0.083675,-0.217144,0.971929,0.064056,-0.046041,0.153157,-0.017308,-0.031489,-0.001785,0.177698,-0.031005,-0.983596
0.035226,0.08325,-0.21623,0.972149,0.052981,-0.032023,0.145882,-0.016016,-0.033581,-0.00316,0.177097,-0.032487,-0.983657
0.036511,0.08239,-0.214081,0.97265,0.051185,-0.016244,0.118992,-0.008683,-0.042899,-0.004885,0.175907,-0.035749,-0.983758
0.037042,0.082057,-0.213332,0.972823,0.052318,-0.000265,0.100713,-0.003487,-0.046664,-0.012727,0.175459,-0.037059,-0.983789
