quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z
-0.018422,0.394425,0.0,0.918743,-0.016934,-0.000713,0.031701,-0.613777,0.069254,-0.307874,0.724751,0.03385,-0.688179
-0.032083,0.225424,-0.072951,0.970996,-0.007371,-0.00741,0.022259,-0.324064,0.006328,-0.094874,0.433091,0.095194,-0.896309
-0.03724,0.154609,-0.101648,0.982027,0.000925,-0.014742,0.015125,-0.187136,-0.002514,-0.040065,0.29609,0.104573,-0.949418
-0.042174,0.082869,-0.129735,0.987179,0.009221,-0.022074,0.007992,-0.043787,-0.002175,-0.005076,0.15267,0.104769,-0.982708
-0.043411,0.060872,-0.13812,0.987589,-0.000833,-0.025282,-0.006416,0.006086,0.001578,0.000914,0.108242,0.10256,-0.98882
-0.043037,0.060695,-0.138157,0.987612,-0.003718,-0.024587,-0.009638,0.005999,0.00193,0.000859,0.107995,0.101779,-0.988928
-0.042663,0.060518,-0.138193,0.987634,-0.006604,-0.023892,-0.012861,0.005913,0.002282,0.000803,0.107748,0.100998,-0.989035
-0.042867,0.06068,-0.138346,0.987593,-0.014606,-0.020554,-0.013141,0.005386,0.00181,-0.000662,0.107994,0.101459,-0.988961
-0.04306,0.060925,-0.138381,0.987565,-0.016302,-0.018808,-0.01462,0.004292,0.000997,-0.000789,0.108417,0.10191,-0.988868
-0.043727,0.06165,-0.138549,0.987467,-0.030957,-0.012966,-0.015279,0.003407,0.005424,0.000394,0.109637,0.10344,-0.988575
-0.044057,0.061881,-0.138581,0.987433,-0.042676,-0.011178,-0.008339,0.003163,0.008331,-0.000197,0.109996,0.104159,-0.988459
-0.044388,0.062113,-0.138614,0.9874,-0.054396,-0.009391,-0.001399,0.002919,0.011239,-0.000788,0.110355,0.104877,-0.988343
-0.044719,0.062219,-0.138565,0.987385,-0.063526,-0.003596,0.005421,0.00343,0.010702,-0.001153,0.110475,0.105551,-0.988258
-0.04589,0.062659,-0.138244,0.987348,-0.067948,0.00854,0.019438,0.003648,0.007543,-0.002614,0.111044,0.107944,-0.987936
-0.046511,0.062914,-0.138061,0.987328,-0.057398,0.010648,0.018054,0.003635,0.004946,-0.001241,0.111391,0.109216,-0.987757
-0.047132,0.063169,-0.137879,0.987308,-0.046848,0.012757,0.016671,0.003621,0.002348,0.000131,0.111738,0.110487,-0.987576
-0.048037,0.063659,-0.137662,0.987263,-0.024785,0.01839,0.002593,0.004603,-1.4e-05,0.000643,0.11247,0.112377,-0.98728
-0.048212,0.063845,-0.137643,0.987246,-0.017193,0.017178,0.002435,0.00464,-0.000379,0.001006,0.11279,0.11277,-0.987199
-0.048387,0.064032,-0.137623,0.987228,-0.009602,0.015967,0.002278,0.004677,-0.000744,0.001369,0.113111,0.113162,-0.987117
-0.048147,0.064534,-0.137732,0.987191,0.026363,0.023839,-0.007904,0.005118,-0.005566,-0.003438,0.114151,0.112838,-0.987034
-0.047855,0.064732,-0.137826,0.98718,0.039096,0.02324,-0.013619,0.00341,-0.006199,-0.003219,0.114612,0.112327,-0.987039
-0.047564,0.06493,-0.13792,0.987167,0.051829,0.022641,-0.019335,0.001703,-0.006832,-0.003001,0.115073,0.111817,-0.987044
-0.046448,0.065191,-0.138346,0.987144,0.075585,0.017152,-0.018299,1.1e-05,-0.003018,-0.005984,0.115855,0.109741,-0.987185
-0.045851,0.065361,-0.138464,0.987144,0.07961,0.029517,-0.012426,0.001276,-0.003076,-0.00826,0.116345,0.108624,-0.987251
-0.045254,0.065531,-0.138582,0.987144,0.083635,0.041882,-0.006553,0.00254,-0.003135,-0.010537,0.116835,0.107506,-0.987316
-0.043972,0.066057,-0.138656,0.987156,0.067365,0.048925,0.006535,-0.003327,-0.004202,-0.004983,0.118223,0.105132,-0.987406
-0.043555,0.066236,-0.138648,0.987164,0.064978,0.039276,0.001629,-0.005775,-0.006437,-0.002319,0.118693,0.104358,-0.987432
-0.043122,0.066338,-0.138733,0.987164,0.05973,0.022342,-0.008671,-0.006422,-0.006458,-0.003092,0.119008,0.103545,-0.987479
-0.042358,0.066397,-0.139016,0.987153,0.030426,0.007412,-0.012558,-0.003617,-0.006029,-0.004978,0.119312,0.102088,-0.987594
-0.042155,0.0663,-0.139108,0.987156,0.029836,-0.001303,-0.012182,-0.00567,-0.009807,0.000609,0.11917,0.101672,-0.987654
-0.041952,0.066203,-0.139199,0.987158,0.029246,-0.010018,-0.011806,-0.007723,-0.013585,0.006196,0.119027,0.101257,-0.987714
-0.041454,0.06545,-0.139448,0.987194,0.02064,-0.039322,-0.011486,-0.007866,-0.006824,0.008841,0.117662,0.100099,-0.987996
-0.041369,0.065153,-0.139473,0.987214,0.010204,-0.037532,-0.005491,-0.008003,-0.005544,0.006703,0.117101,0.099855,-0.988087
-0.041285,0.064856,-0.139498,0.987233,-0.000232,-0.035742,0.000504,-0.008139,-0.004265,0.004565,0.116539,0.09961,-0.988178
-0.041253,0.064209,-0.139404,0.98729,-0.025349,-0.018877,0.006018,-0.008242,0.005408,-0.006222,0.115285,0.09936,-0.988351
-0.041469,0.064106,-0.139285,0.987305,-0.038903,-0.007842,0.015318,-0.004908,0.005419,-0.007091,0.115032,0.099742,-0.988342
-0.041684,0.064002,-0.139165,0.987319,-0.052457,0.003193,0.024618,-0.001575,0.00543,-0.007959,0.11478,0.100125,-0.988332
-0.042276,0.064007,-0.139034,0.987312,-0.026678,-5.1e-05,-0.01168,-0.003661,0.000573,-0.001878,0.114634,0.101277,-0.988232
-0.042451,0.063895,-0.139166,0.987293,-0.020343,-0.005942,-0.018247,-0.002001,0.006141,-0.000705,0.11435,0.101607,-0.988231
-0.042626,0.063783,-0.139298,0.987274,-0.014009,-0.011833,-0.024814,-0.000342,0.01171,0.000468,0.114066,0.101938,-0.98823
-0.043155,0.063447,-0.139738,0.987211,-0.039708,-0.024554,-0.023082,-0.001212,0.030596,0.00283,0.11321,0.102939,-0.988224
-0.04349,0.063336,-0.139735,0.987204,-0.051566,-0.019471,-0.002233,0.000936,0.031774,0.003522,0.112897,0.103568,-0.988194
-0.043826,0.063225,-0.139732,0.987196,-0.063424,-0.014388,0.018617,0.003085,0.032953,0.004214,0.112584,0.104198,-0.988164
-0.044828,0.063338,-0.139193,0.98722,-0.029625,0.009589,0.037548,0.008024,0.010646,-0.000572,0.112578,0.106142,-0.987958
-0.045023,0.063544,-0.13897,0.98723,-0.002142,0.018448,0.032164,0.008249,0.005226,-2.3e-05,0.112951,0.106557,-0.98787
-0.045218,0.06375,-0.138746,0.987239,0.025341,0.027306,0.026779,0.008473,-0.000194,0.000525,0.113325,0.106973,-0.987783
-0.044938,0.064406,-0.138638,0.987224,0.062063,0.035561,-0.002209,0.008251,-0.003827,0.002405,0.114707,0.106586,-0.987665
-0.044099,0.064768,-0.138909,0.987201,0.060661,0.014374,-0.02251,0.00678,-0.000938,0.007792,0.115626,0.105062,-0.987721
-0.043682,0.064738,-0.139074,0.987198,0.051191,-0.009177,-0.012593,0.004717,0.003984,0.007436,0.115669,0.104253,-0.987802
-0.043404,0.064652,-0.139137,0.987207,0.036201,-0.012882,-0.001922,0.005645,0.006749,0.002277,0.115572,0.103688,-0.987872
-0.04322,0.06458,-0.13908,0.987227,0.023589,-0.014734,0.013319,0.004835,0.008025,-0.000214,0.115489,0.103299,-0.987923
-0.043036,0.064509,-0.139023,0.987248,0.010977,-0.016586,0.028559,0.004025,0.009302,-0.002706,0.115406,0.10291,-0.987973
-0.042977,0.064424,-0.138173,0.987376,0.002761,-0.011543,0.063842,0.002427,-0.00085,-0.004159,0.115344,0.102673,-0.988005
-0.04297,0.064418,-0.137725,0.987439,0.006946,-0.014083,0.059645,0.001436,-0.004742,-0.003007,0.115381,0.102604,-0.988008
-0.042963,0.064411,-0.137277,0.987502,0.01113,-0.016624,0.055447,0.000445,-0.008634,-0.001856,0.115417,0.102536,-0.988011
-0.042929,0.064265,-0.136615,0.987605,0.002862,-0.017058,0.029175,-0.000818,-0.008462,-0.000379,0.115207,0.102352,-0.988054
-0.042987,0.06413,-0.136523,0.987624,-0.008452,-0.027286,0.013881,-0.002088,-0.005167,0.000478,0.114935,0.102419,-0.988079
-0.043044,0.063995,-0.13643,0.987643,-0.019766,-0.037515,-0.001414,-0.003357,-0.001872,0.001335,0.114663,0.102487,-0.988104
-0.043735,0.063541,-0.136406,0.987645,-0.073244,-0.028481,-0.00257,-0.003106,0.004732,-0.003674,0.11358,0.103725,-0.9881
-0.04482,0.063294,-0.136236,0.987636,-0.08802,-0.029551,0.01474,-0.006935,-0.002393,-5.8e-05,0.11281,0.105778,-0.98797
-0.04546,0.063184,-0.136124,0.987629,-0.087775,-0.017848,-0.001365,-0.006198,-0.00997,-0.003772,0.112429,0.106997,-0.987882
-0.046073,0.063074,-0.136174,0.987601,-0.084051,-0.022549,-0.011388,-0.006468,-0.007049,-0.004772,0.112035,0.108181,-0.987798
-0.046763,0.063073,-0.136252,0.987558,-0.099466,-0.005493,-0.012336,-0.00452,-0.00431,-0.008908,0.111833,0.10955,-0.98767
-0.047454,0.063072,-0.136329,0.987514,-0.114882,0.011562,-0.013285,-0.002572,-0.001571,-0.013046,0.11163,0.11092,-0.98754
-0.049431,0.063607,-0.136245,0.987395,-0.143591,0.031709,-0.000202,-0.004226,-0.008687,-0.005984,0.112142,0.114947,-0.987021
-0.050142,0.063873,-0.13627,0.987338,-0.122022,0.031608,-0.009577,-0.003562,-0.014678,-0.004894,0.112463,0.116421,-0.986812
-0.050852,0.064138,-0.136296,0.987281,-0.100453,0.031507,-0.018952,-0.002898,-0.020669,-0.003807,0.112783,0.117895,-0.986601
-0.051798,0.064656,-0.136701,0.987142,-0.036098,0.030909,-0.02934,-0.002875,-0.016933,-0.000653,0.113488,0.119942,-0.986273
-0.051846,0.064787,-0.136915,0.987101,-0.024988,0.027879,-0.027539,-0.002848,-0.012311,0.001414,0.113707,0.120096,-0.986229
-0.051894,0.064919,-0.13713,0.98706,-0.013877,0.024849,-0.025738,-0.002821,-0.007689,0.003481,0.113925,0.12025,-0.986185
-0.051728,0.065133,-0.137475,0.987007,-0.019413,0.01341,-0.01459,-0.001437,0.004247,0.002541,0.11435,0.12002,-0.986164
-0.051812,0.065125,-0.137546,0.986993,-0.029334,-0.000321,-0.013876,-0.001585,0.005674,0.004579,0.114303,0.120192,-0.986148
-0.051896,0.065118,-0.137618,0.986979,-0.039254,-0.014052,-0.013162,-0.001734,0.007101,0.006618,0.114256,0.120363,-0.986133
-0.052698,0.06488,-0.137622,0.986952,-0.06158,-0.022303,8.9e-05,0.003978,0.004538,-0.002377,0.113561,0.121878,-0.986027
-0.053193,0.064851,-0.137601,0.98693,-0.061218,-0.015144,0.000995,0.004236,0.00348,-0.003218,0.113369,0.122844,-0.985929
-0.053689,0.064823,-0.137581,0.986908,-0.060855,-0.007985,0.001902,0.004495,0.002423,-0.00406,0.113176,0.123809,-0.985831
-0.05469,0.064713,-0.137637,0.986852,-0.047197,-0.019971,-0.012557,0.000699,0.000801,0.000472,0.11267,0.125756,-0.985642
-0.055052,0.06468,-0.137667,0.98683,-0.049584,-0.012496,-0.008114,0.00178,0.000624,0.000471,0.1125,0.126462,-0.985572
-0.055413,0.064648,-0.137697,0.986808,-0.051971,-0.005022,-0.003671,0.00286,0.000447,0.000469,0.112329,0.127168,-0.9855
-0.056011,0.064855,-0.137765,0.986751,-0.017681,0.014355,-0.011542,0.003615,-0.009151,0.000373,0.112558,0.128408,-0.985313
-0.055974,0.064984,-0.137913,0.986724,-7.2e-05,0.020011,-0.020189,0.003991,-0.008036,-0.000867,0.112803,0.128387,-0.985288
-0.055937,0.065113,-0.138062,0.986697,0.017537,0.025667,-0.028837,0.004367,-0.006922,-0.002108,0.113048,0.128366,-0.985263
-0.055438,0.065553,-0.138709,0.986605,0.037694,0.039269,-0.044233,0.00625,-0.001952,-0.002467,0.11397,0.127577,-0.985259
-0.055064,0.065768,-0.139074,0.98656,0.041063,0.037786,-0.046479,0.003835,0.001021,-0.001752,0.114453,0.126942,-0.985285
-0.05469,0.065984,-0.139439,0.986515,0.044432,0.036302,-0.048726,0.00142,0.003994,-0.001038,0.114936,0.126307,-0.98531
-0.053929,0.066179,-0.140134,0.986445,0.037887,0.01004,-0.028597,0.001423,0.011904,-0.002389,0.11545,0.124944,-0.985424
-0.053711,0.066271,-0.140281,0.98643,0.034525,0.014353,-0.013901,0.003513,0.011211,-0.005891,0.115674,0.124558,-0.985446
-0.05308,0.066518,-0.140377,0.986434,0.038765,0.013792,0.001589,3.3e-05,0.002887,0.001626,0.116329,0.123396,-0.985516
-0.052862,0.066507,-0.140369,0.986448,0.034122,2e-06,0.005278,-0.000609,0.003104,0.004517,0.11637,0.122961,-0.985565
-0.052762,0.066428,-0.140325,0.986465,0.024729,-0.005645,0.007761,0.000254,0.002819,0.003806,0.116251,0.122739,-0.985607
-0.052663,0.06635,-0.140281,0.986481,0.015335,-0.011292,0.010244,0.001117,0.002534,0.003094,0.116131,0.122517,-0.985649
-0.052718,0.066139,-0.140099,0.986518,-0.007542,-0.019301,0.009305,-0.000537,0.000668,0.001755,0.115723,0.122547,-0.985693
-0.052984,0.065947,-0.139983,0.986534,-0.024175,-0.010225,0.003129,0.001381,0.002591,-0.00354,0.115284,0.123003,-0.985687
-0.053284,0.06591,-0.139917,0.986529,-0.033327,-0.009579,0.005927,-0.000393,0.003092,-0.004226,0.115134,0.123576,-0.985633
-0.053603,0.065962,-0.139826,0.986521,-0.038875,0.003329,0.007204,0.000304,0.000326,-0.0065,0.115157,0.124207,-0.985551
-0.054189,0.066131,-0.139655,0.986502,-0.031165,0.008935,0.004562,-0.000342,-0.002067,-0.002048,0.115341,0.125385,-0.985381
-0.054385,0.066224,-0.13959,0.986494,-0.029356,0.008868,0.007438,-0.000709,-0.001137,-0.000334,0.115475,0.125789,-0.985313
-0.054581,0.066316,-0.139526,0.986486,-0.027546,0.008801,0.010314,-0.001077,-0.000206,0.00138,0.115609,0.126192,-0.985246
-0.054695,0.066373,-0.13947,0.986484,-0.019671,0.004459,0.007096,-0.00186,-0.000331,0.002412,0.115695,0.126425,-0.985206
-0.054809,0.066429,-0.139413,0.986482,-0.011795,0.000117,0.003878,-0.002642,-0.000455,0.003444,0.115781,0.126658,-0.985166
-0.054786,0.066329,-0.139335,0.986501,0.007423,-0.005262,0.009398,-0.000902,0.003802,0.000504,0.115599,0.126577,-0.985198
-0.054621,0.066308,-0.139044,0.986553,3.7e-05,0.007233,0.026225,0.001095,0.011294,-0.008789,0.115644,0.126212,-0.98524
-0.054741,0.066475,-0.138698,0.986584,-0.012066,0.01511,0.039727,0.000906,0.010871,-0.00648,0.115982,0.126452,-0.985169
-0.05486,0.066642,-0.138352,0.986614,-0.024169,0.022988,0.053229,0.000718,0.010449,-0.004171,0.116319,0.126692,-0.985098
-0.05498,0.066808,-0.138006,0.986645,-0.036272,0.030866,0.066732,0.000529,0.010027,-0.001863,0.116657,0.126932,-0.985028
-0.055496,0.067409,-0.137131,0.986697,-0.02753,0.024512,0.034837,-0.003151,0.00335,0.00156,0.117805,0.128003,-0.984752
-0.055681,0.067566,-0.136927,0.986704,-0.019669,0.01912,0.025952,-0.003074,0.000916,0.002384,0.118087,0.128385,-0.984669
-0.055889,0.067759,-0.136604,0.986724,-0.002089,0.004927,0.025277,-0.001889,0.00249,0.003,0.118449,0.128806,-0.98457
-0.055902,0.067806,-0.136231,0.986772,0.001542,0.004773,0.052829,0.000966,0.005336,0.000904,0.118587,0.128799,-0.984555
-0.05586,0.067851,-0.135777,0.986833,0.002707,0.004626,0.063941,0.000861,0.006262,-0.001254,0.118747,0.128674,-0.984552
-0.055596,0.067914,-0.134713,0.98699,0.048471,0.013264,0.098697,0.000878,-0.005001,-0.000368,0.119082,0.128044,-0.984593
-0.055389,0.068243,-0.133997,0.987076,0.022786,0.034445,0.08921,-0.002876,-0.003509,-0.006228,0.119878,0.127635,-0.98455
