quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z
-0.024495,-0.050466,-0.0,0.998425,-0.00038,0.003618,-0.002123,0.001773,0.00059,0.001097,-0.100773,0.048914,-0.993706
-0.024486,-0.050355,-5e-05,0.998431,0.001748,0.013622,0.000428,0.001508,0.001227,-0.000978,-0.100555,0.048891,-0.99373
-0.024489,-0.050247,-6.6e-05,0.998436,-0.001895,0.011577,-0.003087,0.001051,0.002387,-0.001393,-0.100341,0.048894,-0.993751
-0.0248,-0.050767,-0.000142,0.998403,-0.006112,0.008085,-0.006532,0.001216,0.001788,-0.001603,-0.101379,0.049507,-0.993615
-0.025011,-0.050412,-0.000172,0.998415,-0.007872,0.006752,-0.006913,0.001548,0.001151,-0.000904,-0.100672,0.049926,-0.993666
-0.025564,-0.049873,-0.000277,0.998428,-0.010902,0.004949,-0.006663,0.002699,-0.001286,0.001748,-0.099604,0.05102,-0.993718
-0.025745,-0.049818,-0.000295,0.998426,-0.007549,0.004245,-0.003647,0.001557,-0.001667,0.001943,-0.099495,0.05138,-0.993711
-0.025865,-0.049813,-0.000305,0.998424,-0.006263,0.003032,-0.001826,0.001306,-0.001751,0.001985,-0.099484,0.051619,-0.993699
-0.025985,-0.049807,-0.000316,0.998421,-0.004977,0.001819,-4e-06,0.001056,-0.001834,0.002028,-0.099473,0.051858,-0.993688
-0.026076,-0.049682,-0.000255,0.998424,-0.004858,-0.000695,0.003461,-0.000117,0.000224,-0.000246,-0.099221,0.052045,-0.993703
-0.025981,-0.049634,-0.000245,0.998429,-0.006889,-0.000974,0.002818,0.000333,0.001276,-0.000176,-0.099126,0.051857,-0.993723
-0.025965,-0.049626,-0.000243,0.99843,-0.005825,0.000253,0.000119,0.001029,0.001667,0.000499,-0.099109,0.051824,-0.993726
-0.025976,-0.049551,-0.000303,0.998434,-0.003896,0.007387,-0.008095,0.001596,0.001986,0.001049,-0.098962,0.05184,-0.99374
-0.026054,-0.049517,-0.000363,0.998433,-0.004108,0.00735,-0.009577,0.001125,0.001061,-0.000309,-0.098899,0.05199,-0.993738
-0.026253,-0.049443,-0.000574,0.998432,-0.002965,0.001242,-0.013309,8.2e-05,-0.000899,-0.000859,-0.098761,0.052368,-0.993732
-0.026339,-0.049413,-0.000679,0.998431,-0.002945,-0.005963,-0.009984,-0.000242,-0.003064,-0.00268,-0.098708,0.052529,-0.993729
-0.026395,-0.049451,-0.000729,0.998427,-0.000368,-0.007807,-0.008345,-0.000406,-0.005352,-0.001049,-0.098786,0.052634,-0.993716
-0.02636,-0.049499,-0.000762,0.998426,0.013746,-0.010329,0.007398,-0.000593,-0.011256,-0.00018,-0.098882,0.052562,-0.99371
-0.026195,-0.049585,-0.000664,0.998426,0.025436,-0.011482,0.014385,-0.002179,-0.0138,-0.001748,-0.099049,0.052241,-0.99371
-0.025937,-0.049699,-0.00054,0.998427,0.03256,-0.020795,0.019872,-0.004858,-0.014325,-0.003159,-0.099269,0.051739,-0.993715
-0.02509,-0.050031,-8e-05,0.998432,0.05642,-0.030503,0.040122,-0.013463,-0.017584,-0.00402,-0.099909,0.050093,-0.993735
-0.024534,-0.050276,0.000264,0.998434,0.058953,-0.037909,0.048078,-0.014674,-0.014455,-0.004496,-0.100381,0.049018,-0.993741
-0.024001,-0.050573,0.000622,0.998432,0.05674,-0.040491,0.050328,-0.015648,-0.011782,-0.001759,-0.100957,0.047989,-0.993733
-0.022836,-0.051329,0.00148,0.99842,0.037627,-0.045797,0.052509,-0.018748,-0.003721,-0.001155,-0.102429,0.045751,-0.993688
-0.022561,-0.051654,0.001678,0.998409,0.027321,-0.040868,0.039155,-0.016611,-0.000404,0.003364,-0.103068,0.045223,-0.993646
-0.022286,-0.051979,0.001877,0.998398,0.017015,-0.03594,0.025801,-0.014474,0.002913,0.007882,-0.103707,0.044696,-0.993603
-0.022164,-0.053045,0.00177,0.998344,-0.039877,-0.029875,-0.030148,-0.008484,0.007786,0.010786,-0.105836,0.044442,-0.99339
-0.02296,-0.053394,0.000941,0.998309,-0.082273,0.042733,-0.053169,-0.0007,0.006752,0.014102,-0.106565,0.045943,-0.993244
-0.023596,-0.053213,0.000504,0.998304,-0.105107,0.057126,-0.05807,-0.000347,0.005875,0.010247,-0.106223,0.047165,-0.993223
-0.024396,-0.052998,4.8e-05,0.998296,-0.125404,0.065363,-0.065113,0.000287,0.00556,0.009356,-0.105813,0.048715,-0.993192
-0.026696,-0.052106,-0.001131,0.998284,-0.166234,0.093149,-0.062727,0.007729,0.000131,0.014347,-0.104094,0.053182,-0.993145
-0.027742,-0.051484,-0.001544,0.998287,-0.175717,0.10692,-0.043851,0.008271,-0.001097,0.011157,-0.102878,0.05523,-0.99316
-0.02898,-0.05075,-0.001866,0.998289,-0.191866,0.117111,-0.034274,0.010579,0.001804,0.009233,-0.101435,0.057672,-0.993169
-0.032096,-0.048943,-0.002527,0.998283,-0.215513,0.126842,-0.021667,0.013348,0.004004,0.00089,-0.09788,0.063834,-0.993149
-0.033372,-0.048168,-0.002736,0.998278,-0.217214,0.118535,-0.015419,0.011315,0.006229,-0.002621,-0.096354,0.066365,-0.993132
-0.036138,-0.04668,-0.003115,0.998251,-0.214211,0.09006,-0.005499,0.009599,0.005657,-0.0092,-0.093422,0.071859,-0.99303
-0.037442,-0.046117,-0.003213,0.998229,-0.205928,0.074385,0.004262,0.008075,0.003211,-0.010708,-0.092311,0.074455,-0.992943
-0.038677,-0.045649,-0.003225,0.998203,-0.196856,0.06238,0.012074,0.007358,0.004331,-0.010925,-0.091384,0.07692,-0.992841
-0.041494,-0.044704,-0.002989,0.998134,-0.161438,0.023112,0.032693,-0.000689,0.003547,-0.01708,-0.089489,0.082566,-0.99256
-0.042551,-0.044612,-0.002883,0.998094,-0.150591,-3e-05,0.016345,0.005591,0.006148,-0.009761,-0.0893,0.084682,-0.992398
-0.043323,-0.044488,-0.002756,0.998066,-0.122987,0.007894,0.026237,0.005123,0.005621,-0.006695,-0.089043,0.086233,-0.992288
-0.044726,-0.04423,-0.002371,0.998017,-0.064046,0.00044,0.027873,0.003172,0.008749,-0.010716,-0.088496,0.089065,-0.992087
-0.04503,-0.04426,-0.002236,0.998002,-0.049959,-0.014838,0.019488,0.000915,0.009812,-0.010423,-0.088545,0.089683,-0.992027
-0.045309,-0.04439,-0.002138,0.997984,-0.04086,-0.024548,0.014873,0.003401,0.012186,-0.005276,-0.088795,0.090245,-0.991953
-0.045796,-0.044775,-0.001988,0.997945,-0.015209,-0.029685,-0.001043,0.009734,0.014815,0.007757,-0.089547,0.091226,-0.991796
-0.045906,-0.04492,-0.002005,0.997933,-0.002352,-0.024382,-0.008108,0.00884,0.014013,0.009383,-0.089839,0.091441,-0.99175
-0.045918,-0.045173,-0.002231,0.997921,0.020161,-0.013867,-0.025135,0.009591,0.012193,0.011589,-0.090364,0.091444,-0.991702
-0.045816,-0.045178,-0.0024,0.997925,0.033459,-0.005331,-0.033495,0.010178,0.010861,0.008128,-0.090389,0.091226,-0.99172
-0.045657,-0.045133,-0.002637,0.997934,0.0403,0.000777,-0.033618,0.008386,0.009708,0.006087,-0.09032,0.090886,-0.991757
-0.045234,-0.044899,-0.002989,0.997962,0.036742,0.006263,-0.007006,0.004788,0.005783,2.6e-05,-0.089886,0.090015,-0.991876
-0.045126,-0.044828,-0.002983,0.997971,0.021941,-0.004491,0.006946,0.001831,0.006733,-0.003281,-0.089743,0.089802,-0.991908
-0.045151,-0.044834,-0.002879,0.997969,0.010339,-0.012234,0.018042,0.002307,0.007124,-0.001553,-0.089747,0.08986,-0.991903
-0.045362,-0.044902,-0.002329,0.997958,-0.006692,-0.017992,0.047938,0.004271,0.006838,0.001408,-0.089832,0.090329,-0.991852
-0.045488,-0.044964,-0.001997,0.99795,-0.008149,-0.01456,0.046109,0.004274,0.010749,0.004974,-0.089925,0.090611,-0.991818
-0.045698,-0.045085,-0.00139,0.997936,0.00261,-0.010843,0.026121,0.004541,0.011221,0.003847,-0.090112,0.091082,-0.991758
-0.045671,-0.045124,-0.00129,0.997936,0.009389,-0.012094,0.01575,0.002396,0.011292,0.002105,-0.09018,0.091038,-0.991756
-0.045645,-0.045163,-0.00119,0.997936,0.016167,-0.013345,0.005378,0.000251,0.011363,0.000362,-0.090248,0.090993,-0.991754
-0.045461,-0.045375,-0.001197,0.997934,0.023114,-0.018485,-0.007534,0.000361,0.008856,-0.000497,-0.090672,0.090625,-0.991749
-0.045377,-0.045437,-0.001223,0.997935,0.026577,-0.017331,-0.006483,-0.001248,0.008319,-0.000224,-0.090798,0.090456,-0.991753
-0.045044,-0.045727,-0.001236,0.997937,0.036476,-0.022256,-0.004951,-0.002174,0.007285,-0.00259,-0.091377,0.089789,-0.99176
-0.044836,-0.0459,-0.001262,0.997938,0.040566,-0.023456,-0.006466,-0.002435,0.005427,-0.001136,-0.091724,0.089371,-0.991766
-0.044628,-0.046072,-0.001288,0.99794,0.044656,-0.024656,-0.007981,-0.002695,0.003568,0.000318,-0.09207,0.088953,-0.991771
-0.043878,-0.046465,-0.001338,0.997955,0.067888,-0.022742,-0.009288,-0.002918,0.000644,2e-06,-0.092858,0.087451,-0.991831
-0.043384,-0.046627,-0.001375,0.997969,0.078802,-0.021226,-0.009433,-0.002851,4.7e-05,0.000181,-0.093184,0.086464,-0.991888
-0.04289,-0.046788,-0.001413,0.997983,0.089716,-0.019711,-0.009578,-0.002784,-0.00055,0.000359,-0.093509,0.085476,-0.991942
-0.041407,-0.047144,-0.001566,0.998028,0.101901,-0.017623,-0.018303,-0.00211,0.001092,0.001999,-0.094233,0.082504,-0.992126
