quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z
-0.054304,-0.041362,0.0,0.997667,-0.049956,-0.000946,0.082327,-0.009854,0.011754,-0.01222,-0.08253,0.108354,-0.990681
-0.054711,-0.041384,0.000604,0.997644,-0.054734,-0.013332,0.095915,-0.01022,0.019467,-0.011608,-0.082507,0.109215,-0.990588
-0.055156,-0.0415,0.001272,0.997614,-0.066561,-0.023945,0.103486,-0.009326,0.025497,-0.009988,-0.082662,0.110155,-0.990471
-0.056567,-0.04213,0.003063,0.997505,-0.089516,-0.034241,0.1141,-0.008131,0.031725,0.007137,-0.083703,0.11311,-0.99005
-0.057644,-0.044039,0.003754,0.997358,-0.086796,-0.032338,0.108836,-0.005351,0.029187,0.010165,-0.087413,0.115314,-0.989476
-0.060217,-0.044819,0.004624,0.997168,-0.066273,-0.026517,0.087652,-0.005221,0.026686,0.009881,-0.088827,0.120507,-0.98873
-0.06279,-0.045598,0.005493,0.996969,-0.04575,-0.020696,0.066469,-0.005101,0.024187,0.009569,-0.09023,0.1257,-0.987957
-0.06649,-0.046229,0.006354,0.996695,-0.012238,-0.013242,0.014926,-0.007165,0.021326,0.006011,-0.091307,0.133127,-0.986884
-0.067423,-0.046489,0.006432,0.99662,-0.012987,-0.029098,-0.012348,-0.010785,0.019147,0.001039,-0.091796,0.134988,-0.986586
-0.068852,-0.047074,0.006145,0.996497,0.001192,-0.028977,-0.040398,-0.00563,0.008784,0.008664,-0.092972,0.1378,-0.986087
-0.069457,-0.047266,0.005854,0.996447,0.010016,-0.012745,-0.046136,-0.004749,0.005891,0.008164,-0.093383,0.138974,-0.985883
-0.070062,-0.047458,0.005562,0.996398,0.018841,0.003486,-0.051874,-0.003869,0.002998,0.007662,-0.093795,0.140148,-0.985678
-0.070452,-0.047701,0.005196,0.99636,0.025369,0.012532,-0.05488,-0.00498,0.00037,0.005641,-0.094323,0.140887,-0.985522
-0.070883,-0.048036,0.004276,0.996318,0.037849,0.01853,-0.059896,-0.003166,-0.0047,0.002819,-0.095112,0.141655,-0.985336
-0.070526,-0.048014,0.00365,0.996347,0.05516,0.017432,-0.054253,-0.002102,-0.010346,-0.00201,-0.095163,0.140886,-0.985442
-0.070081,-0.04806,0.003222,0.996378,0.065475,0.012522,-0.050953,-0.00134,-0.014079,-0.004854,-0.09532,0.139964,-0.985558
-0.069636,-0.048105,0.002795,0.996408,0.075791,0.007613,-0.047653,-0.000578,-0.017812,-0.007699,-0.095476,0.139041,-0.985673
-0.069064,-0.048182,0.002505,0.996445,0.084067,0.008797,-0.044434,0.000946,-0.017645,-0.005695,-0.095675,0.137878,-0.985817
-0.067455,-0.048192,0.001879,0.996556,0.092948,0.016498,-0.038877,0.005045,-0.01533,-0.00272,-0.095799,0.134626,-0.986255
-0.06674,-0.048119,0.001638,0.996608,0.084924,0.021213,-0.03788,0.00616,-0.012648,-0.002581,-0.095692,0.133184,-0.986461
-0.065081,-0.04782,0.001083,0.996733,0.066159,0.021609,-0.035928,0.005339,-0.012021,-0.005626,-0.095186,0.129841,-0.986955
-0.0644,-0.047691,0.000822,0.996784,0.059445,0.014255,-0.029623,0.005174,-0.017694,-0.004828,-0.09497,0.128465,-0.987156
-0.063868,-0.047544,0.000717,0.996825,0.059806,0.015107,-0.017017,0.003012,-0.017677,-0.006162,-0.094694,0.127398,-0.987321
-0.062619,-0.047233,0.000719,0.996919,0.063901,0.000311,0.010346,0.001633,-0.01876,-0.003659,-0.094085,0.12492,-0.987696
-0.062258,-0.047198,0.0008,0.996943,0.065819,-0.00536,0.016391,0.002009,-0.017586,-0.002093,-0.094008,0.124211,-0.987793
-0.06092,-0.047207,0.001123,0.997025,0.067548,-0.009952,0.019244,0.003006,-0.01245,-0.000176,-0.093996,0.121583,-0.988121
-0.06008,-0.047312,0.001244,0.997071,0.069203,-0.011867,0.009553,0.002277,-0.010526,0.001926,-0.094197,0.119926,-0.988304
-0.059241,-0.047417,0.001365,0.997116,0.070858,-0.013782,-0.000139,0.001548,-0.008602,0.004026,-0.094399,0.118269,-0.988484
-0.058635,-0.047465,0.001304,0.99715,0.065399,-0.015002,-0.015275,0.00044,-0.006687,0.001527,-0.094507,0.117059,-0.988618
-0.057326,-0.047641,0.000912,0.997218,0.063213,-0.013515,-0.037563,-0.003668,-0.011497,0.001214,-0.094913,0.11442,-0.988888
-0.056824,-0.04771,0.000677,0.997243,0.051825,-0.015283,-0.039626,-0.008244,-0.008453,-0.002622,-0.09508,0.1134,-0.988989
-0.056251,-0.048056,-5e-06,0.997259,0.016462,-0.016058,-0.051791,-0.002229,-0.008642,0.005038,-0.095849,0.112193,-0.989053
-0.056096,-0.048057,-0.00035,0.997268,0.010727,0.0182,-0.034761,0.000723,-0.014507,0.006758,-0.095891,0.111852,-0.989088
-0.055956,-0.047899,-0.000519,0.997283,0.005513,0.029846,-0.020775,-0.001375,-0.011064,0.000985,-0.095596,0.111559,-0.989149
-0.055863,-0.04761,-0.000717,0.997302,-0.021411,0.021428,-0.003908,-0.002017,-0.002262,-0.003714,-0.095044,0.111357,-0.989225
-0.055996,-0.047561,-0.000756,0.997297,-0.031413,0.016037,-0.004078,0.002176,-0.001383,0.001027,-0.094949,0.111618,-0.989205
-0.056125,-0.047445,-0.000807,0.997295,-0.034535,0.017412,-0.006335,0.003473,-0.001862,0.002162,-0.094724,0.11187,-0.989198
-0.056339,-0.047204,-0.000988,0.997295,-0.017869,0.017671,-0.007675,0.001381,-0.006199,0.000486,-0.094265,0.112281,-0.989195
-0.056362,-0.047146,-0.001061,0.997296,-0.005268,0.009563,-0.001323,-0.001906,-0.007807,-0.000406,-0.094156,0.112319,-0.989201
-0.056247,-0.047,-0.000955,0.99731,0.016333,0.00238,0.013681,-0.000273,-0.005841,-0.00349,-0.093854,0.112102,-0.989254
-0.056144,-0.046974,-0.000864,0.997317,0.022032,0.000811,0.014885,0.000427,-0.003875,-0.001362,-0.093793,0.111905,-0.989283
-0.055575,-0.046909,-0.000564,0.997352,0.041547,0.004484,0.020223,0.000242,0.001262,-0.003466,-0.093632,0.110803,-0.989422
-0.055301,-0.046939,-0.000454,0.997366,0.033091,-0.012426,0.007215,-0.001393,0.006115,-0.007045,-0.093682,0.110268,-0.989477
-0.054564,-0.047172,-0.000571,0.997395,0.049881,-0.003723,-0.020524,0.002097,0.000944,-0.000134,-0.09416,0.108789,-0.989595
-0.054258,-0.04717,-0.000681,0.997412,0.054093,0.002584,-0.024622,0.0012,-0.000171,-0.000725,-0.09417,0.108172,-0.989662
-0.053902,-0.047202,-0.000876,0.99743,0.053888,-0.006345,-0.033552,-0.002523,-0.003215,-0.002559,-0.094255,0.107445,-0.989733
-0.053161,-0.047462,-0.001446,0.997456,0.0447,-0.019903,-0.040609,-0.0006,-0.010564,0.000263,-0.094836,0.105915,-0.989842
-0.052914,-0.047522,-0.001648,0.997466,0.047375,-0.008917,-0.026551,0.001584,-0.015355,0.0037,-0.094977,0.105403,-0.989884
-0.052286,-0.047486,-0.001798,0.997501,0.036366,0.005949,-0.002593,0.000876,-0.013506,0.003163,-0.094922,0.104139,-0.990023
-0.052045,-0.047434,-0.001793,0.997516,0.028253,0.009911,-0.004591,0.000331,-0.01074,0.002895,-0.094819,0.103661,-0.990083
-0.051804,-0.047382,-0.001787,0.997531,0.020139,0.013872,-0.006589,-0.000214,-0.007974,0.002627,-0.094715,0.103184,-0.990143
-0.051351,-0.047012,-0.002031,0.997571,0.004974,0.026517,-0.016077,-0.001223,-0.006961,0.001152,-0.094004,0.102262,-0.990306
-0.051253,-0.046819,-0.002186,0.997585,0.002447,0.025636,-0.020605,-0.001561,-0.00744,-0.000502,-0.093636,0.102054,-0.990362
-0.051164,-0.046655,-0.002364,0.997597,0.005179,0.024775,-0.021237,-0.001304,-0.008378,-0.000328,-0.093327,0.101861,-0.990411
-0.051075,-0.04649,-0.002542,0.997609,0.007911,0.023913,-0.021869,-0.001047,-0.009315,-0.000155,-0.093018,0.101669,-0.99046
-0.050713,-0.04605,-0.00287,0.997647,0.022251,0.025724,-0.014882,-0.001953,-0.009669,-0.00252,-0.092174,0.100923,-0.990615
-0.050499,-0.04592,-0.002972,0.997663,0.02398,0.024773,-0.016666,-0.00115,-0.005694,-0.001484,-0.091925,0.100488,-0.990682
-0.050284,-0.04579,-0.003074,0.99768,0.025709,0.023822,-0.018449,-0.000347,-0.001719,-0.000448,-0.091677,0.100054,-0.99075
-0.0497,-0.045478,-0.00352,0.997722,0.029623,0.024979,-0.034231,0.000761,-0.001205,0.004142,-0.091099,0.098853,-0.990923
-0.049412,-0.045352,-0.003776,0.997741,0.037417,0.022738,-0.041842,0.000379,-0.002787,0.002881,-0.090873,0.098258,-0.991003
-0.049109,-0.045224,-0.00406,0.997761,0.04538,0.028987,-0.043384,0.000379,-0.002788,0.00288,-0.090644,0.09763,-0.991086
-0.048233,-0.044807,-0.004805,0.997819,0.058753,0.022948,-0.044799,-0.005709,-0.003722,-0.001033,-0.089882,0.095824,-0.991332
-0.047834,-0.044698,-0.005105,0.997842,0.063926,0.017878,-0.04068,-0.006916,-0.005092,-0.002643,-0.089691,0.095006,-0.991428
-0.046934,-0.044728,-0.005735,0.99788,0.054786,0.004254,-0.04591,-0.001282,-0.003995,0.00151,-0.089804,0.093156,-0.991593
-0.046532,-0.044589,-0.005974,0.997903,0.056317,0.022844,-0.033944,-0.000984,-0.005187,-0.001081,-0.089548,0.092337,-0.991693
-0.046131,-0.044451,-0.006214,0.997927,0.057849,0.041433,-0.021977,-0.000686,-0.006378,-0.003672,-0.08929,0.091518,-0.991792
-0.045425,-0.044106,-0.006528,0.997972,0.027251,0.014938,-0.017774,-0.000482,-0.001477,-0.006017,-0.088626,0.090091,-0.991982
-0.045295,-0.044027,-0.006626,0.997981,0.022322,0.016356,-0.013443,0.003252,-0.001829,-0.000142,-0.088476,0.089824,-0.99202
-0.045165,-0.043948,-0.006725,0.99799,0.017393,0.017774,-0.009113,0.006986,-0.00218,0.005733,-0.088327,0.089557,-0.992057
-0.04484,-0.043658,-0.006875,0.998016,0.015591,0.02236,-0.007206,0.005743,-0.005371,0.005277,-0.08776,0.088902,-0.992167
-0.044715,-0.043516,-0.00692,0.998028,0.017071,0.014476,-0.006145,0.00332,-0.006173,0.001217,-0.08748,0.08865,-0.992214
-0.044424,-0.043401,-0.006979,0.998045,0.020111,0.002552,-0.000551,0.002793,-0.006,-0.001195,-0.087252,0.088068,-0.992286
-0.04429,-0.043377,-0.006944,0.998052,0.021204,0.004712,0.005299,0.003504,-0.005915,0.000367,-0.087201,0.087806,-0.992314
-0.044157,-0.043354,-0.006909,0.99806,0.022296,0.006873,0.011149,0.004216,-0.00583,0.001929,-0.08715,0.087543,-0.992341
-0.043885,-0.043366,-0.006628,0.998073,0.003876,-0.014138,0.015393,0.0016,-0.002244,-0.007722,-0.087147,0.087026,-0.992387
