quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,pitch_rad
-0.026477,-0.118035,0.0,0.992656,0.001331,-0.00013,0.000211,0.000816,-0.000272,0.000139,-0.234336,0.052565,-0.970733,-0.23653580418708442
-0.026472,-0.11798,-1.5e-05,0.992663,-0.002479,0.003547,-0.000558,6e-05,-2e-05,1e-05,-0.23423,0.052552,-0.97076,-0.23642600194111943
-0.026497,-0.117945,-6.5e-05,0.992666,-0.003246,0.003172,-0.004175,0.000327,-0.000476,0.000426,-0.234164,0.052591,-0.970774,-0.23635798196689975
-0.026415,-0.117852,-0.000136,0.99268,-0.003954,0.001508,-0.006058,0.000348,-0.000622,0.001102,-0.233986,0.052411,-0.970826,-0.2361753113776947
-0.026333,-0.117758,-0.000208,0.992693,-0.004662,-0.000156,-0.00794,0.000369,-0.000767,0.001777,-0.233807,0.052231,-0.970879,-0.23599038946223744
-0.026182,-0.117746,-0.000417,0.992698,-0.002556,-0.007667,-0.012273,0.001041,0.002231,0.003546,-0.233795,0.051884,-0.970901,-0.23597828815866173
-0.026097,-0.117869,-0.000501,0.992686,-0.003092,-0.006955,-0.00773,0.001026,0.003314,0.00349,-0.23404,0.051695,-0.970852,-0.2362309871617699
-0.026013,-0.117992,-0.000586,0.992674,-0.003628,-0.006244,-0.003188,0.001011,0.004397,0.003433,-0.234286,0.051506,-0.970802,-0.2364837208060579
-0.026009,-0.118054,-0.000579,0.992666,-0.001263,-0.011532,0.006804,-0.00015,0.004125,0.002847,-0.234406,0.051501,-0.970774,-0.2366080159210101
-0.026122,-0.118067,-0.000493,0.992662,-0.001007,-0.01152,0.010424,0.000315,0.003819,0.001629,-0.234427,0.051744,-0.970756,-0.23662910622714503
-0.026234,-0.11808,-0.000408,0.992657,-0.000751,-0.011507,0.014044,0.000781,0.003514,0.000412,-0.234447,0.051987,-0.970738,-0.2366499666442726
-0.026598,-0.11817,-0.000164,0.992637,0.0026,-0.009622,0.014869,0.000114,0.000689,0.000683,-0.234609,0.052765,-0.970657,-0.2368158622346078
-0.02678,-0.118279,-4e-06,0.992619,0.002516,-0.009586,0.008779,-0.000113,0.000763,0.002163,-0.234813,0.053164,-0.970586,-0.23702534086534904
-0.026879,-0.118344,6.6e-05,0.992609,0.001862,-0.009921,0.005127,-0.00023,0.000523,0.002379,-0.234936,0.053376,-0.970544,-0.23715178947176904
-0.026978,-0.118409,0.000135,0.992598,0.001207,-0.010256,0.001476,-0.000347,0.000283,0.002595,-0.235059,0.053588,-0.970503,-0.23727802261566044
-0.027062,-0.118574,0.000145,0.992576,0.00013,-0.010226,-0.006464,-0.000154,0.000175,0.001247,-0.23538,0.053757,-0.970416,-0.23760908764691654
-0.027061,-0.118633,0.00012,0.992569,0.001075,-0.010542,-0.006304,1.3e-05,0.000495,0.000895,-0.235497,0.053749,-0.970388,-0.2377292828552163
-0.027085,-0.118743,6.1e-05,0.992556,-0.003383,-0.006148,-0.002137,-0.001284,0.002179,0.000809,-0.235715,0.053782,-0.970333,-0.2379540792882341
-0.027107,-0.118864,5.6e-05,0.99254,-0.009682,-0.004056,0.004632,-0.000191,0.002835,-3.6e-05,-0.235951,0.053823,-0.970273,-0.2381976117647054
-0.027198,-0.118927,0.000103,0.99253,-0.002063,-0.004088,0.00067,-0.000547,0.000909,0.001074,-0.236072,0.054014,-0.970233,-0.2383212183155778
-0.02725,-0.118969,9.9e-05,0.992524,-0.000937,-0.003852,-0.000342,-0.000773,0.000508,0.000894,-0.236154,0.054116,-0.970208,-0.23840576087937543
-0.027302,-0.119011,9.4e-05,0.992517,0.000189,-0.003616,-0.001354,-0.000999,0.000107,0.000714,-0.236236,0.054218,-0.970182,-0.23849011623837774
-0.027354,-0.119053,9e-05,0.992511,0.001314,-0.003379,-0.002366,-0.001226,-0.000295,0.000535,-0.236319,0.05432,-0.970156,-0.23857466193144963
-0.027355,-0.119093,7.3e-05,0.992506,0.001203,-0.004283,-0.003304,-0.001688,0.000805,0.001329,-0.236397,0.054318,-0.970137,-0.23865610949282148
-0.027291,-0.119209,3.3e-05,0.992494,0.006261,-0.002646,-0.000516,0.000187,-0.000623,0.001459,-0.236627,0.05418,-0.970089,-0.23889240657057206
-0.02723,-0.119246,2.6e-05,0.992491,0.006677,-0.003237,-0.000317,-1.2e-05,-0.000275,0.001411,-0.236699,0.054058,-0.970078,-0.23896765867702807
-0.027195,-0.119292,2.8e-05,0.992487,0.006007,-0.004213,-0.001334,-0.000239,-0.000621,0.001393,-0.236791,0.053988,-0.97006,-0.23906054720168782
-0.027159,-0.119339,3e-05,0.992482,0.005337,-0.005188,-0.002351,-0.000466,-0.000967,0.001376,-0.236882,0.053917,-0.970041,-0.239155234867432
-0.027082,-0.119523,-2.7e-05,0.992462,0.002482,-0.007896,-0.006415,-4.5e-05,-8.7e-05,9.5e-05,-0.237245,0.05375,-0.969962,-0.23952944653693017
-0.027076,-0.119557,-7.4e-05,0.992458,0.002104,-0.005718,-0.008551,-0.0005,-0.000961,0.001053,-0.237314,0.053727,-0.969946,-0.23960055302702657
-0.027026,-0.119648,-0.000216,0.992448,0.002892,-0.00302,-0.008092,-0.000451,-0.000866,0.00095,-0.237501,0.053592,-0.969908,-0.23979192675647362
-0.026984,-0.119674,-0.000269,0.992446,0.005453,-0.005431,-0.008617,-0.000666,-0.001279,0.001403,-0.237555,0.053497,-0.9699,-0.23984748762319635
-0.026943,-0.119701,-0.000321,0.992444,0.008014,-0.007842,-0.009141,-0.000881,-0.001693,0.001855,-0.23761,0.053401,-0.969892,-0.2399050284621099
-0.026718,-0.119823,-0.000409,0.992435,0.014053,-0.008082,-0.004427,-0.001325,-0.001016,0.001715,-0.237856,0.052934,-0.969857,-0.24015680415436708
-0.0266,-0.119895,-0.000423,0.99243,0.015718,-0.009577,-0.001401,-0.000872,-0.001169,0.002691,-0.237998,0.052696,-0.969835,-0.24030337310341388
-0.026497,-0.119971,-0.000394,0.992424,0.016365,-0.005934,0.002313,-0.000582,-0.001263,0.000894,-0.238146,0.052497,-0.96981,-0.24045553381684404
-0.026174,-0.119951,-0.000282,0.992435,0.017586,0.013332,0.001903,-0.000314,-0.003133,-0.002624,-0.238102,0.051884,-0.969853,-0.24041107954667038
-0.026047,-0.119865,-0.00026,0.992448,0.018044,0.02108,-0.002207,0.000318,-0.00236,-0.000669,-0.237932,0.051638,-0.969908,-0.24023728481003467
-0.025916,-0.119685,-0.000238,0.992474,0.002712,0.00489,0.001437,-0.001042,-0.000122,0.005886,-0.23758,0.051384,-0.970008,-0.23987461916838201
-0.025915,-0.119731,-0.000258,0.992468,-0.000757,0.00017,-0.000504,-0.000567,0.000791,0.004885,-0.237672,0.051377,-0.969986,-0.23996820679124728
-0.025914,-0.119778,-0.000278,0.992462,-0.004226,-0.00455,-0.002445,-9.2e-05,0.001705,0.003883,-0.237764,0.051371,-0.969964,-0.2400638388644114
-0.026,-0.119826,-0.000323,0.992454,-0.009948,-0.00217,-0.000455,-6.6e-05,0.001978,0.001451,-0.237861,0.051531,-0.969931,-0.2401624138258084
-0.026043,-0.119856,-0.000321,0.992449,-0.01164,-0.000967,0.00107,-0.000628,0.003125,0.001615,-0.237919,0.051616,-0.969912,-0.2402224084235148
-0.026264,-0.119891,-0.000305,0.992439,-0.010268,0.004569,0.007603,-0.00058,0.002728,0.00115,-0.237986,0.052058,-0.969872,-0.24029074634068226
-0.02638,-0.11985,-0.000199,0.992441,-0.008055,0.001614,0.009062,-0.00014,0.001992,0.001267,-0.237899,0.052314,-0.96988,-0.24020176844493496
