t_sec,event,value
1760039324.716,UPRIGHT_HOLD_START,type=normal_slouch
1760039329.445,SLOUCH_START,type=normal_slouch
1760039330.395,SLOUCHED_HOLD_START,type=normal_slouch
1760039333.945,RECOVERY_START,type=normal_slouch
1760039334.895,UPRIGHT_HOLD_START,type=normal_slouch
1760039343.216,SLOUCH_START,type=fast_slouch
1760039344.166,SLOUCHED_HOLD_START,type=fast_slouch
1760039347.716,RECOVERY_START,type=fast_slouch
1760039348.666,UPRIGHT_HOLD_START,type=fast_slouch
1760039358.716,SLOUCH_START,type=micro_slouch
1760039359.666,SLOUCHED_HOLD_START,type=micro_slouch
1760039363.216,RECOVERY_START,type=micro_slouch
1760039364.166,UPRIGHT_HOLD_START,type=micro_slouch
1760039373.612,NOSLOUCH_START,type=lateral_left
1760039374.562,NOSLOUCHED_HOLD_START,type=lateral_left
1760039378.112,RECOVERY_START,type=lateral_left
1760039379.062,UPRIGHT_HOLD_START,type=lateral_left
1760039389.639,NOSLOUCH_START,type=lateral_right
1760039390.589,NOSLOUCHED_HOLD_START,type=lateral_right
1760039394.139,RECOVERY_START,type=lateral_right
1760039395.089,UPRIGHT_HOLD_START,type=lateral_right
1760039404.519,SLOUCH_START,type=neck_only
1760039405.469,SLOUCHED_HOLD_START,type=neck_only
1760039409.019,RECOVERY_START,type=neck_only
1760039409.969,UPRIGHT_HOLD_START,type=neck_only
1760039419.950,NOSLOUCH_START,type=reach_left
1760039420.900,NOSLOUCHED_HOLD_START,type=reach_left
1760039424.450,RECOVERY_START,type=reach_left
1760039425.400,UPRIGHT_HOLD_START,type=reach_left
1760039433.340,NOSLOUCH_START,type=reach_right
1760039434.290,NOSLOUCHED_HOLD_START,type=reach_right
1760039437.840,RECOVERY_START,type=reach_right
1760039438.790,UPRIGHT_HOLD_START,type=reach_right
1760039449.010,SLOUCH_START,type=normal_slouch
1760039449.960,SLOUCHED_HOLD_START,type=normal_slouch
1760039453.510,RECOVERY_START,type=normal_slouch
1760039454.460,UPRIGHT_HOLD_START,type=normal_slouch
1760039463.226,SLOUCH_START,type=fast_slouch
1760039464.176,SLOUCHED_HOLD_START,type=fast_slouch
1760039467.726,RECOVERY_START,type=fast_slouch
1760039468.676,UPRIGHT_HOLD_START,type=fast_slouch
1760039478.603,SLOUCH_START,type=micro_slouch
1760039479.553,SLOUCHED_HOLD_START,type=micro_slouch
1760039483.103,RECOVERY_START,type=micro_slouch
1760039484.053,UPRIGHT_HOLD_START,type=micro_slouch
1760039494.177,NOSLOUCH_START,type=lateral_left
1760039495.127,NOSLOUCHED_HOLD_START,type=lateral_left
1760039498.677,RECOVERY_START,type=lateral_left
1760039499.627,UPRIGHT_HOLD_START,type=lateral_left
1760039508.219,NOSLOUCH_START,type=lateral_right
1760039509.169,NOSLOUCHED_HOLD_START,type=lateral_right
1760039512.719,RECOVERY_START,type=lateral_right
1760039513.669,UPRIGHT_HOLD_START,type=lateral_right
1760039523.564,SLOUCH_START,type=neck_only
1760039524.514,SLOUCHED_HOLD_START,type=neck_only
1760039528.064,RECOVERY_START,type=neck_only
1760039529.014,UPRIGHT_HOLD_START,type=neck_only
1760039539.466,NOSLOUCH_START,type=reach_left
1760039540.416,NOSLOUCHED_HOLD_START,type=reach_left
1760039543.966,RECOVERY_START,type=reach_left
1760039544.916,UPRIGHT_HOLD_START,type=reach_left
1760039554.256,NOSLOUCH_START,type=reach_right
1760039555.206,NOSLOUCHED_HOLD_START,type=reach_right
1760039558.756,RECOVERY_START,type=reach_right
1760039559.706,UPRIGHT_HOLD_START,type=reach_right
1760039568.607,SLOUCH_START,type=normal_slouch
1760039569.557,SLOUCHED_HOLD_START,type=normal_slouch
1760039573.107,RECOVERY_START,type=normal_slouch
1760039574.057,UPRIGHT_HOLD_START,type=normal_slouch
1760039584.345,SLOUCH_START,type=fast_slouch
1760039585.295,SLOUCHED_HOLD_START,type=fast_slouch
1760039588.845,RECOVERY_START,type=fast_slouch
1760039589.795,UPRIGHT_HOLD_START,type=fast_slouch
1760039599.785,SLOUCH_START,type=micro_slouch
1760039600.735,SLOUCHED_HOLD_START,type=micro_slouch
1760039604.285,RECOVERY_START,type=micro_slouch
1760039605.235,UPRIGHT_HOLD_START,type=micro_slouch
1760039613.179,NOSLOUCH_START,type=lateral_left
1760039614.129,NOSLOUCHED_HOLD_START,type=lateral_left
1760039617.679,RECOVERY_START,type=lateral_left
1760039618.629,UPRIGHT_HOLD_START,type=lateral_left
1760039629.778,NOSLOUCH_START,type=lateral_right
1760039630.728,NOSLOUCHED_HOLD_START,type=lateral_right
1760039634.278,RECOVERY_START,type=lateral_right
1760039635.228,UPRIGHT_HOLD_START,type=lateral_right
1760039644.562,SLOUCH_START,type=neck_only
1760039645.512,SLOUCHED_HOLD_START,type=neck_only
1760039649.062,RECOVERY_START,type=neck_only
1760039650.012,UPRIGHT_HOLD_START,type=neck_only
1760039658.847,NOSLOUCH_START,type=reach_left
1760039659.797,NOSLOUCHED_HOLD_START,type=reach_left
1760039663.347,RECOVERY_START,type=reach_left
1760039664.297,UPRIGHT_HOLD_START,type=reach_left
1760039673.477,NOSLOUCH_START,type=reach_right
1760039674.427,NOSLOUCHED_HOLD_START,type=reach_right
1760039677.977,RECOVERY_START,type=reach_right
1760039678.927,UPRIGHT_HOLD_START,type=reach_right
