t_sec,event,value
1763624554.558,UPRIGHT_HOLD_START,type=normal_slouch
1763624560.287,SLOUCH_START,type=normal_slouch
1763624561.237,SLOUCHED_HOLD_START,type=normal_slouch
1763624564.787,RECOVERY_START,type=normal_slouch
1763624565.737,UPRIGHT_HOLD_START,type=normal_slouch
1763624574.058,SLOUCH_START,type=fast_slouch
1763624575.008,SLOUCHED_HOLD_START,type=fast_slouch
1763624578.558,RECOVERY_START,type=fast_slouch
1763624579.508,UPRIGHT_HOLD_START,type=fast_slouch
1763624589.558,SLOUCH_START,type=micro_slouch
1763624590.508,SLOUCHED_HOLD_START,type=micro_slouch
1763624594.058,RECOVERY_START,type=micro_slouch
1763624595.008,UPRIGHT_HOLD_START,type=micro_slouch
1763624604.454,NOSLOUCH_START,type=lateral_left
1763624605.404,NOSLOUCHED_HOLD_START,type=lateral_left
1763624608.954,RECOVERY_START,type=lateral_left
1763624609.904,UPRIGHT_HOLD_START,type=lateral_left
1763624620.481,NOSLOUCH_START,type=lateral_right
1763624621.431,NOSLOUCHED_HOLD_START,type=lateral_right
1763624624.981,RECOVERY_START,type=lateral_right
1763624625.931,UPRIGHT_HOLD_START,type=lateral_right
1763624635.361,SLOUCH_START,type=neck_only
1763624636.311,SLOUCHED_HOLD_START,type=neck_only
1763624639.861,RECOVERY_START,type=neck_only
1763624640.811,UPRIGHT_HOLD_START,type=neck_only
1763624650.792,NOSLOUCH_START,type=reach_left
1763624651.742,NOSLOUCHED_HOLD_START,type=reach_left
1763624655.292,RECOVERY_START,type=reach_left
1763624656.242,UPRIGHT_HOLD_START,type=reach_left
1763624664.182,NOSLOUCH_START,type=reach_right
1763624665.132,NOSLOUCHED_HOLD_START,type=reach_right
1763624668.682,RECOVERY_START,type=reach_right
1763624669.632,UPRIGHT_HOLD_START,type=reach_right
1763624679.852,SLOUCH_START,type=normal_slouch
1763624680.802,SLOUCHED_HOLD_START,type=normal_slouch
1763624684.352,RECOVERY_START,type=normal_slouch
1763624685.302,UPRIGHT_HOLD_START,type=normal_slouch
1763624694.068,SLOUCH_START,type=fast_slouch
1763624695.018,SLOUCHED_HOLD_START,type=fast_slouch
1763624698.568,RECOVERY_START,type=fast_slouch
1763624699.518,UPRIGHT_HOLD_START,type=fast_slouch
1763624709.445,SLOUCH_START,type=micro_slouch
1763624710.395,SLOUCHED_HOLD_START,type=micro_slouch
1763624713.945,RECOVERY_START,type=micro_slouch
1763624714.895,UPRIGHT_HOLD_START,type=micro_slouch
1763624725.019,NOSLOUCH_START,type=lateral_left
1763624725.969,NOSLOUCHED_HOLD_START,type=lateral_left
1763624729.519,RECOVERY_START,type=lateral_left
1763624730.469,UPRIGHT_HOLD_START,type=lateral_left
1763624739.061,NOSLOUCH_START,type=lateral_right
1763624740.011,NOSLOUCHED_HOLD_START,type=lateral_right
1763624743.561,RECOVERY_START,type=lateral_right
1763624744.511,UPRIGHT_HOLD_START,type=lateral_right
1763624754.406,SLOUCH_START,type=neck_only
1763624755.356,SLOUCHED_HOLD_START,type=neck_only
1763624758.906,RECOVERY_START,type=neck_only
1763624759.856,UPRIGHT_HOLD_START,type=neck_only
1763624770.308,NOSLOUCH_START,type=reach_left
1763624771.258,NOSLOUCHED_HOLD_START,type=reach_left
1763624774.808,RECOVERY_START,type=reach_left
1763624775.758,UPRIGHT_HOLD_START,type=reach_left
1763624785.098,NOSLOUCH_START,type=reach_right
1763624786.048,NOSLOUCHED_HOLD_START,type=reach_right
1763624789.598,RECOVERY_START,type=reach_right
1763624790.548,UPRIGHT_HOLD_START,type=reach_right
1763624799.449,SLOUCH_START,type=normal_slouch
1763624800.399,SLOUCHED_HOLD_START,type=normal_slouch
1763624803.949,RECOVERY_START,type=normal_slouch
1763624804.899,UPRIGHT_HOLD_START,type=normal_slouch
1763624815.187,SLOUCH_START,type=fast_slouch
1763624816.137,SLOUCHED_HOLD_START,type=fast_slouch
1763624819.687,RECOVERY_START,type=fast_slouch
1763624820.637,UPRIGHT_HOLD_START,type=fast_slouch
1763624830.627,SLOUCH_START,type=micro_slouch
1763624831.577,SLOUCHED_HOLD_START,type=micro_slouch
1763624835.127,RECOVERY_START,type=micro_slouch
1763624836.077,UPRIGHT_HOLD_START,type=micro_slouch
1763624844.021,NOSLOUCH_START,type=lateral_left
1763624844.971,NOSLOUCHED_HOLD_START,type=lateral_left
1763624848.521,RECOVERY_START,type=lateral_left
1763624849.471,UPRIGHT_HOLD_START,type=lateral_left
1763624860.620,NOSLOUCH_START,type=lateral_right
1763624861.570,NOSLOUCHED_HOLD_START,type=lateral_right
1763624865.120,RECOVERY_START,type=lateral_right
1763624866.070,UPRIGHT_HOLD_START,type=lateral_right
1763624875.404,SLOUCH_START,type=neck_only
1763624876.354,SLOUCHED_HOLD_START,type=neck_only
1763624879.904,RECOVERY_START,type=neck_only
1763624880.854,UPRIGHT_HOLD_START,type=neck_only
1763624889.689,NOSLOUCH_START,type=reach_left
1763624890.639,NOSLOUCHED_HOLD_START,type=reach_left
1763624894.189,RECOVERY_START,type=reach_left
1763624895.139,UPRIGHT_HOLD_START,type=reach_left
1763624904.319,NOSLOUCH_START,type=reach_right
1763624905.269,NOSLOUCHED_HOLD_START,type=reach_right
1763624908.819,RECOVERY_START,type=reach_right
1763624909.769,UPRIGHT_HOLD_START,type=reach_right
