t_sec,event,value,confidence
1759863957.491,SLOUCH_START,type=normal_slouch,2.092
1759863958.496,SLOUCHED_HOLD_START,type=normal_slouch,4.882
1759863961.557,RECOVERY_START,type=normal_slouch,2.198
1759863962.540,UPRIGHT_HOLD_START,type=normal_slouch,6.000
1759863969.585,SLOUCH_START,type=fast_slouch,0.000
1759863970.035,SLOUCHED_HOLD_START,type=fast_slouch,0.000
1759863975.369,RECOVERY_START,type=fast_slouch,3.442
1759863976.129,UPRIGHT_HOLD_START,type=fast_slouch,6.000
1759863986.269,SLOUCH_START,type=micro_slouch,6.661
1759863987.305,SLOUCHED_HOLD_START,type=micro_slouch,2.374
1759863990.834,RECOVERY_START,type=micro_slouch,5.760
1759863992.360,UPRIGHT_HOLD_START,type=micro_slouch,6.000
1759864000.879,SLOUCH_START,type=lateral_left,2.183
1759864002.894,SLOUCHED_HOLD_START,type=lateral_left,9.213
1759864004.496,RECOVERY_START,type=lateral_left,1.881
1759864004.644,UPRIGHT_HOLD_START,type=lateral_left,6.000
1759864016.208,SLOUCH_START,type=lateral_right,0.000
1759864016.658,SLOUCHED_HOLD_START,type=lateral_right,0.000
1759864021.707,RECOVERY_START,type=lateral_right,3.162
1759864022.869,UPRIGHT_HOLD_START,type=lateral_right,6.000
1759864075.579,SLOUCH_START,type=normal_slouch,0.000
1759864076.029,SLOUCHED_HOLD_START,type=normal_slouch,0.000
1759864080.079,RECOVERY_START,type=normal_slouch,0.000
1759864080.529,UPRIGHT_HOLD_START,type=normal_slouch,0.000
1759864089.595,SLOUCH_START,type=fast_slouch,0.000
1759864090.045,SLOUCHED_HOLD_START,type=fast_slouch,0.000
1759864095.523,RECOVERY_START,type=fast_slouch,2.479
1759864096.440,UPRIGHT_HOLD_START,type=fast_slouch,6.000
1759864106.099,SLOUCH_START,type=micro_slouch,5.034
1759864107.141,SLOUCHED_HOLD_START,type=micro_slouch,2.462
1759864110.674,RECOVERY_START,type=micro_slouch,2.149
1759864112.856,UPRIGHT_HOLD_START,type=micro_slouch,6.000
1759864120.746,SLOUCH_START,type=lateral_left,0.000
1759864121.196,SLOUCHED_HOLD_START,type=lateral_left,0.000
1759864126.252,RECOVERY_START,type=lateral_left,2.196
1759864127.329,UPRIGHT_HOLD_START,type=lateral_left,6.000
1759864135.608,SLOUCH_START,type=lateral_right,2.575
1759864136.947,SLOUCHED_HOLD_START,type=lateral_right,14.184
1759864140.276,RECOVERY_START,type=lateral_right,2.275
1759864141.336,UPRIGHT_HOLD_START,type=lateral_right,6.000
1759864195.955,SLOUCH_START,type=normal_slouch,1.828
1759864197.417,SLOUCHED_HOLD_START,type=normal_slouch,2.495
1759864200.887,RECOVERY_START,type=normal_slouch,2.580
1759864202.009,UPRIGHT_HOLD_START,type=normal_slouch,6.000
1759864210.714,SLOUCH_START,type=fast_slouch,0.000
1759864211.164,SLOUCHED_HOLD_START,type=fast_slouch,0.000
1759864216.455,RECOVERY_START,type=fast_slouch,3.757
1759864217.920,UPRIGHT_HOLD_START,type=fast_slouch,6.000
1759864226.504,SLOUCH_START,type=micro_slouch,0.000
1759864226.904,SLOUCHED_HOLD_START,type=micro_slouch,0.000
1759864231.956,RECOVERY_START,type=micro_slouch,3.456
1759864233.462,UPRIGHT_HOLD_START,type=micro_slouch,6.000
1759864239.748,SLOUCH_START,type=lateral_left,0.000
1759864240.198,SLOUCHED_HOLD_START,type=lateral_left,0.000
1759864245.361,RECOVERY_START,type=lateral_left,2.272
1759864246.419,UPRIGHT_HOLD_START,type=lateral_left,6.000
1759864256.347,SLOUCH_START,type=lateral_right,0.000
1759864256.797,SLOUCHED_HOLD_START,type=lateral_right,0.000
1759864261.880,RECOVERY_START,type=lateral_right,2.129
1759864262.935,UPRIGHT_HOLD_START,type=lateral_right,6.000
