t_sec,event,value
1760173128.609,UPRIGHT_HOLD_START,type=normal_slouch
1760173133.088,SLOUCH_START,type=normal_slouch
1760173134.038,SLOUCHED_HOLD_START,type=normal_slouch
1760173137.588,RECOVERY_START,type=normal_slouch
1760173138.538,UPRIGHT_HOLD_START,type=normal_slouch
1760173146.859,SLOUCH_START,type=fast_slouch
1760173147.809,SLOUCHED_HOLD_START,type=fast_slouch
1760173151.359,RECOVERY_START,type=fast_slouch
1760173152.309,UPRIGHT_HOLD_START,type=fast_slouch
1760173162.359,SLOUCH_START,type=micro_slouch
1760173163.309,SLOUCHED_HOLD_START,type=micro_slouch
1760173166.859,RECOVERY_START,type=micro_slouch
1760173167.809,UPRIGHT_HOLD_START,type=micro_slouch
1760173177.255,NOSLOUCH_START,type=lateral_left
1760173178.205,NOSLOUCHED_HOLD_START,type=lateral_left
1760173181.755,RECOVERY_START,type=lateral_left
1760173182.705,UPRIGHT_HOLD_START,type=lateral_left
1760173193.282,NOSLOUCH_START,type=lateral_right
1760173194.232,NOSLOUCHED_HOLD_START,type=lateral_right
1760173197.782,RECOVERY_START,type=lateral_right
1760173198.732,UPRIGHT_HOLD_START,type=lateral_right
1760173208.162,SLOUCH_START,type=neck_only
1760173209.112,SLOUCHED_HOLD_START,type=neck_only
1760173212.662,RECOVERY_START,type=neck_only
1760173213.612,UPRIGHT_HOLD_START,type=neck_only
1760173223.593,NOSLOUCH_START,type=reach_left
1760173224.543,NOSLOUCHED_HOLD_START,type=reach_left
1760173228.093,RECOVERY_START,type=reach_left
1760173229.043,UPRIGHT_HOLD_START,type=reach_left
1760173236.983,NOSLOUCH_START,type=reach_right
1760173237.933,NOSLOUCHED_HOLD_START,type=reach_right
1760173241.483,RECOVERY_START,type=reach_right
1760173242.433,UPRIGHT_HOLD_START,type=reach_right
1760173252.653,SLOUCH_START,type=normal_slouch
1760173253.603,SLOUCHED_HOLD_START,type=normal_slouch
1760173257.153,RECOVERY_START,type=normal_slouch
1760173258.103,UPRIGHT_HOLD_START,type=normal_slouch
1760173266.869,SLOUCH_START,type=fast_slouch
1760173267.819,SLOUCHED_HOLD_START,type=fast_slouch
1760173271.369,RECOVERY_START,type=fast_slouch
1760173272.319,UPRIGHT_HOLD_START,type=fast_slouch
1760173282.246,SLOUCH_START,type=micro_slouch
1760173283.196,SLOUCHED_HOLD_START,type=micro_slouch
1760173286.746,RECOVERY_START,type=micro_slouch
1760173287.696,UPRIGHT_HOLD_START,type=micro_slouch
1760173297.820,NOSLOUCH_START,type=lateral_left
1760173298.770,NOSLOUCHED_HOLD_START,type=lateral_left
1760173302.320,RECOVERY_START,type=lateral_left
1760173303.270,UPRIGHT_HOLD_START,type=lateral_left
1760173311.862,NOSLOUCH_START,type=lateral_right
1760173312.812,NOSLOUCHED_HOLD_START,type=lateral_right
1760173316.362,RECOVERY_START,type=lateral_right
1760173317.312,UPRIGHT_HOLD_START,type=lateral_right
1760173327.207,SLOUCH_START,type=neck_only
1760173328.157,SLOUCHED_HOLD_START,type=neck_only
1760173331.707,RECOVERY_START,type=neck_only
1760173332.657,UPRIGHT_HOLD_START,type=neck_only
1760173343.109,NOSLOUCH_START,type=reach_left
1760173344.059,NOSLOUCHED_HOLD_START,type=reach_left
1760173347.609,RECOVERY_START,type=reach_left
1760173348.559,UPRIGHT_HOLD_START,type=reach_left
1760173357.899,NOSLOUCH_START,type=reach_right
1760173358.849,NOSLOUCHED_HOLD_START,type=reach_right
1760173362.399,RECOVERY_START,type=reach_right
1760173363.349,UPRIGHT_HOLD_START,type=reach_right
1760173372.250,SLOUCH_START,type=normal_slouch
1760173373.200,SLOUCHED_HOLD_START,type=normal_slouch
1760173376.750,RECOVERY_START,type=normal_slouch
1760173377.700,UPRIGHT_HOLD_START,type=normal_slouch
1760173387.988,SLOUCH_START,type=fast_slouch
1760173388.938,SLOUCHED_HOLD_START,type=fast_slouch
1760173392.488,RECOVERY_START,type=fast_slouch
1760173393.438,UPRIGHT_HOLD_START,type=fast_slouch
1760173403.428,SLOUCH_START,type=micro_slouch
1760173404.378,SLOUCHED_HOLD_START,type=micro_slouch
1760173407.928,RECOVERY_START,type=micro_slouch
1760173408.878,UPRIGHT_HOLD_START,type=micro_slouch
1760173416.822,NOSLOUCH_START,type=lateral_left
1760173417.772,NOSLOUCHED_HOLD_START,type=lateral_left
1760173421.322,RECOVERY_START,type=lateral_left
1760173422.272,UPRIGHT_HOLD_START,type=lateral_left
1760173433.421,NOSLOUCH_START,type=lateral_right
1760173434.371,NOSLOUCHED_HOLD_START,type=lateral_right
1760173437.921,RECOVERY_START,type=lateral_right
1760173438.871,UPRIGHT_HOLD_START,type=lateral_right
1760173448.205,SLOUCH_START,type=neck_only
1760173449.155,SLOUCHED_HOLD_START,type=neck_only
1760173452.705,RECOVERY_START,type=neck_only
1760173453.655,UPRIGHT_HOLD_START,type=neck_only
1760173462.490,NOSLOUCH_START,type=reach_left
1760173463.440,NOSLOUCHED_HOLD_START,type=reach_left
1760173466.990,RECOVERY_START,type=reach_left
1760173467.940,UPRIGHT_HOLD_START,type=reach_left
1760173477.120,NOSLOUCH_START,type=reach_right
1760173478.070,NOSLOUCHED_HOLD_START,type=reach_right
1760173481.620,RECOVERY_START,type=reach_right
1760173482.570,UPRIGHT_HOLD_START,type=reach_right
