t_sec,event,value
1760006976.972,UPRIGHT_HOLD_START,type=normal_slouch
1760006981.701,SLOUCH_START,type=normal_slouch
1760006982.651,SLOUCHED_HOLD_START,type=normal_slouch
1760006986.201,RECOVERY_START,type=normal_slouch
1760006987.151,UPRIGHT_HOLD_START,type=normal_slouch
1760006995.472,SLOUCH_START,type=fast_slouch
1760006996.422,SLOUCHED_HOLD_START,type=fast_slouch
1760006999.972,RECOVERY_START,type=fast_slouch
1760007000.922,UPRIGHT_HOLD_START,type=fast_slouch
1760007010.972,SLOUCH_START,type=micro_slouch
1760007011.922,SLOUCHED_HOLD_START,type=micro_slouch
1760007015.472,RECOVERY_START,type=micro_slouch
1760007016.422,UPRIGHT_HOLD_START,type=micro_slouch
1760007025.868,NOSLOUCH_START,type=lateral_left
1760007026.818,NOSLOUCHED_HOLD_START,type=lateral_left
1760007030.368,RECOVERY_START,type=lateral_left
1760007031.318,UPRIGHT_HOLD_START,type=lateral_left
1760007041.895,NOSLOUCH_START,type=lateral_right
1760007042.845,NOSLOUCHED_HOLD_START,type=lateral_right
1760007046.395,RECOVERY_START,type=lateral_right
1760007047.345,UPRIGHT_HOLD_START,type=lateral_right
1760007056.775,SLOUCH_START,type=neck_only
1760007057.725,SLOUCHED_HOLD_START,type=neck_only
1760007061.275,RECOVERY_START,type=neck_only
1760007062.225,UPRIGHT_HOLD_START,type=neck_only
1760007072.206,NOSLOUCH_START,type=reach_left
1760007073.156,NOSLOUCHED_HOLD_START,type=reach_left
1760007076.706,RECOVERY_START,type=reach_left
1760007077.656,UPRIGHT_HOLD_START,type=reach_left
1760007085.596,NOSLOUCH_START,type=reach_right
1760007086.546,NOSLOUCHED_HOLD_START,type=reach_right
1760007090.096,RECOVERY_START,type=reach_right
1760007091.046,UPRIGHT_HOLD_START,type=reach_right
1760007101.266,SLOUCH_START,type=normal_slouch
1760007102.216,SLOUCHED_HOLD_START,type=normal_slouch
1760007105.766,RECOVERY_START,type=normal_slouch
1760007106.716,UPRIGHT_HOLD_START,type=normal_slouch
1760007115.482,SLOUCH_START,type=fast_slouch
1760007116.432,SLOUCHED_HOLD_START,type=fast_slouch
1760007119.982,RECOVERY_START,type=fast_slouch
1760007120.932,UPRIGHT_HOLD_START,type=fast_slouch
1760007130.859,SLOUCH_START,type=micro_slouch
1760007131.809,SLOUCHED_HOLD_START,type=micro_slouch
1760007135.359,RECOVERY_START,type=micro_slouch
1760007136.309,UPRIGHT_HOLD_START,type=micro_slouch
1760007146.433,NOSLOUCH_START,type=lateral_left
1760007147.383,NOSLOUCHED_HOLD_START,type=lateral_left
1760007150.933,RECOVERY_START,type=lateral_left
1760007151.883,UPRIGHT_HOLD_START,type=lateral_left
1760007160.475,NOSLOUCH_START,type=lateral_right
1760007161.425,NOSLOUCHED_HOLD_START,type=lateral_right
1760007164.975,RECOVERY_START,type=lateral_right
1760007165.925,UPRIGHT_HOLD_START,type=lateral_right
1760007175.820,SLOUCH_START,type=neck_only
1760007176.770,SLOUCHED_HOLD_START,type=neck_only
1760007180.320,RECOVERY_START,type=neck_only
1760007181.270,UPRIGHT_HOLD_START,type=neck_only
1760007191.722,NOSLOUCH_START,type=reach_left
1760007192.672,NOSLOUCHED_HOLD_START,type=reach_left
1760007196.222,RECOVERY_START,type=reach_left
1760007197.172,UPRIGHT_HOLD_START,type=reach_left
1760007206.512,NOSLOUCH_START,type=reach_right
1760007207.462,NOSLOUCHED_HOLD_START,type=reach_right
1760007211.012,RECOVERY_START,type=reach_right
1760007211.962,UPRIGHT_HOLD_START,type=reach_right
1760007220.863,SLOUCH_START,type=normal_slouch
1760007221.813,SLOUCHED_HOLD_START,type=normal_slouch
1760007225.363,RECOVERY_START,type=normal_slouch
1760007226.313,UPRIGHT_HOLD_START,type=normal_slouch
1760007236.601,SLOUCH_START,type=fast_slouch
1760007237.551,SLOUCHED_HOLD_START,type=fast_slouch
1760007241.101,RECOVERY_START,type=fast_slouch
1760007242.051,UPRIGHT_HOLD_START,type=fast_slouch
1760007252.041,SLOUCH_START,type=micro_slouch
1760007252.991,SLOUCHED_HOLD_START,type=micro_slouch
1760007256.541,RECOVERY_START,type=micro_slouch
1760007257.491,UPRIGHT_HOLD_START,type=micro_slouch
1760007265.435,NOSLOUCH_START,type=lateral_left
1760007266.385,NOSLOUCHED_HOLD_START,type=lateral_left
1760007269.935,RECOVERY_START,type=lateral_left
1760007270.885,UPRIGHT_HOLD_START,type=lateral_left
1760007282.034,NOSLOUCH_START,type=lateral_right
1760007282.984,NOSLOUCHED_HOLD_START,type=lateral_right
1760007286.534,RECOVERY_START,type=lateral_right
1760007287.484,UPRIGHT_HOLD_START,type=lateral_right
1760007296.818,SLOUCH_START,type=neck_only
1760007297.768,SLOUCHED_HOLD_START,type=neck_only
1760007301.318,RECOVERY_START,type=neck_only
1760007302.268,UPRIGHT_HOLD_START,type=neck_only
1760007311.103,NOSLOUCH_START,type=reach_left
1760007312.053,NOSLOUCHED_HOLD_START,type=reach_left
1760007315.603,RECOVERY_START,type=reach_left
1760007316.553,UPRIGHT_HOLD_START,type=reach_left
1760007325.733,NOSLOUCH_START,type=reach_right
1760007326.683,NOSLOUCHED_HOLD_START,type=reach_right
1760007330.233,RECOVERY_START,type=reach_right
1760007331.183,UPRIGHT_HOLD_START,type=reach_right
