timestamp,quat_x,quat_y,quat_z,quat_w,rot_x,rot_y,rot_z,acc_x,acc_y,acc_z,grav_x,grav_y,grav_z
1760108355.275027,-0.082536,0.272494,-0.000000,0.958611,-0.004364,-0.013552,-0.001983,-0.384435,0.039403,-0.132918,0.522432,0.158240,-0.837870
1760108355.303674,-0.089869,0.162191,-0.044858,0.981634,-0.009691,-0.012345,-0.002526,-0.173110,0.007522,-0.039324,0.310361,0.190988,-0.931235
1760108355.335308,-0.094736,0.076447,-0.078582,0.989447,-0.012201,-0.017107,0.000252,0.000067,0.000044,-0.000310,0.136392,0.199488,-0.970362
1760108355.335615,-0.094834,0.076314,-0.078572,0.989449,-0.011815,-0.012267,-0.000885,0.000574,0.000375,-0.002635,0.136115,0.199658,-0.970365
1760108355.365711,-0.094230,0.076632,-0.078464,0.989491,-0.005493,-0.011152,0.002112,0.000061,0.000634,-0.002401,0.136865,0.198505,-0.970496
1760108355.396228,-0.094207,0.076910,-0.078358,0.989480,0.009145,-0.003053,0.001556,-0.002743,0.000916,-0.000467,0.137437,0.198485,-0.970420
1760108355.426932,-0.094181,0.076822,-0.078377,0.989488,0.010871,-0.000178,0.001204,-0.003429,0.002870,-0.000906,0.137265,0.198423,-0.970457
1760108355.427261,-0.094154,0.076733,-0.078395,0.989495,0.012597,0.002698,0.000852,-0.004114,0.004825,-0.001346,0.137092,0.198361,-0.970494
1760108355.429056,-0.093950,0.076529,-0.078419,0.989529,0.016558,0.000362,-0.000168,-0.006938,0.007999,0.002465,0.136720,0.197936,-0.970633
1760108355.457583,-0.093899,0.076358,-0.078470,0.989543,0.018035,-0.009967,-0.003263,-0.007531,0.012204,0.005169,0.136383,0.197818,-0.970705
1760108355.493203,-0.093956,0.076192,-0.078481,0.989549,0.011645,-0.008022,0.000390,-0.005105,0.013542,0.002416,0.136043,0.197907,-0.970734
1760108355.493518,-0.094012,0.076025,-0.078492,0.989556,0.005256,-0.006078,0.004042,-0.002679,0.014880,-0.000336,0.135703,0.197996,-0.970764
1760108355.557283,-0.094831,0.075887,-0.078274,0.989506,-0.004269,0.013033,0.018831,0.002690,0.011178,-0.006130,0.135336,0.199552,-0.970496
1760108355.557632,-0.095418,0.075958,-0.078063,0.989460,-0.003589,0.010451,0.017706,0.001096,0.008875,-0.001278,0.135417,0.200684,-0.970252
1760108355.558036,-0.096005,0.076028,-0.077853,0.989415,-0.002909,0.007869,0.016580,-0.000499,0.006573,0.003573,0.135499,0.201816,-0.970005
1760108355.586577,-0.096326,0.076068,-0.077772,0.989387,0.000540,0.000116,0.008458,0.001201,0.006081,0.002158,0.135539,0.202440,-0.969870
1760108355.588454,-0.096896,0.076088,-0.077718,0.989334,0.001794,-0.000591,0.000533,0.001641,0.006000,0.002056,0.135492,0.203552,-0.969643
1760108355.618186,-0.097030,0.075999,-0.077745,0.989326,0.015173,-0.007932,-0.003648,-0.000130,0.002271,0.005193,0.135289,0.203805,-0.969619
1760108355.648213,-0.096984,0.075858,-0.077802,0.989337,0.029160,-0.015504,-0.004901,-0.000510,0.002013,0.003893,0.135007,0.203703,-0.969679
1760108355.648562,-0.096938,0.075716,-0.077858,0.989347,0.043147,-0.023076,-0.006154,-0.000890,0.001755,0.002593,0.134724,0.203601,-0.969740
1760108355.695340,-0.096269,0.075401,-0.077788,0.989442,0.050022,-0.014308,0.019748,-0.000064,0.002256,0.002675,0.134234,0.202235,-0.970094
1760108355.695677,-0.096022,0.075312,-0.077662,0.989483,0.047861,-0.016406,0.020423,-0.002963,-0.000535,0.002370,0.134125,0.201722,-0.970216
1760108355.724948,-0.095766,0.075139,-0.077561,0.989529,0.054537,-0.022339,0.014361,-0.001730,-0.002481,-0.001126,0.133849,0.201182,-0.970366
1760108355.754610,-0.095253,0.074797,-0.077530,0.989607,0.047509,-0.016563,-0.002657,-0.001506,-0.002335,-0.001858,0.133269,0.200124,-0.970665
1760108355.754942,-0.095116,0.074635,-0.077559,0.989630,0.035743,-0.017549,-0.001584,-0.001006,-0.002008,-0.004157,0.132967,0.199836,-0.970765
1760108355.783685,-0.095010,0.074455,-0.077576,0.989652,0.028645,-0.021793,-0.001149,-0.002441,-0.003472,-0.002014,0.132628,0.199605,-0.970859
1760108355.824524,-0.094675,0.073992,-0.077568,0.989720,0.008330,-0.025636,0.003621,-0.001664,-0.004028,-0.004251,0.131776,0.198883,-0.971123
1760108355.824823,-0.094654,0.073863,-0.077516,0.989735,0.000767,-0.020179,0.009252,-0.002105,-0.005351,-0.004253,0.131536,0.198817,-0.971170
1760108355.865132,-0.094723,0.073667,-0.077403,0.989752,-0.007413,-0.019151,0.010494,-0.001993,-0.006328,-0.004678,0.131160,0.198909,-0.971202
1760108355.865468,-0.094792,0.073470,-0.077290,0.989769,-0.015593,-0.018122,0.011735,-0.001881,-0.007304,-0.005103,0.130784,0.199001,-0.971233
1760108355.893880,-0.095071,0.073184,-0.077034,0.989783,-0.033131,-0.009199,0.011181,-0.002604,-0.010553,-0.005399,0.130225,0.199476,-0.971211
1760108355.894188,-0.095247,0.073122,-0.076981,0.989775,-0.038157,-0.006502,0.003479,-0.002222,-0.009166,-0.004924,0.130084,0.199804,-0.971162
1760108355.924759,-0.095480,0.073077,-0.076990,0.989755,-0.049770,-0.002450,-0.007215,-0.001736,-0.007104,-0.003732,0.129956,0.200255,-0.971087
1760108355.940145,-0.095905,0.073010,-0.077047,0.989715,-0.065511,-0.007948,-0.008679,-0.000931,-0.003510,-0.001418,0.129741,0.201088,-0.970943
1760108355.973977,-0.096872,0.072840,-0.077139,0.989626,-0.085463,-0.014631,-0.010453,-0.001636,-0.004904,-0.000006,0.129223,0.202972,-0.970620
1760108355.974419,-0.097293,0.072719,-0.077148,0.989593,-0.082460,-0.020492,-0.006901,-0.001053,-0.003156,-0.000004,0.128913,0.203782,-0.970492
1760108356.003469,-0.097747,0.072604,-0.077135,0.989558,-0.081218,-0.020107,-0.007818,-0.001295,-0.003147,-0.002004,0.128612,0.204653,-0.970348
1760108356.032918,-0.098851,0.072349,-0.077026,0.989475,-0.074352,-0.018028,0.002659,-0.001331,-0.001632,-0.001509,0.127948,0.206767,-0.969988
1760108356.033245,-0.099200,0.072248,-0.076962,0.989453,-0.060103,-0.018805,0.001066,-0.001682,-0.001022,0.001749,0.127704,0.207429,-0.969879
1760108356.063069,-0.099484,0.072116,-0.076913,0.989438,-0.048921,-0.019494,0.001480,-0.000794,-0.000834,0.000372,0.127406,0.207959,-0.969804
1760108356.094683,-0.099939,0.071843,-0.076815,0.989419,-0.024269,-0.012578,0.003023,-0.000111,0.000231,0.000560,0.126813,0.208801,-0.969701
1760108356.095002,-0.100028,0.071736,-0.076793,0.989420,-0.011855,-0.007776,-0.001989,0.000640,0.001478,-0.005589,0.126592,0.208957,-0.969697
1760108356.158561,-0.099919,0.071659,-0.076857,0.989431,-0.000271,-0.009552,-0.001947,-0.000471,0.002196,-0.004997,0.126445,0.208742,-0.969762
1760108356.158900,-0.099811,0.071582,-0.076920,0.989443,0.011314,-0.011328,-0.001906,-0.001583,0.002914,-0.004405,0.126298,0.208526,-0.969828
1760108356.159205,-0.099702,0.071505,-0.076984,0.989454,0.022899,-0.013105,-0.001864,-0.002694,0.003632,-0.003813,0.126151,0.208311,-0.969893
1760108356.191624,-0.099305,0.071440,-0.076954,0.989501,0.026806,0.011303,0.014230,0.001959,0.006535,-0.009946,0.126097,0.207520,-0.970070
1760108356.191958,-0.099153,0.071613,-0.076859,0.989512,0.018542,0.038684,0.021457,0.001156,0.003207,-0.007438,0.126482,0.207234,-0.970081
1760108356.221920,-0.099045,0.071845,-0.076724,0.989516,0.013795,0.042109,0.024098,-0.001477,0.002407,-0.003841,0.126986,0.207038,-0.970057
1760108356.270722,-0.098938,0.072318,-0.076591,0.989502,0.008417,0.019433,-0.003040,-0.005277,0.001122,0.003557,0.127962,0.206876,-0.969963
1760108356.270984,-0.098943,0.072347,-0.076641,0.989496,0.004037,0.015273,-0.006508,-0.003358,0.004856,0.004866,0.128008,0.206897,-0.969952
1760108356.271769,-0.098948,0.072376,-0.076692,0.989489,-0.000343,0.011114,-0.009976,-0.001439,0.008589,0.006175,0.128054,0.206917,-0.969942
1760108356.301913,-0.099314,0.072462,-0.076756,0.989442,-0.029019,0.002249,0.002714,-0.000009,0.005289,0.004299,0.128148,0.207655,-0.969772
1760108356.332847,-0.099687,0.072342,-0.076678,0.989419,-0.009559,-0.003790,0.000410,-0.001228,-0.001542,0.001762,0.127865,0.208359,-0.969658
1760108356.333143,-0.099783,0.072256,-0.076697,0.989414,-0.000254,-0.013015,-0.003588,-0.000886,0.003456,-0.003341,0.127676,0.208536,-0.969645
1760108356.363146,-0.099884,0.072228,-0.076671,0.989408,-0.008454,0.001241,0.005522,0.000129,0.006683,-0.001235,0.127609,0.208728,-0.969613
1760108356.396984,-0.100106,0.072242,-0.076520,0.989396,-0.006923,-0.007429,0.008432,-0.000944,0.002878,0.000888,0.127632,0.209146,-0.969519
1760108356.397409,-0.100132,0.072229,-0.076457,0.989399,0.003049,-0.007077,0.004650,0.000801,-0.000458,-0.000443,0.127615,0.209187,-0.969513
1760108356.456988,-0.099969,0.072248,-0.076497,0.989411,0.019329,0.016319,-0.006755,0.001206,-0.002685,-0.003105,0.127672,0.208875,-0.969573
1760108356.457328,-0.099813,0.072337,-0.076564,0.989415,0.024959,0.012883,-0.007217,0.000111,-0.000504,-0.001136,0.127859,0.208590,-0.969609
1760108356.457670,-0.099656,0.072426,-0.076632,0.989419,0.030588,0.009447,-0.007679,-0.000985,0.001677,0.000833,0.128046,0.208304,-0.969646
1760108356.491892,-0.099186,0.072528,-0.076794,0.989447,0.030855,0.002767,-0.004093,0.001398,0.002161,-0.001567,0.128290,0.207419,-0.969804
1760108356.492225,-0.098983,0.072557,-0.076833,0.989462,0.027124,0.013690,-0.001489,0.002463,0.000838,-0.002268,0.128375,0.207030,-0.969876
