t_beep,event,type,axis_chosen,onset_time,hold_time,onset_score,dtheta,max_pitch,max_roll
1760108358.275027,BEEP_SLOUCH,normal_slouch,fallback,nan,nan,0.0,0.0,1.8273326222675186,8.083584660342751
1760108362.775027,BEEP_RECOVER,normal_slouch,roll,1760108364.043374,1760108365.801226,1.9674442832663004,3.3741669458017043,1.3190166127647789,12.672520355714028
1760108372.046027,BEEP_SLOUCH,fast_slouch,fallback,nan,nan,0.0,0.0,1.140537329891206,10.658217427704187
1760108376.546027,BEEP_RECOVER,fast_slouch,roll,1760108377.660383,1760108380.442388,1.4637274612331903,2.5102925960149207,2.0086340984761657,14.726128194873667
1760108387.546027,BEEP_SLOUCH,micro_slouch,fallback,nan,nan,0.0,0.0,1.0449103909989619,6.08497448564367
1760108392.046027,BEEP_RECOVER,micro_slouch,roll,1760108393.331788,1760108394.237564,1.2442141530543884,2.1338272724882756,1.2457259547659305,3.716560052569605
1760108402.442027,BEEP_SLOUCH,lateral_left,pitch,1760108403.313456,1760108406.247096,1.508191053757413,4.434081698046794,38.62853482310038,8.86946111869591
1760108406.942027,BEEP_RECOVER,lateral_left,pitch,1760108408.143867,1760108409.637211,1.1775110286896358,7.065066172137815,40.90999891579274,10.74576783017585
1760108418.469027,BEEP_SLOUCH,lateral_right,pitch,1760108419.405061,1760108421.112581,1.1261049607294185,3.3107485845444895,39.28352334080753,2.191862932013322
1760108422.969027,BEEP_RECOVER,lateral_right,pitch,1760108424.165148,1760108426.150112,1.4654999840762077,8.792999904457247,43.59504374546802,1.4152066779311099
1760108477.840027,BEEP_SLOUCH,normal_slouch,roll,1760108479.162387,1760108480.489576,1.865032797912825,3.198531248420494,2.365374823810395,12.221731458621036
1760108482.340027,BEEP_RECOVER,normal_slouch,roll,1760108483.665736,1760108484.352022,1.540343249325285,2.6416886725928634,2.223116996050768,13.989475875104176
1760108492.056027,BEEP_SLOUCH,fast_slouch,roll,1760108493.329539,1760108494.096439,1.3070088389994794,4.574530936498178,1.4449051410463936,10.101913062159952
1760108496.556027,BEEP_RECOVER,fast_slouch,roll,1760108497.826936,1760108498.926022,1.4304688201440736,2.4532540265470857,2.091705278416497,12.265479185301245
1760108507.433027,BEEP_SLOUCH,micro_slouch,fallback,nan,nan,0.0,0.0,0.9152613762932544,4.7072918833427195
1760108511.933027,BEEP_RECOVER,micro_slouch,roll,1760108513.228658,1760108513.674813,1.841528177364535,3.1582208241801766,2.4019266801409236,4.70493330553964
1760108523.007027,BEEP_SLOUCH,lateral_left,fallback,nan,nan,0.0,0.0,35.71219644504103,7.232494171360912
1760108527.507027,BEEP_RECOVER,lateral_left,pitch,1760108528.827793,1760108530.352364,1.839586408511553,5.4083840410239645,39.47941802794127,10.573987863430148
1760108537.049027,BEEP_SLOUCH,lateral_right,fallback,nan,nan,0.0,0.0,41.43034636939119,4.015569531415025
1760108541.549027,BEEP_RECOVER,lateral_right,pitch,1760108542.757151,1760108544.579003,1.1617778708280337,6.970667224968203,46.24527494637857,6.462933282413502
1760108597.437027,BEEP_SLOUCH,normal_slouch,roll,1760108598.845286,1760108599.141208,1.4273575721335645,2.4479182362090626,2.0911310625253536,8.848873476457783
1760108601.937027,BEEP_RECOVER,normal_slouch,fallback,nan,nan,0.0,0.0,1.3723100645323862,7.6751368415411605
1760108613.175027,BEEP_SLOUCH,fast_slouch,fallback,nan,nan,0.0,0.0,1.1738797844445497,9.580419965719642
1760108617.675027,BEEP_RECOVER,fast_slouch,roll,1760108618.824338,1760108619.868485,1.0094612015411226,3.533114205393929,1.5248066416405335,10.118908532383387
1760108628.615027,BEEP_SLOUCH,micro_slouch,fallback,nan,nan,0.0,0.0,1.5644501387982137,7.589651603238536
1760108633.115027,BEEP_RECOVER,micro_slouch,roll,1760108634.355113,1760108636.661101,1.0995848413350593,1.8857880028896261,2.1507254171415413,13.043285851392909
1760108642.009027,BEEP_SLOUCH,lateral_left,fallback,nan,nan,0.0,0.0,36.46000107201242,6.886667637828765
1760108646.509027,BEEP_RECOVER,lateral_left,pitch,1760108647.811712,1760108648.985643,1.3008898759813745,7.8053392558882475,39.067526393817715,10.738701667480456
1760108658.608027,BEEP_SLOUCH,lateral_right,fallback,nan,nan,0.0,0.0,43.1829888958086,4.006851934136023
1760108663.108027,BEEP_RECOVER,lateral_right,pitch,1760108664.359597,1760108666.337527,1.7624964902264761,10.574978941358857,47.420211849450936,3.473739023994881
