t_beep,event,type,axis_chosen,onset_time,hold_time,onset_score,dtheta,max_pitch,max_roll
1760040857.019989,BEEP_SLOUCH,normal_slouch,roll,1760040858.081223,1760040858.31971,1.61304253990342,5.64564888966197,16.308551313233,283.3973882280811
1760040861.519989,BEEP_RECOVER,normal_slouch,roll,1760040863.469851,1760040864.639638,1.983557040582048,6.942449642037168,48.504256695660004,223.81999832325852
1760040870.790989,BEEP_SLOUCH,fast_slouch,roll,1760040871.966698,1760040873.642404,8.659967685009804,30.309886897534312,25.62823676125236,268.38477660305415
1760040875.290989,BEEP_RECOVER,fast_slouch,roll,1760040877.085873,1760040878.471823,1.5690958717018861,5.491835550956601,74.87212967314564,182.83332513477941
1760040886.290989,BEEP_SLOUCH,micro_slouch,pitch,1760040887.684007,1760040889.747349,1.5165889539999622,3.0331779079999244,16.068034517542642,267.917485313038
1760040890.790989,BEEP_RECOVER,micro_slouch,roll,1760040892.56811,1760040893.784547,14.540266622389238,50.89093317836233,23.909954535720907,245.654691405604
1760040901.186989,BEEP_SLOUCH,lateral_left,pitch,1760040902.229403,1760040904.280605,1.3621893822023896,8.173136293214338,52.091682255080904,125.48343620419824
1760040905.686989,BEEP_RECOVER,lateral_left,roll,1760040907.536843,1760040908.470734,1.4760935132874042,5.166327296505915,64.16645145489822,145.45635420757776
1760040917.213989,BEEP_SLOUCH,lateral_right,roll,1760040918.612161,1760040921.097766,1.4599797389619766,5.109929086366918,75.71029263845254,30.209690523876418
1760040921.713989,BEEP_RECOVER,lateral_right,pitch,1760040923.733496,1760040924.340793,2.768921655862384,16.613529935174306,104.9155303003828,35.102440770513056
1760040976.584989,BEEP_SLOUCH,normal_slouch,roll,1760040977.565127,1760040979.669687,1.14019517681362,3.99068311884767,28.464911832591753,281.6568501901012
1760040981.084989,BEEP_RECOVER,normal_slouch,roll,1760040983.137261,1760040984.17728,2.0013847284418125,7.004846549546343,62.359294037182224,208.18480938723008
1760040990.800989,BEEP_SLOUCH,fast_slouch,roll,1760040992.138417,1760040994.046349,5.224482603381124,18.285689111833932,26.231784984235915,266.3318701772303
1760040995.300989,BEEP_RECOVER,fast_slouch,roll,1760040997.048904,1760040998.848585,1.1529795012636381,4.035428254422733,59.48047423130773,206.54039757676657
1760041006.177989,BEEP_SLOUCH,micro_slouch,pitch,1760041007.867489,1760041008.743145,7.742988533804601,15.485977067609202,53.878602101954826,258.9495823894428
1760041010.677989,BEEP_RECOVER,micro_slouch,roll,1760041012.496436,1760041013.528983,72.56419163486987,253.97467072204455,24.888308582599553,251.5331753073292
1760041021.751989,BEEP_SLOUCH,lateral_left,fallback,nan,nan,0.0,0.0,47.96533637496929,112.523597973616
1760041026.251989,BEEP_RECOVER,lateral_left,pitch,1760041028.156256,1760041029.005155,1.589262318145483,9.535573908872898,72.81575659495286,146.2019820296287
1760041035.793989,BEEP_SLOUCH,lateral_right,roll,1760041037.14835,1760041037.4045,1.4002416961959463,4.900845936685812,64.08032588512994,321.1435178058123
1760041040.293989,BEEP_RECOVER,lateral_right,roll,1760041042.297192,1760041043.019494,48.93263892118953,171.26423622416334,96.2706526150431,299.5767871011701
1760041096.181989,BEEP_SLOUCH,normal_slouch,roll,1760041097.551241,1760041099.586069,3.095270603030388,10.833447110606357,29.339747251404777,279.69733066027914
1760041100.681989,BEEP_RECOVER,normal_slouch,roll,1760041102.66988,1760041103.614749,2.964018582133574,10.37406503746751,59.72470412925303,208.4928812966548
1760041111.9199889,BEEP_SLOUCH,fast_slouch,roll,1760041113.618001,1760041114.926314,26.291858135689317,92.0215034749126,50.036770914158964,247.9168661955903
1760041116.4199889,BEEP_RECOVER,fast_slouch,pitch,1760041118.387489,1760041119.134898,4.028526767514122,20.14263383757061,61.633895515879615,197.04619801041008
1760041127.359989,BEEP_SLOUCH,micro_slouch,pitch,1760041128.972066,1760041129.967843,4.70339307594695,9.4067861518939,49.274149798930154,275.2839236593993
1760041131.859989,BEEP_RECOVER,micro_slouch,roll,1760041133.744919,1760041134.774669,80.017145577266,280.06000952043104,35.48489810413113,264.04191509178185
1760041140.753989,BEEP_SLOUCH,lateral_left,pitch,1760041142.053336,1760041144.51409,1.7116249842291258,5.032177453633629,43.519224253616414,111.72854124473336
1760041145.253989,BEEP_RECOVER,lateral_left,pitch,1760041147.048478,1760041148.283964,1.665641965733985,4.896987379257915,58.29132761970252,129.47455323763356
1760041157.352989,BEEP_SLOUCH,lateral_right,roll,1760041158.685821,1760041158.867039,1.7780088810060102,3.0492852309253067,64.42922700661721,27.340828790873445
1760041161.852989,BEEP_RECOVER,lateral_right,roll,1760041163.745644,1760041164.304239,6.448481064815334,22.56968372685367,98.39313230639254,31.412917110612824
