t_sec,event,value
1760040854.020,UPRIGHT_HOLD_START,type=normal_slouch
1760040858.749,SLOUCH_START,type=normal_slouch
1760040859.699,SLOUCHED_HOLD_START,type=normal_slouch
1760040863.249,RECOVERY_START,type=normal_slouch
1760040864.199,UPRIGHT_HOLD_START,type=normal_slouch
1760040872.520,SLOUCH_START,type=fast_slouch
1760040873.470,SLOUCHED_HOLD_START,type=fast_slouch
1760040877.020,RECOVERY_START,type=fast_slouch
1760040877.970,UPRIGHT_HOLD_START,type=fast_slouch
1760040888.020,SLOUCH_START,type=micro_slouch
1760040888.970,SLOUCHED_HOLD_START,type=micro_slouch
1760040892.520,RECOVERY_START,type=micro_slouch
1760040893.470,UPRIGHT_HOLD_START,type=micro_slouch
1760040902.916,NOSLOUCH_START,type=lateral_left
1760040903.866,NOSLOUCHED_HOLD_START,type=lateral_left
1760040907.416,RECOVERY_START,type=lateral_left
1760040908.366,UPRIGHT_HOLD_START,type=lateral_left
1760040918.943,NOSLOUCH_START,type=lateral_right
1760040919.893,NOSLOUCHED_HOLD_START,type=lateral_right
1760040923.443,RECOVERY_START,type=lateral_right
1760040924.393,UPRIGHT_HOLD_START,type=lateral_right
1760040933.823,SLOUCH_START,type=neck_only
1760040934.773,SLOUCHED_HOLD_START,type=neck_only
1760040938.323,RECOVERY_START,type=neck_only
1760040939.273,UPRIGHT_HOLD_START,type=neck_only
1760040949.254,NOSLOUCH_START,type=reach_left
1760040950.204,NOSLOUCHED_HOLD_START,type=reach_left
1760040953.754,RECOVERY_START,type=reach_left
1760040954.704,UPRIGHT_HOLD_START,type=reach_left
1760040962.644,NOSLOUCH_START,type=reach_right
1760040963.594,NOSLOUCHED_HOLD_START,type=reach_right
1760040967.144,RECOVERY_START,type=reach_right
1760040968.094,UPRIGHT_HOLD_START,type=reach_right
1760040978.314,SLOUCH_START,type=normal_slouch
1760040979.264,SLOUCHED_HOLD_START,type=normal_slouch
1760040982.814,RECOVERY_START,type=normal_slouch
1760040983.764,UPRIGHT_HOLD_START,type=normal_slouch
1760040992.530,SLOUCH_START,type=fast_slouch
1760040993.480,SLOUCHED_HOLD_START,type=fast_slouch
1760040997.030,RECOVERY_START,type=fast_slouch
1760040997.980,UPRIGHT_HOLD_START,type=fast_slouch
1760041007.907,SLOUCH_START,type=micro_slouch
1760041008.857,SLOUCHED_HOLD_START,type=micro_slouch
1760041012.407,RECOVERY_START,type=micro_slouch
1760041013.357,UPRIGHT_HOLD_START,type=micro_slouch
1760041023.481,NOSLOUCH_START,type=lateral_left
1760041024.431,NOSLOUCHED_HOLD_START,type=lateral_left
1760041027.981,RECOVERY_START,type=lateral_left
1760041028.931,UPRIGHT_HOLD_START,type=lateral_left
1760041037.523,NOSLOUCH_START,type=lateral_right
1760041038.473,NOSLOUCHED_HOLD_START,type=lateral_right
1760041042.023,RECOVERY_START,type=lateral_right
1760041042.973,UPRIGHT_HOLD_START,type=lateral_right
1760041052.868,SLOUCH_START,type=neck_only
1760041053.818,SLOUCHED_HOLD_START,type=neck_only
1760041057.368,RECOVERY_START,type=neck_only
1760041058.318,UPRIGHT_HOLD_START,type=neck_only
1760041068.770,NOSLOUCH_START,type=reach_left
1760041069.720,NOSLOUCHED_HOLD_START,type=reach_left
1760041073.270,RECOVERY_START,type=reach_left
1760041074.220,UPRIGHT_HOLD_START,type=reach_left
1760041083.560,NOSLOUCH_START,type=reach_right
1760041084.510,NOSLOUCHED_HOLD_START,type=reach_right
1760041088.060,RECOVERY_START,type=reach_right
1760041089.010,UPRIGHT_HOLD_START,type=reach_right
1760041097.911,SLOUCH_START,type=normal_slouch
1760041098.861,SLOUCHED_HOLD_START,type=normal_slouch
1760041102.411,RECOVERY_START,type=normal_slouch
1760041103.361,UPRIGHT_HOLD_START,type=normal_slouch
1760041113.649,SLOUCH_START,type=fast_slouch
1760041114.599,SLOUCHED_HOLD_START,type=fast_slouch
1760041118.149,RECOVERY_START,type=fast_slouch
1760041119.099,UPRIGHT_HOLD_START,type=fast_slouch
1760041129.089,SLOUCH_START,type=micro_slouch
1760041130.039,SLOUCHED_HOLD_START,type=micro_slouch
1760041133.589,RECOVERY_START,type=micro_slouch
1760041134.539,UPRIGHT_HOLD_START,type=micro_slouch
1760041142.483,NOSLOUCH_START,type=lateral_left
1760041143.433,NOSLOUCHED_HOLD_START,type=lateral_left
1760041146.983,RECOVERY_START,type=lateral_left
1760041147.933,UPRIGHT_HOLD_START,type=lateral_left
1760041159.082,NOSLOUCH_START,type=lateral_right
1760041160.032,NOSLOUCHED_HOLD_START,type=lateral_right
1760041163.582,RECOVERY_START,type=lateral_right
1760041164.532,UPRIGHT_HOLD_START,type=lateral_right
1760041173.866,SLOUCH_START,type=neck_only
1760041174.816,SLOUCHED_HOLD_START,type=neck_only
1760041178.366,RECOVERY_START,type=neck_only
1760041179.316,UPRIGHT_HOLD_START,type=neck_only
1760041188.151,NOSLOUCH_START,type=reach_left
1760041189.101,NOSLOUCHED_HOLD_START,type=reach_left
1760041192.651,RECOVERY_START,type=reach_left
1760041193.601,UPRIGHT_HOLD_START,type=reach_left
1760041202.781,NOSLOUCH_START,type=reach_right
1760041203.731,NOSLOUCHED_HOLD_START,type=reach_right
1760041207.281,RECOVERY_START,type=reach_right
1760041208.231,UPRIGHT_HOLD_START,type=reach_right
