t_sec,event,value
1760643930.531,UPRIGHT_HOLD_START,type=normal_slouch
1760643935.510,SLOUCH_START,type=normal_slouch
1760643936.460,SLOUCHED_HOLD_START,type=normal_slouch
1760643940.010,RECOVERY_START,type=normal_slouch
1760643940.960,UPRIGHT_HOLD_START,type=normal_slouch
1760643949.281,SLOUCH_START,type=fast_slouch
1760643950.231,SLOUCHED_HOLD_START,type=fast_slouch
1760643953.781,RECOVERY_START,type=fast_slouch
1760643954.731,UPRIGHT_HOLD_START,type=fast_slouch
1760643964.781,SLOUCH_START,type=micro_slouch
1760643965.731,SLOUCHED_HOLD_START,type=micro_slouch
1760643969.281,RECOVERY_START,type=micro_slouch
1760643970.231,UPRIGHT_HOLD_START,type=micro_slouch
1760643979.677,NOSLOUCH_START,type=lateral_left
1760643980.627,NOSLOUCHED_HOLD_START,type=lateral_left
1760643984.177,RECOVERY_START,type=lateral_left
1760643985.127,UPRIGHT_HOLD_START,type=lateral_left
1760643995.704,NOSLOUCH_START,type=lateral_right
1760643996.654,NOSLOUCHED_HOLD_START,type=lateral_right
1760644000.204,RECOVERY_START,type=lateral_right
1760644001.154,UPRIGHT_HOLD_START,type=lateral_right
1760644010.584,SLOUCH_START,type=neck_only
1760644011.534,SLOUCHED_HOLD_START,type=neck_only
1760644015.084,RECOVERY_START,type=neck_only
1760644016.034,UPRIGHT_HOLD_START,type=neck_only
1760644026.015,NOSLOUCH_START,type=reach_left
1760644026.965,NOSLOUCHED_HOLD_START,type=reach_left
1760644030.515,RECOVERY_START,type=reach_left
1760644031.465,UPRIGHT_HOLD_START,type=reach_left
1760644039.405,NOSLOUCH_START,type=reach_right
1760644040.355,NOSLOUCHED_HOLD_START,type=reach_right
1760644043.905,RECOVERY_START,type=reach_right
1760644044.855,UPRIGHT_HOLD_START,type=reach_right
1760644055.075,SLOUCH_START,type=normal_slouch
1760644056.025,SLOUCHED_HOLD_START,type=normal_slouch
1760644059.575,RECOVERY_START,type=normal_slouch
1760644060.525,UPRIGHT_HOLD_START,type=normal_slouch
1760644069.291,SLOUCH_START,type=fast_slouch
1760644070.241,SLOUCHED_HOLD_START,type=fast_slouch
1760644073.791,RECOVERY_START,type=fast_slouch
1760644074.741,UPRIGHT_HOLD_START,type=fast_slouch
1760644084.668,SLOUCH_START,type=micro_slouch
1760644085.618,SLOUCHED_HOLD_START,type=micro_slouch
1760644089.168,RECOVERY_START,type=micro_slouch
1760644090.118,UPRIGHT_HOLD_START,type=micro_slouch
1760644100.242,NOSLOUCH_START,type=lateral_left
1760644101.192,NOSLOUCHED_HOLD_START,type=lateral_left
1760644104.742,RECOVERY_START,type=lateral_left
1760644105.692,UPRIGHT_HOLD_START,type=lateral_left
1760644114.284,NOSLOUCH_START,type=lateral_right
1760644115.234,NOSLOUCHED_HOLD_START,type=lateral_right
1760644118.784,RECOVERY_START,type=lateral_right
1760644119.734,UPRIGHT_HOLD_START,type=lateral_right
1760644129.629,SLOUCH_START,type=neck_only
1760644130.579,SLOUCHED_HOLD_START,type=neck_only
1760644134.129,RECOVERY_START,type=neck_only
1760644135.079,UPRIGHT_HOLD_START,type=neck_only
1760644145.531,NOSLOUCH_START,type=reach_left
1760644146.481,NOSLOUCHED_HOLD_START,type=reach_left
1760644150.031,RECOVERY_START,type=reach_left
1760644150.981,UPRIGHT_HOLD_START,type=reach_left
1760644160.321,NOSLOUCH_START,type=reach_right
1760644161.271,NOSLOUCHED_HOLD_START,type=reach_right
1760644164.821,RECOVERY_START,type=reach_right
1760644165.771,UPRIGHT_HOLD_START,type=reach_right
1760644174.672,SLOUCH_START,type=normal_slouch
1760644175.622,SLOUCHED_HOLD_START,type=normal_slouch
1760644179.172,RECOVERY_START,type=normal_slouch
1760644180.122,UPRIGHT_HOLD_START,type=normal_slouch
1760644190.410,SLOUCH_START,type=fast_slouch
1760644191.360,SLOUCHED_HOLD_START,type=fast_slouch
1760644194.910,RECOVERY_START,type=fast_slouch
1760644195.860,UPRIGHT_HOLD_START,type=fast_slouch
1760644205.850,SLOUCH_START,type=micro_slouch
1760644206.800,SLOUCHED_HOLD_START,type=micro_slouch
1760644210.350,RECOVERY_START,type=micro_slouch
1760644211.300,UPRIGHT_HOLD_START,type=micro_slouch
1760644219.244,NOSLOUCH_START,type=lateral_left
1760644220.194,NOSLOUCHED_HOLD_START,type=lateral_left
1760644223.744,RECOVERY_START,type=lateral_left
1760644224.694,UPRIGHT_HOLD_START,type=lateral_left
1760644235.843,NOSLOUCH_START,type=lateral_right
1760644236.793,NOSLOUCHED_HOLD_START,type=lateral_right
1760644240.343,RECOVERY_START,type=lateral_right
1760644241.293,UPRIGHT_HOLD_START,type=lateral_right
1760644250.627,SLOUCH_START,type=neck_only
1760644251.577,SLOUCHED_HOLD_START,type=neck_only
1760644255.127,RECOVERY_START,type=neck_only
1760644256.077,UPRIGHT_HOLD_START,type=neck_only
1760644264.912,NOSLOUCH_START,type=reach_left
1760644265.862,NOSLOUCHED_HOLD_START,type=reach_left
1760644269.412,RECOVERY_START,type=reach_left
1760644270.362,UPRIGHT_HOLD_START,type=reach_left
1760644279.542,NOSLOUCH_START,type=reach_right
1760644280.492,NOSLOUCHED_HOLD_START,type=reach_right
1760644284.042,RECOVERY_START,type=reach_right
1760644284.992,UPRIGHT_HOLD_START,type=reach_right
