t_sec,event,value
1763740858.564,UPRIGHT_HOLD_START,type=normal_slouch
1763740864.293,SLOUCH_START,type=normal_slouch
1763740865.243,SLOUCHED_HOLD_START,type=normal_slouch
1763740868.793,RECOVERY_START,type=normal_slouch
1763740869.743,UPRIGHT_HOLD_START,type=normal_slouch
1763740878.064,SLOUCH_START,type=fast_slouch
1763740879.014,SLOUCHED_HOLD_START,type=fast_slouch
1763740882.564,RECOVERY_START,type=fast_slouch
1763740883.514,UPRIGHT_HOLD_START,type=fast_slouch
1763740893.564,SLOUCH_START,type=micro_slouch
1763740894.514,SLOUCHED_HOLD_START,type=micro_slouch
1763740898.064,RECOVERY_START,type=micro_slouch
1763740899.014,UPRIGHT_HOLD_START,type=micro_slouch
1763740908.460,NOSLOUCH_START,type=lateral_left
1763740909.410,NOSLOUCHED_HOLD_START,type=lateral_left
1763740912.960,RECOVERY_START,type=lateral_left
1763740913.910,UPRIGHT_HOLD_START,type=lateral_left
1763740924.487,NOSLOUCH_START,type=lateral_right
1763740925.437,NOSLOUCHED_HOLD_START,type=lateral_right
1763740928.987,RECOVERY_START,type=lateral_right
1763740929.937,UPRIGHT_HOLD_START,type=lateral_right
1763740939.367,SLOUCH_START,type=neck_only
1763740940.317,SLOUCHED_HOLD_START,type=neck_only
1763740943.867,RECOVERY_START,type=neck_only
1763740944.817,UPRIGHT_HOLD_START,type=neck_only
1763740954.798,NOSLOUCH_START,type=reach_left
1763740955.748,NOSLOUCHED_HOLD_START,type=reach_left
1763740959.298,RECOVERY_START,type=reach_left
1763740960.248,UPRIGHT_HOLD_START,type=reach_left
1763740968.188,NOSLOUCH_START,type=reach_right
1763740969.138,NOSLOUCHED_HOLD_START,type=reach_right
1763740972.688,RECOVERY_START,type=reach_right
1763740973.638,UPRIGHT_HOLD_START,type=reach_right
1763740983.858,SLOUCH_START,type=normal_slouch
1763740984.808,SLOUCHED_HOLD_START,type=normal_slouch
1763740988.358,RECOVERY_START,type=normal_slouch
1763740989.308,UPRIGHT_HOLD_START,type=normal_slouch
1763740998.074,SLOUCH_START,type=fast_slouch
1763740999.024,SLOUCHED_HOLD_START,type=fast_slouch
1763741002.574,RECOVERY_START,type=fast_slouch
1763741003.524,UPRIGHT_HOLD_START,type=fast_slouch
1763741013.451,SLOUCH_START,type=micro_slouch
1763741014.401,SLOUCHED_HOLD_START,type=micro_slouch
1763741017.951,RECOVERY_START,type=micro_slouch
1763741018.901,UPRIGHT_HOLD_START,type=micro_slouch
1763741029.025,NOSLOUCH_START,type=lateral_left
1763741029.975,NOSLOUCHED_HOLD_START,type=lateral_left
1763741033.525,RECOVERY_START,type=lateral_left
1763741034.475,UPRIGHT_HOLD_START,type=lateral_left
1763741043.067,NOSLOUCH_START,type=lateral_right
1763741044.017,NOSLOUCHED_HOLD_START,type=lateral_right
1763741047.567,RECOVERY_START,type=lateral_right
1763741048.517,UPRIGHT_HOLD_START,type=lateral_right
1763741058.412,SLOUCH_START,type=neck_only
1763741059.362,SLOUCHED_HOLD_START,type=neck_only
1763741062.912,RECOVERY_START,type=neck_only
1763741063.862,UPRIGHT_HOLD_START,type=neck_only
1763741074.314,NOSLOUCH_START,type=reach_left
1763741075.264,NOSLOUCHED_HOLD_START,type=reach_left
1763741078.814,RECOVERY_START,type=reach_left
1763741079.764,UPRIGHT_HOLD_START,type=reach_left
1763741089.104,NOSLOUCH_START,type=reach_right
1763741090.054,NOSLOUCHED_HOLD_START,type=reach_right
1763741093.604,RECOVERY_START,type=reach_right
1763741094.554,UPRIGHT_HOLD_START,type=reach_right
1763741103.455,SLOUCH_START,type=normal_slouch
1763741104.405,SLOUCHED_HOLD_START,type=normal_slouch
1763741107.955,RECOVERY_START,type=normal_slouch
1763741108.905,UPRIGHT_HOLD_START,type=normal_slouch
1763741119.193,SLOUCH_START,type=fast_slouch
1763741120.143,SLOUCHED_HOLD_START,type=fast_slouch
1763741123.693,RECOVERY_START,type=fast_slouch
1763741124.643,UPRIGHT_HOLD_START,type=fast_slouch
1763741134.633,SLOUCH_START,type=micro_slouch
1763741135.583,SLOUCHED_HOLD_START,type=micro_slouch
1763741139.133,RECOVERY_START,type=micro_slouch
1763741140.083,UPRIGHT_HOLD_START,type=micro_slouch
1763741148.027,NOSLOUCH_START,type=lateral_left
1763741148.977,NOSLOUCHED_HOLD_START,type=lateral_left
1763741152.527,RECOVERY_START,type=lateral_left
1763741153.477,UPRIGHT_HOLD_START,type=lateral_left
1763741164.626,NOSLOUCH_START,type=lateral_right
1763741165.576,NOSLOUCHED_HOLD_START,type=lateral_right
1763741169.126,RECOVERY_START,type=lateral_right
1763741170.076,UPRIGHT_HOLD_START,type=lateral_right
1763741179.410,SLOUCH_START,type=neck_only
1763741180.360,SLOUCHED_HOLD_START,type=neck_only
1763741183.910,RECOVERY_START,type=neck_only
1763741184.860,UPRIGHT_HOLD_START,type=neck_only
1763741193.695,NOSLOUCH_START,type=reach_left
1763741194.645,NOSLOUCHED_HOLD_START,type=reach_left
1763741198.195,RECOVERY_START,type=reach_left
1763741199.145,UPRIGHT_HOLD_START,type=reach_left
1763741208.325,NOSLOUCH_START,type=reach_right
1763741209.275,NOSLOUCHED_HOLD_START,type=reach_right
1763741212.825,RECOVERY_START,type=reach_right
1763741213.775,UPRIGHT_HOLD_START,type=reach_right
